municipality,group,variable,month,Mujeres puérperas que recibieron dosis única de vitamina A,TOTAL
MACHACAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,1,1
MACHARETI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,8,8
MAGDALENA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,25,25
MAIRANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,16,16
MALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,1,1
MAPIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,18,18
MECAPACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,13,13
MINEROS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,30,30
MIZQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,41,41
MOCOMOCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,15,15
MOJINETE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,1,1
MOJOCOYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,13,13
MONTEAGUDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,42,42
MONTERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,46,46
MORO MORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,1,1
MOROCHATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,51,51
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,1,1
NAZACARA DE PACAJES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,1,1
OCURI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,29,29
OKINAWA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,17,17
OMEREQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,10,10
ORURO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,306,306
PADCAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,20,20
PADILLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,24,24
PAILON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,25,25
PALCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,11,11
PALOS BLANCOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,40,40
PAMPA AULLAGAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,3,3
PAMPA GRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,10,10
PAPEL PAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,14,14
PASORAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,3,3
PATACAMAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,30,30
PAZÑA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,5,5
PELECHUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,10,10
POCOATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,47,47
POCONA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,22,22
POJO (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,17,17
POOPO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,6,6
PORCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,9,9
POROMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,26,26
PORONGO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,7,7
PORTACHUELO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,19,19
PORVENIR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,2,2
POSTRER VALLE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,1,1
POTOSI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,311,311
PRESTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,18,18
PUCARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,1,1
PUCARANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,30,30
PUERTO ACOSTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,28,28
PUERTO CARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,18,18
PUERTO GONZALO MORENO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,5,5
PUERTO PEREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,6,6
PUERTO QUIJARRO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,17,17
PUERTO RICO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,8,8
PUERTO SILES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,2,2
PUERTO SUAREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,36,36
PUERTO VILLARROEL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,117,117
PUNA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,57,57
PUNATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,77,77
QUIABAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,1,1
QUILLACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,143,143
QUIME,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,7,7
QUIRUSILLAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,1,1
RAVELO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,16,16
REYES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,20,20
RIBERALTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,447,447
ROBORE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,25,25
RURRENABAQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,51,51
SABAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,4,4
SACABA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,149,149
SACABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,4,4
SACACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,43,43
SAIPINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,10,10
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,11,11
SAMAIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,2,2
SAN ANDRES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,20,20
SAN ANDRES DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,1,1
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,3,3
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,16,16
SAN BENITO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,17,17
SAN BORJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,72,72
SAN BUENA VENTURA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,15,15
SAN CARLOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,54,54
SAN IGNACIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,53,53
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,120,120
SAN JAVIER(BNI),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,5,5
SAN JAVIER(STC),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,28,28
SAN JOAQUIN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,11,11
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,30,30
SAN JUAN DE YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,24,24
SAN JULIAN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,33,33
SAN LORENZO(PND),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,2,2
SAN LORENZO(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,22,22
SAN LUCAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,69,69
SAN MATIAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,26,26
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,18,18
SAN PABLO DE LIPEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,7,7
SAN PEDRO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,18,18
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,42,42
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,3,3
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,3,3
SAN PEDRO(PND),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,1,1
SAN RAFAEL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,10,10
SAN RAMON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,35,35
SAN RAMON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,9,9
SANTA ANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,38,38
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,1003,1003
SANTA ROSA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,19,19
SANTA ROSA DEL SARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,14,14
SANTIAGO DE CALLAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,3,3
SANTIAGO DE HUARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,6,6
SANTIAGO DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,4,4
SANTIVAÑES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,12,12
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,7,7
SAPAHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,4,4
SENA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,5,5
SICA SICA (VILLA AROMA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,16,16
SICAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,5,5
SIPE SIPE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,22,22
SOPACHUY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,10,10
SORACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,8,8
SORATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,15,15
SUCRE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,466,466
TACACOMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,7,7
TACOBAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,15,15
TACOPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,14,14
TAHUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,1,1
TAPACARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,49,49
TARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,30,30
TARACO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,6,6
TARATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,4,4
TARIJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,138,138
TARVITA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,22,22
TEOPONTE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,6,6
TIAWANACU,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,14,14
TINGUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,47,47
TIPUANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,9,9
TIQUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,66,66
TIRAQUE (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,65,65
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,2,2
TOCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,4,4
TODOS SANTOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,1,1
TOLATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,5,5
TOLEDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,10,10
TOMAVE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,22,22
TOMINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,8,8
TORO TORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,13,13
TOTORA(CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,14,14
TOTORA(ORR),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-03-01,5,5
