municipality,group,variable,month,Control del niño de 2 años a menor de 5 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
LORETO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,37,37,,
MACHARETI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,70,70,,
MAGDALENA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,2,2,,
MALLA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,15,15,,
MECAPACA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,5,5,,
MINEROS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,303,303,,
MIZQUE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,62,62,,
MOJOCOYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,104,104,,
MONTEAGUDO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,348,348,,
MONTERO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,79,79,,
MORO MORO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,2,2,,
MOROCHATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,111,111,,
OKINAWA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,104,104,,
OMEREQUE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,9,9,,
ORURO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,378,378,,
PADCAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,67,67,,
PADILLA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,67,67,,
PAILON,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,41,41,,
PALCA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,1,1,,
PALOS BLANCOS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,3,3,,
PASORAPA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,5,5,,
POCONA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,29,29,,
POJO (CBBA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,11,11,,
PORCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,1,1,,
POROMA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,176,176,,
PORONGO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,48,48,,
PORTACHUELO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,1,1,,
PORVENIR,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,39,39,,
POSTRER VALLE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,1,1,,
POTOSI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,148,148,,
PRESTO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,168,168,,
PUCARA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,3,3,,
PUCARANI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,24,24,,
PUERTO PEREZ,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,9,9,,
PUERTO QUIJARRO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,149,149,,
PUERTO RICO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,4,4,,
PUERTO SILES,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,11,11,,
PUERTO SUAREZ,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,84,84,,
PUERTO VILLARROEL,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,46,46,,
PUNA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,36,36,,
PUNATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,106,106,,
QUILLACOLLO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,132,132,,
QUIME,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,6,6,,
REYES,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,81,81,,
RIBERALTA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,191,191,,
ROBORE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,1,1,,
RURRENABAQUE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,13,13,,
SABAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,15,15,,
SACABA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,34,34,,
SACABAMBA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,20,20,,
SACACA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,447,447,,
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,2,2,,
SAN ANDRES,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,32,32,,
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,1,1,,
SAN BORJA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,100,100,,
SAN CARLOS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,1,1,,
SAN IGNACIO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,143,143,,
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,100,100,,
SAN JAVIER(BNI),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,10,10,,
SAN JAVIER(STC),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,3,3,,
SAN JOAQUIN,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,44,44,,
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,3,3,,
SAN JULIAN,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,444,444,,
SAN LORENZO(TJA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,45,45,,
SAN LUCAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,271,271,,
SAN MATIAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,27,27,,
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,13,13,,
SAN PEDRO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,21,21,,
SAN RAFAEL,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,4,4,,
SAN RAMON,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,32,32,,
SANTA ANA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,11,11,,
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,1918,1918,,
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,6,6,,
SAPAHAQUI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,2,2,,
SENA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,6,6,,
SIPE SIPE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,77,77,,
SORACACHI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,24,24,,
SUCRE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,1553,1553,,
TACOBAMBA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,7,7,,
TARABUCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,98,98,,
TARATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,52,52,,
TARIJA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,118,118,,
TINGUIPAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,63,63,,
TIQUIPAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,27,27,,
TIRAQUE (CBBA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,154,154,,
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,1,1,,
TOCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,20,20,,
TOLATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,20,20,,
TOMAVE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,4,4,,
TORO TORO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,141,141,,
TOTORA(CBBA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,21,21,,
TOTORA(ORR),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,15,15,,
TRINIDAD,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,346,346,,
TURCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,8,8,,
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,120,120,,
URUBICHA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,3,3,,
UYUNI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,1,1,,
VACAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,15,15,,
VALLEGRANDE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,28,28,,
VILLA RIVERO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,53,53,,
VILLA TUNARI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,309,309,,
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,184,184,,
VILLAZON,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,4,4,,
VINTO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,5,5,,
WARNES,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,274,274,,
YACUIBA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,35,35,,
YAMPARAEZ,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,60,60,,
YOCALLA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,4,4,,
YOTALA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,197,197,,
YUNCHARA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,75,75,,
ZUDAÑEZ,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-02-01,68,68,,
ACACIO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,123,123,,
ACHOCALLA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,3,3,,
AIQUILE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,19,19,,
ANDAMARCA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,3,3,,
ANZALDO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,95,95,,
ARAMPAMPA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,88,88,,
ARANI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,32,32,,
ARBIETO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,73,73,,
ARQUE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,74,74,,
ATOCHA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,6,6,,
AYATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,52,52,,
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,153,153,,
BATALLAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,14,14,,
BAURES,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,1,1,,
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,3,3,,
BELLA FLOR,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,32,32,,
BERMEJO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,54,54,,
BETANZOS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,259,259,,
BOLPEBRA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,1,1,,
BOYUIBE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,16,16,,
BUENA VISTA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,16,16,,
CABEZAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,7,7,,
CAIROMA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,44,44,,
CAJUATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,33,33,,
CALAMARCA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,7,7,,
CAMARGO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,102,102,,
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,20,20,,
CAMIRI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,166,166,,
CARACOLLO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,20,20,,
CARANAVI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,82,82,,
CARANGAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,8,8,,
CARAPARI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,3,3,,
CARIPUYO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,1,1,,
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,34,34,,
CHALLAPATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,25,25,,
CHARAGUA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,14,14,,
COBIJA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,29,29,,
COCHABAMBA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,1241,1241,,
COLCAPIRHUA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,118,118,,
COLOMI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,81,81,,
COLPA BELGICA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,3,3,,
COLQUIRI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,4,4,,
COMARAPA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,1,1,,
CONCEPCION,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,1,1,,
COPACABANA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,15,15,,
CORIPATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,1,1,,
CORQUE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,7,7,,
COTAGAITA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-03-01,30,30,,
