municipality,group,variable,month,Control del niño menor de 1 año NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
ANCORAIMES,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,24,24,,
ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,3,3,,
ANTEQUERA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,3,3,,
ANZALDO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,13,13,,
APOLO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,49,49,,
ARAMPAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,12,12,,
ARANI,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,5,5,,
ARBIETO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,19,19,,
ARQUE,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,12,12,,
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,58,58,,
ATOCHA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,33,33,,
AUCAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,2,2,,
AYATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,17,17,,
AYO AYO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,15,15,,
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,43,43,,
AZURDUY,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,15,15,,
BATALLAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,26,26,,
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,3,3,,
BELEN DE URMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,1,1,,
BELLA FLOR,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,2,2,,
BERMEJO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,117,117,,
BETANZOS,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,50,50,,
BOLIVAR,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,16,16,,
BOLPEBRA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,6,6,,
BUENA VISTA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,54,54,,
CABEZAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,28,28,,
CAIROMA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,20,20,,
"CAIZA ""D""",control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,20,20,,
CAJUATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,14,14,,
CALACOTO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,9,9,,
CALAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,14,14,,
CAMARGO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,37,37,,
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,1,1,,
CAMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,92,92,,
CAPINOTA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,464,464,,
CAQUIAVIRI,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,10,10,,
CARACOLLO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,29,29,,
CARANAVI,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,106,106,,
CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,5,5,,
CARAPARI,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,9,9,,
CARIPUYO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,18,18,,
CATACORA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,1,1,,
CHALLAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,55,55,,
CHAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,3,3,,
CHARAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,45,45,,
CHAYANTA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,34,34,,
CHIMORE,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,13,13,,
CHIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,7,7,,
CHOQUE COTA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,1,1,,
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,49,49,,
CHUMA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,14,14,,
CLIZA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,34,34,,
COBIJA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,78,78,,
COCHABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,2229,2229,,
COLCAPIRHUA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,238,238,,
"COLCHA ""K""",control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,16,16,,
COLLANA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,2,2,,
COLOMI,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,134,134,,
COLPA BELGICA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,11,11,,
COLQUECHACA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,41,41,,
COLQUENCHA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,11,11,,
COLQUIRI,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,36,36,,
COMANCHE,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,4,4,,
COMARAPA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,32,32,,
COMBAYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,1,1,,
COPACABANA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,21,21,,
CORIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,27,27,,
CORO CORO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,13,13,,
COROICO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,19,19,,
CORQUE,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,12,12,,
COTAGAITA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,43,43,,
COTOCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,84,84,,
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,10,10,,
CUEVO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,3,3,,
CULPINA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,33,33,,
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,11,11,,
CURVA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,3,3,,
EL ALTO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,2421,2421,,
EL CHORO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,17,17,,
EL PUENTE(STC),control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,31,31,,
EL PUENTE(TJA),control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,4,4,,
EL TORNO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,49,49,,
ENTRE RIOS,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,180,180,,
ENTRE RIOS,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,33,33,,
EUCALIPTUS,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,7,7,,
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,4,4,,
EXALTACION,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,2,2,,
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,12,12,,
FILADELFIA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,4,4,,
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,46,46,,
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,10,10,,
GUANAY,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,34,34,,
GUAYARAMERIN,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,198,198,,
GUTIERREZ,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,26,26,,
HUACARETA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,9,9,,
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,2,2,,
HUANUNI,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,21,21,,
HUARACAJE,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,2,2,,
HUAYLLAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,4,4,,
ICHOCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,7,7,,
ICLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,14,14,,
INCAHUASI,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,37,37,,
INGAVI (HUMAITA),control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,2,2,,
INQUISIVI,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,15,15,,
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,15,15,,
IXIAMAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,10,10,,
LA ASUNTA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,44,44,,
LA GUARDIA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,111,111,,
LA PAZ,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,1664,1664,,
LA RIVERA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,1,1,,
LAGUNILLAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,14,14,,
LAS CARRERAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,6,6,,
LICOMA PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,7,7,,
LLALLAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,66,66,,
LLICA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,7,7,,
LORETO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,20,20,,
LURIBAY,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,13,13,,
MACHACAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,1,1,,
MACHARETI,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,12,12,,
MAGDALENA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,16,16,,
MAIRANA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,9,9,,
MALLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,3,3,,
MAPIRI,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,11,11,,
MECAPACA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,17,17,,
MINEROS,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,106,106,,
MIZQUE,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,24,24,,
MOCOMOCO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,12,12,,
MOJOCOYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,47,47,,
MONTEAGUDO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,33,33,,
MONTERO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,279,279,,
MORO MORO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,6,6,,
MOROCHATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,118,118,,
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,11,11,,
OCURI,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,33,33,,
OKINAWA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,9,9,,
OMEREQUE,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,13,13,,
ORURO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,751,751,,
PADCAYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,42,42,,
PADILLA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,26,26,,
PAILON,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,26,26,,
PALCA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,19,19,,
PALOS BLANCOS,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,17,17,,
PAMPA AULLAGAS,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,1,1,,
PAMPA GRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,8,8,,
PAPEL PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,8,8,,
PASORAPA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,6,6,,
PATACAMAYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,229,229,,
PAZÑA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,4,4,,
PELECHUCO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,9,9,,
POCOATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,25,25,,
POCONA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,17,17,,
POJO (CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,21,21,,
POOPO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,6,6,,
PORCO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,31,31,,
POROMA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,37,37,,
PORONGO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,26,26,,
PORTACHUELO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,22,22,,
PORVENIR,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,13,13,,
POSTRER VALLE,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,1,1,,
POTOSI,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,96,96,,
PRESTO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,72,72,,
PUCARA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,1,1,,
PUCARANI,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,36,36,,
PUERTO ACOSTA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,37,37,,
PUERTO CARABUCO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,62,62,,
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,13,13,,
PUERTO PEREZ,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,22,22,,
PUERTO RICO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,75,75,,
PUERTO SILES,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,4,4,,
PUERTO VILLARROEL,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,103,103,,
PUNA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,78,78,,
PUNATA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,268,268,,
QUIABAYA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,1,1,,
QUILLACOLLO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,354,354,,
QUIME,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,9,9,,
RAVELO,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,41,41,,
REYES,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,12,12,,
RIBERALTA,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,309,309,,
ROBORE,control de crecimiento infantil,control del nino menor de 1 ano,2007-12-01,32,32,,
