municipality,group,variable,month,Control del niño de 1 año a menor de 2 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
REYES,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,72,72,,
RIBERALTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,239,239,,
RURRENABAQUE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,17,17,,
SABAYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,10,10,,
SACABA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,31,31,,
SACABAMBA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,15,15,,
SACACA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,197,197,,
SAN ANDRES,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,71,71,,
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,12,12,,
SAN BORJA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,107,107,,
SAN IGNACIO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,201,201,,
SAN JAVIER(BNI),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,10,10,,
SAN JAVIER(STC),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,41,41,,
SAN JOAQUIN,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,13,13,,
SAN JULIAN,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,287,287,,
SAN LORENZO(TJA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,28,28,,
SAN LUCAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,90,90,,
SAN MATIAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,39,39,,
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,1,1,,
SAN RAMON,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,56,56,,
SAN RAMON,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,12,12,,
SANTA ANA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,54,54,,
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,3307,3307,,
SAPAHAQUI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,1,1,,
SENA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,18,18,,
SIPE SIPE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,108,108,,
SORACACHI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,23,23,,
SUCRE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,909,909,,
TACOBAMBA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,24,24,,
TARABUCO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,292,292,,
TARATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,44,44,,
TARIJA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,2,2,,
TINGUIPAYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,68,68,,
TIRAQUE (CBBA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,131,131,,
TOCO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,5,5,,
TOLATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,24,24,,
TOMAVE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,26,26,,
TORO TORO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,77,77,,
TOTORA(CBBA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,86,86,,
TOTORA(ORR),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,8,8,,
TRIGAL,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,7,7,,
TRINIDAD,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,835,835,,
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,142,142,,
URUBICHA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,2,2,,
VACAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,15,15,,
VALLEGRANDE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,8,8,,
VILA VILA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,3,3,,
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,1,1,,
VILLA RIVERO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,31,31,,
VILLA TUNARI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,206,206,,
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,91,91,,
VILLAZON,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,3,3,,
VINTO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,10,10,,
VITICHI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,22,22,,
WARNES,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,12,12,,
YACUIBA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,27,27,,
YAMPARAEZ,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,132,132,,
YOCALLA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,9,9,,
YOTALA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,57,57,,
YUNCHARA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,18,18,,
ZUDAÑEZ,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-02-01,38,38,,
ACACIO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,57,57,,
ACHOCALLA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,9,9,,
AIQUILE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,20,20,,
ALCALA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,1,1,,
ANDAMARCA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,5,5,,
ANZALDO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,66,66,,
ARAMPAMPA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,29,29,,
ARANI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,13,13,,
ARBIETO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,28,28,,
ARQUE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,47,47,,
ATOCHA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,23,23,,
AYATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,37,37,,
AYO AYO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,2,2,,
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,119,119,,
BATALLAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,4,4,,
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,2,2,,
BELLA FLOR,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,10,10,,
BERMEJO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,19,19,,
BETANZOS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,139,139,,
BOLPEBRA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,4,4,,
BOYUIBE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,25,25,,
BUENA VISTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,10,10,,
CABEZAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,22,22,,
CAIROMA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,37,37,,
CAJUATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,50,50,,
CALAMARCA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,3,3,,
CAMARGO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,40,40,,
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,2,2,,
CAMIRI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,234,234,,
CARACOLLO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,7,7,,
CARANAVI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,92,92,,
CARANGAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,1,1,,
CHALLAPATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,7,7,,
CHAQUI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,1,1,,
CHARAGUA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,70,70,,
COBIJA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,109,109,,
COCHABAMBA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,423,423,,
COLCAPIRHUA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,56,56,,
COLOMI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,34,34,,
COLPA BELGICA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,1,1,,
COLQUENCHA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,5,5,,
COMARAPA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,2,2,,
CONCEPCION,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,26,26,,
CORIPATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,8,8,,
CORQUE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,9,9,,
COTAGAITA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,41,41,,
COTOCA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,87,87,,
CUATRO CAÑADAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,225,225,,
CUEVO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,7,7,,
CULPINA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,59,59,,
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,24,24,,
EL ALTO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,815,815,,
EL CHORO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,3,3,,
EL PUENTE(STC),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,108,108,,
EL PUENTE(TJA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,19,19,,
ENTRE RIOS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,32,32,,
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,5,5,,
EXALTACION,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,2,2,,
FILADELFIA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,20,20,,
GUAYARAMERIN,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,131,131,,
HUACARETA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,50,50,,
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,7,7,,
HUACHACALLA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,1,1,,
HUANUNI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,1,1,,
HUAYLLAMARCA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,1,1,,
ICLA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,94,94,,
INCAHUASI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,208,208,,
INQUISIVI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,10,10,,
LA PAZ,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,32,32,,
LA RIVERA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,1,1,,
LAGUNILLAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,5,5,,
LAS CARRERAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,16,16,,
LLALLAGUA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,76,76,,
LORETO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,47,47,,
MACHARETI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,19,19,,
MALLA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,3,3,,
MECAPACA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,18,18,,
MIZQUE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,2,2,,
MOJOCOYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,139,139,,
MONTEAGUDO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,63,63,,
MONTERO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,74,74,,
MOROCHATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,45,45,,
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,4,4,,
ORURO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,108,108,,
PADCAYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,31,31,,
PADILLA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,18,18,,
PALCA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,13,13,,
PASORAPA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,13,13,,
POCONA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,38,38,,
POJO (CBBA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,146,146,,
PORCO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,76,76,,
POROMA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,109,109,,
PORONGO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,34,34,,
PORVENIR,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,24,24,,
POTOSI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,690,690,,
PUERTO ACOSTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,17,17,,
PUERTO CARABUCO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,7,7,,
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,3,3,,
PUERTO PEREZ,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,2,2,,
PUERTO RICO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,15,15,,
PUERTO VILLARROEL,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,5,5,,
PUNATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-03-01,64,64,,
