municipality,group,variable,month,Total N° de perros y gatos con vacuna antirrábica,TOTAL
COLOMI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,118,118
COLQUIRI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,120,120
COTAGAITA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,2,2
EL ALTO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,1022,1022
EL TORNO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,96,96
ESCOMA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,33,33
HUARINA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,10,10
LA PAZ,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,2403,2403
MIZQUE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,56,56
MONTERO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,16,16
NACEBE (SANTA ROSA DEL ABUNA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,47,47
NUEVO MANOA (NUEVA ESPERANZA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,20,20
OCURI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,40,40
OMEREQUE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,78,78
ORURO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,553,553
PADCAYA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,20,20
PAILON,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,225,225
POJO (CBBA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,13,13
PORONGO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,218,218
PORTACHUELO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,3409,3409
PUERTO ACOSTA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,133,133
PUERTO PEREZ,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,2,2
PUERTO VILLARROEL,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,40,40
PUNA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,92,92
PUNATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,368,368
QUIABAYA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,30,30
QUILLACOLLO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,1084,1084
ROBORE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,131,131
SACABA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,953,953
SACABAMBA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,851,851
SACACA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,152,152
SAN AGUSTIN,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,2,2
SAN BENITO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,137,137
SAN CARLOS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,2122,2122
SAN IGNACIO DE VELASCO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,189,189
SAN LUCAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,285,285
SAN PEDRO DE BUENA VISTA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,17,17
SAN PEDRO DE QUEMES,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,6,6
SAN RAFAEL,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,59,59
SANTA CRUZ DE LA SIERRA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,1144,1144
SANTIAGO DE HUATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,22,22
SHINAOTA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,27,27
SUCRE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,10,10
TAPACARI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,5,5
TARATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,142,142
TIPUANI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,10,10
TIQUIPAYA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,670,670
TIRAQUE (CBBA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,51,51
TOCO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,10,10
TOLATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,2387,2387
TORO TORO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,190,190
TOTORA(CBBA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,25,25
TRINIDAD,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,2,2
UNCIA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,237,237
VACAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,10,10
VILA VILA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,47,47
VILLA MONTES,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,6623,6623
VILLA TUNARI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,125,125
VILLAZON,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,12,12
VINTO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,50,50
WARNES,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,12,12
YAPACANI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,2535,2535
ZUDAÑEZ,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-03-01,19,19
AIQUILE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,5483,5483
ANZALDO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,651,651
ARBIETO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,4615,4615
ATOCHA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,12,12
BELEN DE URMIRI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,6,6
BETANZOS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,10,10
BOLIVAR,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,8,8
CAPINOTA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,20,20
CARANAVI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,20,20
CLIZA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,5599,5599
COCHABAMBA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,3623,3623
COLCAPIRHUA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,438,438
COLOMI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,294,294
EL ALTO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,2609,2609
EL PUENTE(TJA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,44,44
IRUPANA (VILLA DE LANZA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,93,93
LA PAZ,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,4807,4807
LAJA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,492,492
MIZQUE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,25,25
MONTERO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,56,56
NUEVO MANOA (NUEVA ESPERANZA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,226,226
OMEREQUE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,14,14
ORURO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,7785,7785
PAILON,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,105,105
POCOATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,142,142
POJO (CBBA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,519,519
PORONGO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,43,43
PORVENIR,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,70,70
PUERTO VILLARROEL,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,40,40
PUNA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,54,54
PUNATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,334,334
QUILLACOLLO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,1458,1458
SACABA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,346,346
SACABAMBA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,220,220
SACACA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,56,56
SAN BENITO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,29,29
SAN BUENA VENTURA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,466,466
SAN CARLOS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,12,12
SAN IGNACIO DE VELASCO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,49,49
SAN MIGUEL DE VELASCO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,2,2
SAN PEDRO(PND),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,130,130
SANTA CRUZ DE LA SIERRA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,1300,1300
SHINAOTA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,23,23
SICAYA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,70,70
SIPE SIPE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,13830,13830
TACOBAMBA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,38,38
TAPACARI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,55,55
TARATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,2677,2677
TIPUANI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,10,10
TIQUIPAYA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,1319,1319
TOCO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,1977,1977
TOLATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,21,21
TOMAVE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,10,10
TORO TORO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,10,10
UNCIA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,30,30
VACAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,14,14
VILLA MONTES,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,382,382
VILLA NUEVA (LOMA ALTA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,40,40
VILLA TUNARI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,50,50
VINTO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,70,70
YAPACANI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-04-01,9460,9460
AIQUILE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-05-01,557,557
ANZALDO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-05-01,664,664
ARBIETO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-05-01,228,228
ATOCHA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-05-01,10,10
BELEN DE URMIRI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-05-01,5,5
BETANZOS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-05-01,10,10
CAMARGO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-05-01,1,1
CARAPARI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-05-01,22,22
CHALLAPATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-05-01,7,7
CLIZA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-05-01,237,237
COCHABAMBA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-05-01,6083,6083
COLCAPIRHUA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-05-01,1447,1447
COLOMI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-05-01,167,167
