,group,variable,month,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,TOTALES,TOTALES,TOTALES
HUANUNI,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,56,258,56,258,314
HUARACAJE,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,3,44,3,44,47
HUAYLLAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,7,55,7,55,62
ICHOCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,19,29,19,29,48
ICLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,9,149,9,149,158
INCAHUASI,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,96,240,96,240,336
INGAVI (HUMAITA),control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,1,17,1,17,18
INQUISIVI,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,49,100,49,100,149
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,29,155,29,155,184
IXIAMAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,17,83,17,83,100
JESUS DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,25,108,25,108,133
LA ASUNTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,105,310,105,310,415
LA GUARDIA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,111,659,111,659,770
LA PAZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,2680,6188,2680,6188,8868
LA RIVERA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,0,2,0,2,2
LAGUNILLAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,7,123,7,123,130
LAJA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,38,124,38,124,162
LAS CARRERAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,11,42,11,42,53
LICOMA PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,2,24,2,24,26
LLALLAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,72,429,72,429,501
LLICA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,5,30,5,30,35
LORETO,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,16,36,16,36,52
LURIBAY,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,15,86,15,86,101
MACHACAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,12,70,12,70,82
MACHARETI,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,16,131,16,131,147
MAGDALENA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,31,122,31,122,153
MAIRANA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,25,115,25,115,140
MALLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,5,19,5,19,24
MAPIRI,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,17,174,17,174,191
MECAPACA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,59,68,59,68,127
MINEROS,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,35,327,35,327,362
MIZQUE,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,80,217,80,217,297
MOCOMOCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,29,70,29,70,99
MOJINETE,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,3,8,3,8,11
MOJOCOYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,15,90,15,90,105
MONTEAGUDO,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,45,357,45,357,402
MONTERO,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,286,949,286,949,1235
MORO MORO,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,2,27,2,27,29
MOROCHATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,172,340,172,340,512
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,4,40,4,40,44
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,0,5,0,5,5
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,2,35,2,35,37
OCURI,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,30,290,30,290,320
OKINAWA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,14,101,14,101,115
OMEREQUE,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,3,41,3,41,44
ORURO,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,1199,2296,1199,2296,3495
PADCAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,82,199,82,199,281
PADILLA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,14,148,14,148,162
PAILON,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,160,213,160,213,373
PALCA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,64,35,64,35,99
PALOS BLANCOS,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,83,297,83,297,380
PAMPA AULLAGAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,9,33,9,33,42
PAMPA GRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,16,57,16,57,73
PAPEL PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,18,19,18,19,37
PASORAPA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,7,43,7,43,50
PATACAMAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,53,131,53,131,184
PAZÑA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,9,32,9,32,41
PELECHUCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,25,77,25,77,102
POCOATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,48,283,48,283,331
POCONA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,16,146,16,146,162
POJO (CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,16,168,16,168,184
POOPO,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,4,69,4,69,73
PORCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,17,139,17,139,156
POROMA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,62,179,62,179,241
PORONGO,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,29,58,29,58,87
PORTACHUELO,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,66,218,66,218,284
PORVENIR,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,12,63,12,63,75
POSTRER VALLE,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,5,25,5,25,30
POTOSI,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,754,1556,754,1556,2310
PRESTO,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,26,133,26,133,159
PUCARA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,3,18,3,18,21
PUCARANI,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,48,231,48,231,279
PUERTO ACOSTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,75,94,75,94,169
PUERTO CARABUCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,21,102,21,102,123
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,11,75,11,75,86
PUERTO PEREZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,6,36,6,36,42
PUERTO QUIJARRO,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,67,151,67,151,218
PUERTO RICO,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,14,101,14,101,115
PUERTO SILES,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,2,23,2,23,25
PUERTO SUAREZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,56,172,56,172,228
PUERTO VILLARROEL,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,386,461,386,461,847
PUNA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,93,394,93,394,487
PUNATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,140,415,140,415,555
QUIABAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,4,24,4,24,28
QUILLACOLLO,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,546,453,546,453,999
QUIME,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,31,89,31,89,120
QUIRUSILLAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,2,18,2,18,20
RAVELO,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,40,243,40,243,283
REYES,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,32,167,32,167,199
RIBERALTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,475,1754,475,1754,2229
ROBORE,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,55,209,55,209,264
RURRENABAQUE,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,25,115,25,115,140
SABAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,4,32,4,32,36
SACABA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,452,1339,452,1339,1791
SACABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,10,33,10,33,43
SACACA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,33,309,33,309,342
SAIPINA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,25,63,25,63,88
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,17,138,17,138,155
SAMAIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,11,99,11,99,110
SAN AGUSTIN,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,2,13,2,13,15
SAN ANDRES,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,29,100,29,100,129
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,2,18,2,18,20
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,11,36,11,36,47
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,5,118,5,118,123
SAN BENITO,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,182,64,182,64,246
SAN BORJA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,132,601,132,601,733
SAN BUENA VENTURA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,33,135,33,135,168
SAN CARLOS,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,45,202,45,202,247
SAN IGNACIO,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,119,207,119,207,326
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,152,942,152,942,1094
SAN JAVIER(BNI),control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,17,15,17,15,32
SAN JAVIER(STC),control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,35,131,35,131,166
SAN JOAQUIN,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,6,50,6,50,56
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,77,139,77,139,216
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,16,140,16,140,156
SAN JULIAN,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,140,258,140,258,398
SAN LORENZO(PND),control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,6,39,6,39,45
SAN LORENZO(TJA),control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,38,233,38,233,271
SAN LUCAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,82,603,82,603,685
SAN MATIAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,45,91,45,91,136
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,35,122,35,122,157
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,7,36,7,36,43
SAN PEDRO,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,41,141,41,141,182
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,56,233,56,233,289
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,6,51,6,51,57
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,1,7,1,7,8
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,15,40,15,40,55
SAN PEDRO(PND),control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,1,4,1,4,5
SAN RAFAEL,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,15,87,15,87,102
SAN RAMON,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,15,90,15,90,105
SAN RAMON,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,7,46,7,46,53
SANTA ANA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,155,202,155,202,357
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,4575,7256,4575,7256,11831
SANTA ROSA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,17,79,17,79,96
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,35,135,35,135,170
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,27,43,27,43,70
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,10,88,10,88,98
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,8,32,8,32,40
SANTIVAÑES,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,6,72,6,72,78
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,8,35,8,35,43
SAPAHAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,25,70,25,70,95
SENA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,10,52,10,52,62
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,36,232,36,232,268
SICAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,4,31,4,31,35
SIPE SIPE,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,134,342,134,342,476
SOPACHUY,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,8,130,8,130,138
SORACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,29,114,29,114,143
SORATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,86,110,86,110,196
SUCRE,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,922,1476,922,1476,2398
TACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,1,7,1,7,8
TACACOMA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,33,45,33,45,78
TACOBAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,29,92,29,92,121
TACOPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,24,120,24,120,144
TAPACARI,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,152,287,152,287,439
TARABUCO,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,31,289,31,289,320
TARACO,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,11,22,11,22,33
TARATA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,67,106,67,106,173
TARIJA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,1026,1564,1026,1564,2590
TARVITA,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,26,225,26,225,251
TEOPONTE,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,28,89,28,89,117
TIAWANACU,control de crecimiento infantil,control del nino menor de 1 ano,2009-04-01,20,115,20,115,135
