,group,variable,month,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,TOTALES,TOTALES,TOTALES
"CAIZA ""D""",control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,11,107,11,107,118
CAJUATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,10,142,10,142,152
CALACOTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,8,42,8,42,50
CALAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,14,82,14,82,96
CAMARGO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,7,205,7,205,212
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,1,55,1,55,56
CAMIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,79,280,79,280,359
CAPINOTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,51,189,51,189,240
CAQUIAVIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,17,78,17,78,95
CARACOLLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,38,118,38,118,156
CARANAVI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,53,495,53,495,548
CARANGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,0,3,0,3,3
CARAPARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,3,212,3,212,215
CARIPUYO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,4,121,4,121,125
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,3,46,3,46,49
CATACORA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,0,9,0,9,9
CHACARILLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,0,5,0,5,5
CHALLAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,27,331,27,331,358
CHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,3,92,3,92,95
CHARAGUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,14,320,14,320,334
CHARAÑA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,3,16,3,16,19
CHAYANTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,25,136,25,136,161
CHIMORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,28,96,28,96,124
CHIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,2,13,2,13,15
CHOQUE COTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,1,18,1,18,19
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,24,60,24,60,84
CHUMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,24,88,24,88,112
CLIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,21,130,21,130,151
COBIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,112,487,112,487,599
COCHABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,1210,1965,1210,1965,3175
COIPASA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,0,5,0,5,5
COLCAPIRHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,172,223,172,223,395
"COLCHA ""K""",control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,0,2,0,2,2
COLLANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,0,22,0,22,22
COLOMI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,45,106,45,106,151
COLPA BELGICA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,3,38,3,38,41
COLQUECHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,26,531,26,531,557
COLQUENCHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,13,82,13,82,95
COLQUIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,35,109,35,109,144
COMANCHE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,4,22,4,22,26
COMARAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,0,133,0,133,133
COMBAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,27,17,27,17,44
CONCEPCION,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,73,107,73,107,180
COPACABANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,41,71,41,71,112
CORIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,43,107,43,107,150
CORO CORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,10,102,10,102,112
COROICO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,28,90,28,90,118
CORQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,9,65,9,65,74
COTAGAITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,32,255,32,255,287
COTOCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,91,201,91,201,292
CUATRO CAÑADAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,61,103,61,103,164
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,9,10,9,10,19
CUEVO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,9,49,9,49,58
CULPINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,31,204,31,204,235
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,12,62,12,62,74
CURVA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,2,21,2,21,23
DESAGUADERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,10,37,10,37,47
EL ALTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,1530,5196,1530,5196,6726
EL CHORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,9,63,9,63,72
EL PUENTE(STC),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,36,94,36,94,130
EL PUENTE(TJA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,2,167,2,167,169
EL TORNO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,102,139,102,139,241
EL VILLAR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,0,66,0,66,66
ENTRE RIOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,95,119,95,119,214
ENTRE RIOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,35,330,35,330,365
ESCARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,1,0,1,0,1
ESMERALDA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,0,2,0,2,2
EUCALIPTUS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,10,91,10,91,101
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,3,23,3,23,26
EXALTACION,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,0,25,0,25,25
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,5,79,5,79,84
FILADELFIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,8,27,8,27,35
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,11,143,11,143,154
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,19,93,19,93,112
GUANAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,12,113,12,113,125
GUAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,15,25,15,25,40
GUAYARAMERIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,9,385,9,385,394
GUTIERREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,9,275,9,275,284
HUACARETA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,15,117,15,117,132
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,0,29,0,29,29
HUACHACALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,1,9,1,9,10
HUANUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,27,125,27,125,152
HUARACAJE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,1,34,1,34,35
HUAYLLAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,5,48,5,48,53
ICHOCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,3,43,3,43,46
ICLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,0,155,0,155,155
INCAHUASI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,96,228,96,228,324
INGAVI (HUMAITA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,3,15,3,15,18
INQUISIVI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,20,103,20,103,123
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,18,111,18,111,129
IXIAMAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,12,36,12,36,48
JESUS DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,29,78,29,78,107
LA ASUNTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,39,171,39,171,210
LA GUARDIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,44,342,44,342,386
LA PAZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,1412,3339,1412,3339,4751
LA RIVERA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,0,3,0,3,3
LAGUNILLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,7,110,7,110,117
LAJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,9,105,9,105,114
LAS CARRERAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,2,44,2,44,46
LICOMA PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,4,27,4,27,31
LLALLAGUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,40,394,40,394,434
LLICA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,1,27,1,27,28
LORETO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,11,26,11,26,37
LURIBAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,11,63,11,63,74
MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,8,61,8,61,69
MACHARETI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,9,103,9,103,112
MAGDALENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,20,50,20,50,70
MAIRANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,9,63,9,63,72
MALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,5,32,5,32,37
MAPIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,8,122,8,122,130
MECAPACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,20,38,20,38,58
MINEROS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,10,243,10,243,253
MIZQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,91,201,91,201,292
MOCOMOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,15,60,15,60,75
MOJINETE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,0,4,0,4,4
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,1,92,1,92,93
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,21,406,21,406,427
MONTERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,76,679,76,679,755
MORO MORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,5,35,5,35,40
MOROCHATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,132,283,132,283,415
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,0,42,0,42,42
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,0,2,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,2,25,2,25,27
OCURI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,7,374,7,374,381
OKINAWA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,2,92,2,92,94
OMEREQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,12,27,12,27,39
ORURO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,494,1706,494,1706,2200
PADCAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,57,309,57,309,366
PADILLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,6,150,6,150,156
PAILON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,41,178,41,178,219
PALCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,50,20,50,20,70
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,4,247,4,247,251
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,11,18,11,18,29
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,5,27,5,27,32
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,8,8,8,8,16
PASORAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,1,28,1,28,29
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,11,107,11,107,118
PAZÑA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,5,46,5,46,51
PELECHUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,12,78,12,78,90
POCOATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,50,321,50,321,371
POCONA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,22,133,22,133,155
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,22,204,22,204,226
POOPO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,5,68,5,68,73
PORCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,7,132,7,132,139
POROMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,52,228,52,228,280
PORONGO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,23,22,23,22,45
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,0,238,0,238,238
PORVENIR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,14,67,14,67,81
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,4,20,4,20,24
POTOSI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,170,910,170,910,1080
PRESTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,13,172,13,172,185
PUCARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,7,24,7,24,31
PUCARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-04-01,46,102,46,102,148
