,group,variable,month,TOTAL 6.3 CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,TOTAL 6.3 CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,TOTAL 6.3 CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,TOTAL 6.3 CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
COLQUENCHA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,0,3,40,35,40,38,78
COLQUIRI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,7,2,42,50,49,52,101
COMANCHE,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,2,0,10,17,12,17,29
COMARAPA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,13,12,98,72,111,84,195
COMBAYA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,2,1,28,26,30,27,57
CONCEPCION,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,26,22,66,66,92,88,180
COPACABANA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,6,2,65,46,71,48,119
CORIPATA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,10,7,69,63,79,70,149
CORO CORO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,2,4,26,25,28,29,57
COROICO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,1,1,56,65,57,66,123
CORQUE,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,4,4,61,52,65,56,121
COTAGAITA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,11,10,150,123,161,133,294
COTOCA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,42,40,110,126,152,166,318
CRUZ DE MACHACAMARCA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,0,0,6,5,6,5,11
CUATRO CAÑADAS,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,48,54,99,122,147,176,323
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,1,2,10,6,11,8,19
CULPINA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,9,5,174,234,183,239,422
CURAHUARA DE CARANGAS,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,4,6,28,25,32,31,63
CURVA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,2,2,27,41,29,43,72
DESAGUADERO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,4,3,13,8,17,11,28
EL ALTO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,628,535,3403,3267,4031,3802,7833
EL CHORO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,4,0,55,54,59,54,113
EL PUENTE(STC),control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,23,14,47,58,70,72,142
EL PUENTE(TJA),control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,15,23,106,81,121,104,225
EL TORNO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,27,30,272,263,299,293,592
EL VILLAR,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,3,1,70,55,73,56,129
ENTRE RIOS TRJ,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,11,12,113,125,124,137,261
ENTRE RIOS CBBA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,43,32,210,194,253,226,479
ESCARA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,3,0,0,0,3,0,3
ESCOMA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,3,2,26,25,29,27,56
ESMERALDA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,0,0,3,5,3,5,8
EUCALIPTUS,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,0,3,56,58,56,61,117
EUREKA (SANTOS MERCADO),control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,2,2,16,15,18,17,35
EXALTACION,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,0,0,7,9,7,9,16
FERNANDEZ ALONSO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,15,12,68,85,83,97,180
FILADELFIA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,6,5,31,31,37,36,73
GENERAL SAAVEDRA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,10,11,71,56,81,67,148
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,10,11,21,31,31,42,73
GUANAY,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,6,7,105,108,111,115,226
GUAQUI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,4,7,26,27,30,34,64
GUAYARAMERIN,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,8,9,137,157,145,166,311
GUTIERREZ,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,36,37,110,109,146,146,292
HUACARETA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,6,11,96,70,102,81,183
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,0,4,64,53,64,57,121
HUANUNI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,10,13,130,117,140,130,270
HUARACAJE,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,0,0,22,21,22,21,43
HUARINA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,1,1,25,15,26,16,42
HUATAJATA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,11,6,12,20,23,26,49
HUAYLLAMARCA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,2,1,34,25,36,26,62
HUMANATA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,1,1,16,18,17,19,36
ICHOCA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,9,7,40,35,49,42,91
ICLA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,2,4,167,179,169,183,352
INCAHUASI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,21,22,146,155,167,177,344
INGAVI (HUMAITA),control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,0,1,31,18,31,19,50
INQUISIVI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,1,4,61,51,62,55,117
IRUPANA (VILLA DE LANZA),control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,10,9,91,100,101,109,210
IXIAMAS,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,2,2,91,67,93,69,162
JESUS DE MACHACA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,10,8,55,74,65,82,147
LA ASUNTA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,19,13,157,113,176,126,302
LA GUARDIA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,39,55,221,184,260,239,499
LA PAZ,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,603,547,1547,1437,2150,1984,4134
LA RIVERA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,0,0,0,1,0,1,1
LAGUNILLAS,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,1,5,86,87,87,92,179
LAJA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,6,7,82,66,88,73,161
LAS CARRERAS,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,7,4,48,43,55,47,102
LICOMA PAMPA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,2,0,9,13,11,13,24
LLALLAGUA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,76,71,125,100,201,171,372
LLICA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,3,2,14,15,17,17,34
LORETO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,8,3,66,53,74,56,130
LURIBAY,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,0,2,30,31,30,33,63
MACHACAMARCA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,3,4,40,38,43,42,85
MACHARETI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,10,11,90,70,100,81,181
MAGDALENA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,7,1,38,47,45,48,93
MAIRANA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,1,1,50,52,51,53,104
MALLA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,1,0,22,24,23,24,47
MAPIRI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,21,24,77,84,98,108,206
MECAPACA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,17,19,50,40,67,59,126
MINEROS,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,14,24,110,123,124,147,271
MIZQUE,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,20,23,177,143,197,166,363
MOCOMOCO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,4,8,62,60,66,68,134
MOJINETE,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,1,0,3,7,4,7,11
MOJOCOYA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,9,10,131,98,140,108,248
MONTEAGUDO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,32,38,172,149,204,187,391
MONTERO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,59,68,388,351,447,419,866
MORO MORO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,0,2,25,18,25,20,45
MOROCHATA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,7,6,152,127,159,133,292
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,4,1,24,20,28,21,49
NAZACARA DE PACAJES,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,0,0,13,7,13,7,20
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,0,0,22,23,22,23,45
OCURI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,12,14,98,83,110,97,207
OKINAWA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,11,10,69,88,80,98,178
OMEREQUE,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,11,10,57,69,68,79,147
ORURO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,861,838,1122,1124,1983,1962,3945
PADCAYA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,9,7,121,128,130,135,265
PADILLA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,6,5,169,200,175,205,380
PAILON,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,1,1,49,39,50,40,90
PALCA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,4,0,60,55,64,55,119
PALOS BLANCOS,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,10,7,194,191,204,198,402
PAMPA AULLAGAS,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,2,0,25,22,27,22,49
PAMPA GRANDE,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,6,11,39,34,45,45,90
PAPEL PAMPA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,1,3,59,41,60,44,104
PASORAPA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,1,0,23,19,24,19,43
PATACAMAYA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,0,40,15,56,15,96,111
PAZÑA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,6,4,98,103,104,107,211
PELECHUCO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,4,2,49,48,53,50,103
POCOATA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,44,30,211,226,255,256,511
POCONA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,8,12,72,77,80,89,169
POJO (CBBA),control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,16,16,83,78,99,94,193
POOPO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,8,6,24,19,32,25,57
PORCO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,17,20,47,39,64,59,123
POROMA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,5,10,178,194,183,204,387
PORONGO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,5,11,40,31,45,42,87
PORTACHUELO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,97,96,128,130,225,226,451
PORVENIR,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,10,2,46,66,56,68,124
POSTRER VALLE,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,2,3,7,12,9,15,24
POTOSI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,283,280,508,508,791,788,1579
PRESTO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,4,7,109,127,113,134,247
PUCARA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,0,1,35,20,35,21,56
PUCARANI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,15,15,117,119,132,134,266
PUERTO ACOSTA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,6,4,53,60,59,64,123
PUERTO CARABUCO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,5,3,80,71,85,74,159
PUERTO GONZALO MORENO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,1,6,80,97,81,103,184
PUERTO PEREZ,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,3,2,49,42,52,44,96
PUERTO QUIJARRO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,2,0,65,63,67,63,130
PUERTO RICO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,3,4,17,19,20,23,43
PUERTO SILES,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,0,0,6,2,6,2,8
PUERTO SUAREZ,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,3,1,38,25,41,26,67
PUERTO VILLARROEL,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,110,62,346,292,456,354,810
PUNA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,12,9,147,133,159,142,301
PUNATA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,26,21,145,164,171,185,356
QUIABAYA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,2,3,16,18,18,21,39
QUILLACOLLO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,449,367,622,555,1071,922,1993
QUIME,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,4,7,38,26,42,33,75
QUIRUSILLAS,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,0,2,9,13,9,15,24
RAVELO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,10,9,203,180,213,189,402
REYES,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,9,3,72,70,81,73,154
RIBERALTA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,129,102,462,408,591,510,1101
ROBORE,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,1,1,33,48,34,49,83
RURRENABAQUE,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,1,1,56,78,57,79,136
SABAYA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,7,5,53,59,60,64,124
SACABA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,110,77,570,575,680,652,1332
SACABAMBA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,4,3,14,9,18,12,30
SACACA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,23,14,148,154,171,168,339
SAIPINA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,0,0,20,19,20,19,39
SALINAS DE GARCI MENDOZA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-12-01,7,8,173,147,180,155,335
