municipality,group,variable,month,Total 11.1 Vaginales,TOTAL
LICOMA PAMPA,atencion de partos en servicios,vaginales,2014-05-01,2,2
LLALLAGUA,atencion de partos en servicios,vaginales,2014-05-01,59,59
LLICA,atencion de partos en servicios,vaginales,2014-05-01,3,3
LORETO,atencion de partos en servicios,vaginales,2014-05-01,4,4
MACHACAMARCA,atencion de partos en servicios,vaginales,2014-05-01,2,2
MACHARETI,atencion de partos en servicios,vaginales,2014-05-01,7,7
MAGDALENA,atencion de partos en servicios,vaginales,2014-05-01,20,20
MAIRANA,atencion de partos en servicios,vaginales,2014-05-01,9,9
MAPIRI,atencion de partos en servicios,vaginales,2014-05-01,27,27
MECAPACA,atencion de partos en servicios,vaginales,2014-05-01,2,2
MINEROS,atencion de partos en servicios,vaginales,2014-05-01,17,17
MIZQUE,atencion de partos en servicios,vaginales,2014-05-01,25,25
MOCOMOCO,atencion de partos en servicios,vaginales,2014-05-01,2,2
MOJINETE,atencion de partos en servicios,vaginales,2014-05-01,1,1
MOJOCOYA,atencion de partos en servicios,vaginales,2014-05-01,5,5
MONTEAGUDO,atencion de partos en servicios,vaginales,2014-05-01,24,24
MONTERO,atencion de partos en servicios,vaginales,2014-05-01,137,137
MORO MORO,atencion de partos en servicios,vaginales,2014-05-01,1,1
MOROCHATA,atencion de partos en servicios,vaginales,2014-05-01,8,8
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,vaginales,2014-05-01,3,3
OCURI,atencion de partos en servicios,vaginales,2014-05-01,6,6
OKINAWA,atencion de partos en servicios,vaginales,2014-05-01,14,14
OMEREQUE,atencion de partos en servicios,vaginales,2014-05-01,7,7
ORURO,atencion de partos en servicios,vaginales,2014-05-01,366,366
PADCAYA,atencion de partos en servicios,vaginales,2014-05-01,4,4
PADILLA,atencion de partos en servicios,vaginales,2014-05-01,10,10
PAILON,atencion de partos en servicios,vaginales,2014-05-01,31,31
PALCA,atencion de partos en servicios,vaginales,2014-05-01,3,3
PALOS BLANCOS,atencion de partos en servicios,vaginales,2014-05-01,27,27
PAMPA AULLAGAS,atencion de partos en servicios,vaginales,2014-05-01,3,3
PAMPA GRANDE,atencion de partos en servicios,vaginales,2014-05-01,5,5
PAPEL PAMPA,atencion de partos en servicios,vaginales,2014-05-01,3,3
PASORAPA,atencion de partos en servicios,vaginales,2014-05-01,3,3
PATACAMAYA,atencion de partos en servicios,vaginales,2014-05-01,28,28
PAZÑA,atencion de partos en servicios,vaginales,2014-05-01,3,3
PELECHUCO,atencion de partos en servicios,vaginales,2014-05-01,3,3
POCOATA,atencion de partos en servicios,vaginales,2014-05-01,8,8
POCONA,atencion de partos en servicios,vaginales,2014-05-01,13,13
POJO (CBBA),atencion de partos en servicios,vaginales,2014-05-01,15,15
POOPO,atencion de partos en servicios,vaginales,2014-05-01,3,3
PORCO,atencion de partos en servicios,vaginales,2014-05-01,12,12
POROMA,atencion de partos en servicios,vaginales,2014-05-01,8,8
PORONGO,atencion de partos en servicios,vaginales,2014-05-01,6,6
PORTACHUELO,atencion de partos en servicios,vaginales,2014-05-01,28,28
PORVENIR,atencion de partos en servicios,vaginales,2014-05-01,6,6
POSTRER VALLE,atencion de partos en servicios,vaginales,2014-05-01,1,1
POTOSI,atencion de partos en servicios,vaginales,2014-05-01,335,335
PRESTO,atencion de partos en servicios,vaginales,2014-05-01,9,9
PUCARANI,atencion de partos en servicios,vaginales,2014-05-01,12,12
PUERTO ACOSTA,atencion de partos en servicios,vaginales,2014-05-01,5,5
PUERTO CARABUCO,atencion de partos en servicios,vaginales,2014-05-01,1,1
PUERTO GONZALO MORENO,atencion de partos en servicios,vaginales,2014-05-01,1,1
PUERTO PEREZ,atencion de partos en servicios,vaginales,2014-05-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,vaginales,2014-05-01,30,30
PUERTO RICO,atencion de partos en servicios,vaginales,2014-05-01,8,8
PUERTO SUAREZ,atencion de partos en servicios,vaginales,2014-05-01,32,32
PUERTO VILLARROEL,atencion de partos en servicios,vaginales,2014-05-01,95,95
PUNA,atencion de partos en servicios,vaginales,2014-05-01,20,20
PUNATA,atencion de partos en servicios,vaginales,2014-05-01,41,41
QUIABAYA,atencion de partos en servicios,vaginales,2014-05-01,3,3
QUILLACOLLO,atencion de partos en servicios,vaginales,2014-05-01,138,138
QUIME,atencion de partos en servicios,vaginales,2014-05-01,4,4
RAVELO,atencion de partos en servicios,vaginales,2014-05-01,8,8
REYES,atencion de partos en servicios,vaginales,2014-05-01,14,14
RIBERALTA,atencion de partos en servicios,vaginales,2014-05-01,230,230
ROBORE,atencion de partos en servicios,vaginales,2014-05-01,21,21
RURRENABAQUE,atencion de partos en servicios,vaginales,2014-05-01,32,32
SACABA,atencion de partos en servicios,vaginales,2014-05-01,154,154
SACABAMBA,atencion de partos en servicios,vaginales,2014-05-01,2,2
SACACA,atencion de partos en servicios,vaginales,2014-05-01,7,7
SAIPINA,atencion de partos en servicios,vaginales,2014-05-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,vaginales,2014-05-01,6,6
SAMAIPATA,atencion de partos en servicios,vaginales,2014-05-01,4,4
SAN AGUSTIN,atencion de partos en servicios,vaginales,2014-05-01,1,1
SAN ANDRES,atencion de partos en servicios,vaginales,2014-05-01,6,6
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,vaginales,2014-05-01,3,3
SAN BENITO,atencion de partos en servicios,vaginales,2014-05-01,3,3
SAN BORJA,atencion de partos en servicios,vaginales,2014-05-01,60,60
SAN BUENA VENTURA,atencion de partos en servicios,vaginales,2014-05-01,14,14
SAN CARLOS,atencion de partos en servicios,vaginales,2014-05-01,42,42
SAN IGNACIO,atencion de partos en servicios,vaginales,2014-05-01,27,27
SAN IGNACIO DE VELASCO,atencion de partos en servicios,vaginales,2014-05-01,77,77
SAN JAVIER(BNI),atencion de partos en servicios,vaginales,2014-05-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,vaginales,2014-05-01,33,33
SAN JOAQUIN,atencion de partos en servicios,vaginales,2014-05-01,8,8
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,vaginales,2014-05-01,29,29
SAN JULIAN,atencion de partos en servicios,vaginales,2014-05-01,62,62
SAN LORENZO(PND),atencion de partos en servicios,vaginales,2014-05-01,1,1
SAN LORENZO(TJA),atencion de partos en servicios,vaginales,2014-05-01,9,9
SAN LUCAS,atencion de partos en servicios,vaginales,2014-05-01,26,26
SAN MATIAS,atencion de partos en servicios,vaginales,2014-05-01,9,9
SAN MIGUEL DE VELASCO,atencion de partos en servicios,vaginales,2014-05-01,14,14
SAN PEDRO,atencion de partos en servicios,vaginales,2014-05-01,7,7
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,vaginales,2014-05-01,20,20
SAN PEDRO DE TIQUINA,atencion de partos en servicios,vaginales,2014-05-01,1,1
SAN RAFAEL,atencion de partos en servicios,vaginales,2014-05-01,6,6
SAN RAMON BENI,atencion de partos en servicios,vaginales,2014-05-01,10,10
SAN RAMON SCZ,atencion de partos en servicios,vaginales,2014-05-01,7,7
SANTA ANA,atencion de partos en servicios,vaginales,2014-05-01,31,31
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,vaginales,2014-05-01,1667,1667
SANTA ROSA,atencion de partos en servicios,vaginales,2014-05-01,25,25
SANTA ROSA DEL SARA,atencion de partos en servicios,vaginales,2014-05-01,16,16
SANTIAGO DE CALLAPA,atencion de partos en servicios,vaginales,2014-05-01,4,4
SANTIAGO DE HUARI,atencion de partos en servicios,vaginales,2014-05-01,6,6
SANTIAGO DE HUATA,atencion de partos en servicios,vaginales,2014-05-01,2,2
SANTIAGO DE MACHACA,atencion de partos en servicios,vaginales,2014-05-01,2,2
SANTIVAÑES,atencion de partos en servicios,vaginales,2014-05-01,7,7
SAPAHAQUI,atencion de partos en servicios,vaginales,2014-05-01,2,2
SENA,atencion de partos en servicios,vaginales,2014-05-01,11,11
SHINAOTA,atencion de partos en servicios,vaginales,2014-05-01,38,38
SICA SICA (VILLA AROMA),atencion de partos en servicios,vaginales,2014-05-01,10,10
SICAYA,atencion de partos en servicios,vaginales,2014-05-01,2,2
SIPE SIPE,atencion de partos en servicios,vaginales,2014-05-01,54,54
SOPACHUY,atencion de partos en servicios,vaginales,2014-05-01,6,6
SORACACHI,atencion de partos en servicios,vaginales,2014-05-01,3,3
SORATA,atencion de partos en servicios,vaginales,2014-05-01,8,8
SUCRE,atencion de partos en servicios,vaginales,2014-05-01,347,347
TACACOMA,atencion de partos en servicios,vaginales,2014-05-01,4,4
TACOBAMBA,atencion de partos en servicios,vaginales,2014-05-01,2,2
TACOPAYA,atencion de partos en servicios,vaginales,2014-05-01,3,3
TAPACARI,atencion de partos en servicios,vaginales,2014-05-01,2,2
TARABUCO,atencion de partos en servicios,vaginales,2014-05-01,12,12
TARACO,atencion de partos en servicios,vaginales,2014-05-01,1,1
TARATA,atencion de partos en servicios,vaginales,2014-05-01,18,18
TARIJA,atencion de partos en servicios,vaginales,2014-05-01,265,265
TARVITA,atencion de partos en servicios,vaginales,2014-05-01,15,15
TEOPONTE,atencion de partos en servicios,vaginales,2014-05-01,8,8
TIAWANACU,atencion de partos en servicios,vaginales,2014-05-01,8,8
TINGUIPAYA,atencion de partos en servicios,vaginales,2014-05-01,1,1
TIPUANI,atencion de partos en servicios,vaginales,2014-05-01,15,15
TIQUIPAYA,atencion de partos en servicios,vaginales,2014-05-01,74,74
TIRAQUE (CBBA),atencion de partos en servicios,vaginales,2014-05-01,19,19
TOCO,atencion de partos en servicios,vaginales,2014-05-01,4,4
TOLATA,atencion de partos en servicios,vaginales,2014-05-01,5,5
TOLEDO,atencion de partos en servicios,vaginales,2014-05-01,2,2
TOMAVE,atencion de partos en servicios,vaginales,2014-05-01,11,11
TOMINA,atencion de partos en servicios,vaginales,2014-05-01,9,9
TORO TORO,atencion de partos en servicios,vaginales,2014-05-01,7,7
TOTORA(CBBA),atencion de partos en servicios,vaginales,2014-05-01,14,14
TOTORA(ORR),atencion de partos en servicios,vaginales,2014-05-01,1,1
TRINIDAD,atencion de partos en servicios,vaginales,2014-05-01,207,207
TUPIZA,atencion de partos en servicios,vaginales,2014-05-01,49,49
UMALA,atencion de partos en servicios,vaginales,2014-05-01,1,1
UNCIA,atencion de partos en servicios,vaginales,2014-05-01,23,23
URIONDO (A. CONCEPCION),atencion de partos en servicios,vaginales,2014-05-01,11,11
URUBICHA,atencion de partos en servicios,vaginales,2014-05-01,7,7
UYUNI,atencion de partos en servicios,vaginales,2014-05-01,39,39
VACAS,atencion de partos en servicios,vaginales,2014-05-01,5,5
VALLEGRANDE,atencion de partos en servicios,vaginales,2014-05-01,16,16
VIACHA,atencion de partos en servicios,vaginales,2014-05-01,55,55
VILA VILA,atencion de partos en servicios,vaginales,2014-05-01,2,2
VILLA CHARCAS,atencion de partos en servicios,vaginales,2014-05-01,13,13
VILLA MONTES,atencion de partos en servicios,vaginales,2014-05-01,65,65
VILLA RIVERO,atencion de partos en servicios,vaginales,2014-05-01,8,8
VILLA SERRANO,atencion de partos en servicios,vaginales,2014-05-01,5,5
VILLA TUNARI,atencion de partos en servicios,vaginales,2014-05-01,106,106
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,vaginales,2014-05-01,11,11
VILLAZON,atencion de partos en servicios,vaginales,2014-05-01,43,43
VINTO,atencion de partos en servicios,vaginales,2014-05-01,63,63
VITICHI,atencion de partos en servicios,vaginales,2014-05-01,6,6
WARNES,atencion de partos en servicios,vaginales,2014-05-01,110,110
YACO,atencion de partos en servicios,vaginales,2014-05-01,1,1
YACUIBA,atencion de partos en servicios,vaginales,2014-05-01,119,119
YAMPARAEZ,atencion de partos en servicios,vaginales,2014-05-01,7,7
YANACACHI,atencion de partos en servicios,vaginales,2014-05-01,3,3
YAPACANI,atencion de partos en servicios,vaginales,2014-05-01,66,66
YOCALLA,atencion de partos en servicios,vaginales,2014-05-01,2,2
YOTALA,atencion de partos en servicios,vaginales,2014-05-01,11,11
YUNCHARA,atencion de partos en servicios,vaginales,2014-05-01,2,2
ZUDAÑEZ,atencion de partos en servicios,vaginales,2014-05-01,6,6
ACACIO,atencion de partos en servicios,vaginales,2014-06-01,4,4
ACHACACHI,atencion de partos en servicios,vaginales,2014-06-01,26,26
ACHOCALLA,atencion de partos en servicios,vaginales,2014-06-01,5,5
AIQUILE,atencion de partos en servicios,vaginales,2014-06-01,18,18
ALALAY,atencion de partos en servicios,vaginales,2014-06-01,3,3
ALCALA,atencion de partos en servicios,vaginales,2014-06-01,5,5
ALTO BENI,atencion de partos en servicios,vaginales,2014-06-01,12,12
ANCORAIMES,atencion de partos en servicios,vaginales,2014-06-01,1,1
ANDAMARCA,atencion de partos en servicios,vaginales,2014-06-01,1,1
ANTEQUERA,atencion de partos en servicios,vaginales,2014-06-01,1,1
APOLO,atencion de partos en servicios,vaginales,2014-06-01,15,15
ARAMPAMPA,atencion de partos en servicios,vaginales,2014-06-01,2,2
ARANI,atencion de partos en servicios,vaginales,2014-06-01,6,6
ARBIETO,atencion de partos en servicios,vaginales,2014-06-01,14,14
ARQUE,atencion de partos en servicios,vaginales,2014-06-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en servicios,vaginales,2014-06-01,40,40
ATOCHA,atencion de partos en servicios,vaginales,2014-06-01,15,15
AYATA,atencion de partos en servicios,vaginales,2014-06-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,vaginales,2014-06-01,17,17
AZURDUY,atencion de partos en servicios,vaginales,2014-06-01,6,6
BATALLAS,atencion de partos en servicios,vaginales,2014-06-01,7,7
BAURES,atencion de partos en servicios,vaginales,2014-06-01,5,5
BELEN DE ANDAMARCA,atencion de partos en servicios,vaginales,2014-06-01,1,1
BELLA FLOR,atencion de partos en servicios,vaginales,2014-06-01,1,1
BERMEJO,atencion de partos en servicios,vaginales,2014-06-01,36,36
BETANZOS,atencion de partos en servicios,vaginales,2014-06-01,24,24
BOLIVAR,atencion de partos en servicios,vaginales,2014-06-01,6,6
BOYUIBE,atencion de partos en servicios,vaginales,2014-06-01,4,4
BUENA VISTA,atencion de partos en servicios,vaginales,2014-06-01,10,10
CABEZAS,atencion de partos en servicios,vaginales,2014-06-01,30,30
CAIROMA,atencion de partos en servicios,vaginales,2014-06-01,6,6
"CAIZA ""D""",atencion de partos en servicios,vaginales,2014-06-01,4,4
CAJUATA,atencion de partos en servicios,vaginales,2014-06-01,9,9
CALACOTO,atencion de partos en servicios,vaginales,2014-06-01,1,1
CALAMARCA,atencion de partos en servicios,vaginales,2014-06-01,10,10
CAMARGO,atencion de partos en servicios,vaginales,2014-06-01,22,22
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,vaginales,2014-06-01,2,2
CAMIRI,atencion de partos en servicios,vaginales,2014-06-01,46,46
CAPINOTA,atencion de partos en servicios,vaginales,2014-06-01,14,14
CAQUIAVIRI,atencion de partos en servicios,vaginales,2014-06-01,4,4
CARACOLLO,atencion de partos en servicios,vaginales,2014-06-01,14,14
CARANAVI,atencion de partos en servicios,vaginales,2014-06-01,49,49
CARAPARI,atencion de partos en servicios,vaginales,2014-06-01,12,12
CARIPUYO,atencion de partos en servicios,vaginales,2014-06-01,3,3
CARMEN RIVERO TORREZ,atencion de partos en servicios,vaginales,2014-06-01,4,4
CATACORA,atencion de partos en servicios,vaginales,2014-06-01,1,1
CHALLAPATA,atencion de partos en servicios,vaginales,2014-06-01,32,32
CHAQUI,atencion de partos en servicios,vaginales,2014-06-01,1,1
CHARAGUA,atencion de partos en servicios,vaginales,2014-06-01,29,29
CHAYANTA,atencion de partos en servicios,vaginales,2014-06-01,16,16
CHIMORE,atencion de partos en servicios,vaginales,2014-06-01,17,17
CHIPAYA,atencion de partos en servicios,vaginales,2014-06-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,vaginales,2014-06-01,24,24
CHUMA,atencion de partos en servicios,vaginales,2014-06-01,5,5
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,vaginales,2014-06-01,9,9
CKOCHAS,atencion de partos en servicios,vaginales,2014-06-01,3,3
CLIZA,atencion de partos en servicios,vaginales,2014-06-01,25,25
COBIJA,atencion de partos en servicios,vaginales,2014-06-01,72,72
COCAPATA,atencion de partos en servicios,vaginales,2014-06-01,9,9
COCHABAMBA,atencion de partos en servicios,vaginales,2014-06-01,775,775
COIPASA,atencion de partos en servicios,vaginales,2014-06-01,1,1
COLCAPIRHUA,atencion de partos en servicios,vaginales,2014-06-01,25,25
"COLCHA ""K""",atencion de partos en servicios,vaginales,2014-06-01,5,5
COLOMI,atencion de partos en servicios,vaginales,2014-06-01,13,13
COLPA BELGICA,atencion de partos en servicios,vaginales,2014-06-01,5,5
COLQUECHACA,atencion de partos en servicios,vaginales,2014-06-01,15,15
COLQUENCHA,atencion de partos en servicios,vaginales,2014-06-01,6,6
COLQUIRI,atencion de partos en servicios,vaginales,2014-06-01,11,11
COMARAPA,atencion de partos en servicios,vaginales,2014-06-01,17,17
COMBAYA,atencion de partos en servicios,vaginales,2014-06-01,1,1
CONCEPCION,atencion de partos en servicios,vaginales,2014-06-01,35,35
COPACABANA,atencion de partos en servicios,vaginales,2014-06-01,10,10
CORIPATA,atencion de partos en servicios,vaginales,2014-06-01,8,8
CORO CORO,atencion de partos en servicios,vaginales,2014-06-01,1,1
COROICO,atencion de partos en servicios,vaginales,2014-06-01,27,27
CORQUE,atencion de partos en servicios,vaginales,2014-06-01,1,1
COTAGAITA,atencion de partos en servicios,vaginales,2014-06-01,12,12
COTOCA,atencion de partos en servicios,vaginales,2014-06-01,57,57
CUATRO CAÑADAS,atencion de partos en servicios,vaginales,2014-06-01,22,22
CUEVO,atencion de partos en servicios,vaginales,2014-06-01,4,4
CULPINA,atencion de partos en servicios,vaginales,2014-06-01,18,18
CURAHUARA DE CARANGAS,atencion de partos en servicios,vaginales,2014-06-01,3,3
DESAGUADERO,atencion de partos en servicios,vaginales,2014-06-01,4,4
EL ALTO,atencion de partos en servicios,vaginales,2014-06-01,1023,1023
EL PUENTE(STC),atencion de partos en servicios,vaginales,2014-06-01,10,10
EL PUENTE(TJA),atencion de partos en servicios,vaginales,2014-06-01,13,13
EL TORNO,atencion de partos en servicios,vaginales,2014-06-01,70,70
EL VILLAR,atencion de partos en servicios,vaginales,2014-06-01,6,6
ENTRE RIOS TRJ,atencion de partos en servicios,vaginales,2014-06-01,18,18
ENTRE RIOS CBBA,atencion de partos en servicios,vaginales,2014-06-01,38,38
ESCOMA,atencion de partos en servicios,vaginales,2014-06-01,5,5
EUCALIPTUS,atencion de partos en servicios,vaginales,2014-06-01,3,3
FERNANDEZ ALONSO,atencion de partos en servicios,vaginales,2014-06-01,6,6
FILADELFIA,atencion de partos en servicios,vaginales,2014-06-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicios,vaginales,2014-06-01,11,11
