municipality,group,variable,month,Total 8.8 Niños (as) de 1 año a menores de 5 años con 2da dosis vitamina A,TOTAL
SAIPINA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,28,28
SALINAS DE GARCI MENDOZA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,73,73
SAMAIPATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,58,58
SAN AGUSTIN,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,14,14
SAN ANDRES,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,55,55
SAN ANDRES DE MACHACA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,10,10
SAN ANTONIO DE ESMORUCO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,22,22
SAN ANTONIO DE LOMERIO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,30,30
SAN BENITO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,31,31
SAN BORJA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,199,199
SAN BUENA VENTURA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,28,28
SAN CARLOS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,156,156
SAN IGNACIO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,91,91
SAN IGNACIO DE VELASCO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,146,146
SAN JAVIER(BNI),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,14,14
SAN JAVIER(STC),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,80,80
SAN JOAQUIN,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,22,22
SAN JOSE DE CHIQUITOS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,40,40
SAN JUAN DE YAPACANI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,22,22
SAN JULIAN,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,245,245
SAN LORENZO(PND),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,22,22
SAN LORENZO(TJA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,117,117
SAN LUCAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,213,213
SAN MATIAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,40,40
SAN MIGUEL DE VELASCO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,64,64
SAN PABLO DE LIPEZ,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,4,4
SAN PEDRO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,73,73
SAN PEDRO DE BUENA VISTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,187,187
SAN PEDRO DE CURAHUARA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,13,13
SAN PEDRO DE QUEMES,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,27,27
SAN PEDRO(PND),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,5,5
SAN RAFAEL,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,20,20
SAN RAMON BENI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,42,42
SAN RAMON SCZ,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,84,84
SANTA ANA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,36,36
SANTA CRUZ DE LA SIERRA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,1821,1821
SANTA ROSA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,34,34
SANTA ROSA DEL SARA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,64,64
SANTIAGO DE CALLAPA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,7,7
SANTIAGO DE HUARI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,55,55
SANTIAGO DE HUATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,21,21
SANTIAGO DE MACHACA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,20,20
SANTIVAÑES,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,32,32
SANTUARIO DE QUILLACAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,32,32
SAPAHAQUI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,38,38
SENA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,34,34
SHINAOTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,55,55
SICA SICA (VILLA AROMA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,91,91
SICAYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,17,17
SIPE SIPE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,223,223
SOPACHUY,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,44,44
SORACACHI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,37,37
SORATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,67,67
SUCRE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,2127,2127
TACACHI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,5,5
TACACOMA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,25,25
TACOBAMBA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,58,58
TACOPAYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,37,37
TAHUA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,7,7
TAPACARI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,145,145
TARABUCO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,133,133
TARACO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,13,13
TARATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,25,25
TARIJA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,737,737
TARVITA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,113,113
TEOPONTE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,43,43
TIAWANACU,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,39,39
TINGUIPAYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,88,88
TIPUANI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,46,46
TIQUIPAYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,342,342
TIRAQUE (CBBA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,56,56
TITO YUPANQUI (PARQUIPUJIO),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,4,4
TOCO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,27,27
TODOS SANTOS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,1,1
TOLATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,28,28
TOLEDO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,15,15
TOMAVE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,57,57
TOMINA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,68,68
TORO TORO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,55,55
TOTORA(CBBA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,67,67
TOTORA(ORR),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,10,10
TRIGAL,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,8,8
TRINIDAD,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,255,255
TUPIZA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,174,174
TURCO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,9,9
UMALA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,18,18
UNCIA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,106,106
URIONDO (A. CONCEPCION),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,89,89
URUBICHA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,39,39
UYUNI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,52,52
VACAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,29,29
VALLEGRANDE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,70,70
VIACHA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,146,146
VILA VILA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,23,23
VILLA CHARCAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,93,93
VILLA MONTES,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,224,224
VILLA NUEVA (LOMA ALTA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,2,2
VILLA RIVERO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,41,41
VILLA SERRANO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,48,48
VILLA TUNARI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,322,322
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,76,76
VILLAZON,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,157,157
VINTO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,98,98
VITICHI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,38,38
WALDO BALLIVIAN,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,7,7
WARNES,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,343,343
YACO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,26,26
YACUIBA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,233,233
YAMPARAEZ,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,61,61
YANACACHI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,15,15
YAPACANI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,160,160
YOCALLA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,27,27
YOTALA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,51,51
YUNCHARA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,38,38
ZUDAÑEZ,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-04-01,35,35
ACACIO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,22,22
ACHACACHI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,95,95
ACHOCALLA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,35,35
AIQUILE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,67,67
ALALAY,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,22,22
ALCALA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,13,13
ALTO BENI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,51,51
ANCORAIMES,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,64,64
ANDAMARCA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,17,17
ANTEQUERA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,28,28
ANZALDO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,21,21
APOLO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,86,86
ARAMPAMPA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,47,47
ARANI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,6,6
ARBIETO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,114,114
ARQUE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,70,70
ASCENCION DE GUARAYOS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,74,74
ATOCHA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,43,43
AUCAPATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,10,10
AYATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,30,30
AYO AYO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,31,31
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,132,132
AZURDUY,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,80,80
BATALLAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,62,62
BAURES,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,18,18
BELEN DE ANDAMARCA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,3,3
BELEN DE URMIRI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,10,10
BELLA FLOR,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,25,25
BERMEJO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,175,175
BETANZOS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,164,164
BOLIVAR,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,39,39
BOLPEBRA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,13,13
BOYUIBE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,7,7
BUENA VISTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,65,65
CABEZAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,108,108
CAIROMA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,83,83
"CAIZA ""D""",micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,37,37
CAJUATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,23,23
CALACOTO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,16,16
CALAMARCA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,52,52
CAMARGO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,82,82
CAMATAQUI (C. VILLA ABECIA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,14,14
CAMIRI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,96,96
CAPINOTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,106,106
CAQUIAVIRI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,20,20
CARACOLLO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,79,79
CARANAVI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,262,262
CARAPARI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,68,68
CARIPUYO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,32,32
CARMEN RIVERO TORREZ,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,10,10
CATACORA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,1,1
CHACARILLA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,5,5
CHALLAPATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,158,158
CHAQUI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,47,47
CHARAGUA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,95,95
CHAYANTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,58,58
CHIMORE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,97,97
CHIPAYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,15,15
CHOQUE COTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,6,6
CHULUMANI (V. DE LA LIBERTAD),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,61,61
CHUMA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,40,40
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,28,28
CKOCHAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 2da dosis vitamina a,2014-05-01,58,58
