municipality,group,variable,month,Total 8.7 Niños (as) de 1 año a menores de 5 años con 1ra dosis vitamina A,TOTAL
SORACACHI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,95,95
SORATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,128,128
SUCRE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,1544,1544
TACACHI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,6,6
TACACOMA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,25,25
TACOBAMBA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,63,63
TACOPAYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,61,61
TAHUA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,9,9
TAPACARI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,137,137
TARABUCO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,92,92
TARACO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,25,25
TARATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,44,44
TARIJA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,807,807
TARVITA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,83,83
TEOPONTE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,65,65
TIAWANACU,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,60,60
TINGUIPAYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,104,104
TIPUANI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,93,93
TIQUIPAYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,290,290
TIRAQUE (CBBA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,88,88
TITO YUPANQUI (PARQUIPUJIO),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,4,4
TOCO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,28,28
TOLATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,24,24
TOLEDO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,49,49
TOMAVE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,71,71
TOMINA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,53,53
TORO TORO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,96,96
TOTORA(CBBA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,70,70
TOTORA(ORR),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,45,45
TRIGAL,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,9,9
TRINIDAD,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,338,338
TUPIZA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,265,265
TURCO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,10,10
UMALA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,44,44
UNCIA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,92,92
URIONDO (A. CONCEPCION),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,74,74
URUBICHA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,42,42
UYUNI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,79,79
VACAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,110,110
VALLEGRANDE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,81,81
VIACHA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,367,367
VILA VILA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,25,25
VILLA CHARCAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,102,102
VILLA MONTES,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,245,245
VILLA NUEVA (LOMA ALTA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,13,13
VILLA RIVERO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,99,99
VILLA SERRANO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,51,51
VILLA TUNARI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,494,494
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,61,61
VILLAZON,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,247,247
VINTO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,219,219
VITICHI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,50,50
WALDO BALLIVIAN,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,9,9
WARNES,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,420,420
YACO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,31,31
YACUIBA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,553,553
YAMPARAEZ,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,36,36
YANACACHI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,49,49
YAPACANI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,307,307
YOCALLA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,34,34
YOTALA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,44,44
YUNCHARA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,41,41
ZUDAÑEZ,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-08-01,31,31
ACACIO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,45,45
ACHACACHI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,125,125
ACHOCALLA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,84,84
AIQUILE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,130,130
ALALAY,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,13,13
ALCALA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,29,29
ALTO BENI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,52,52
ANCORAIMES,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,47,47
ANDAMARCA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,16,16
ANTEQUERA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,19,19
ANZALDO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,21,21
APOLO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,102,102
ARAMPAMPA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,36,36
ARANI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,89,89
ARBIETO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,147,147
ARQUE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,79,79
ASCENCION DE GUARAYOS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,76,76
ATOCHA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,84,84
AUCAPATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,21,21
AYATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,72,72
AYO AYO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,32,32
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,162,162
AZURDUY,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,89,89
BATALLAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,60,60
BAURES,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,30,30
BELEN DE ANDAMARCA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,4,4
BELEN DE URMIRI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,9,9
BELLA FLOR,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,33,33
BERMEJO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,124,124
BETANZOS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,171,171
BOLIVAR,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,30,30
BOLPEBRA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,16,16
BOYUIBE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,27,27
BUENA VISTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,39,39
CABEZAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,215,215
CAIROMA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,39,39
"CAIZA ""D""",micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,67,67
CAJUATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,39,39
CALACOTO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,26,26
CALAMARCA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,57,57
CAMARGO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,64,64
CAMATAQUI (C. VILLA ABECIA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,17,17
CAMIRI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,125,125
CAPINOTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,122,122
CAQUIAVIRI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,34,34
CARACOLLO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,98,98
CARANAVI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,341,341
CARANGAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,1,1
CARAPARI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,71,71
CARIPUYO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,91,91
CARMEN RIVERO TORREZ,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,22,22
CHACARILLA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,4,4
CHALLAPATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,175,175
CHAQUI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,60,60
CHARAGUA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,215,215
CHARAÑA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,8,8
CHAYANTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,49,49
CHIMORE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,167,167
CHIPAYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,9,9
CHOQUE COTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,4,4
CHUA COCANI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,16,16
CHULUMANI (V. DE LA LIBERTAD),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,75,75
CHUMA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,58,58
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,28,28
CKOCHAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,109,109
CLIZA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,159,159
COBIJA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,269,269
COCAPATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,93,93
COCHABAMBA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,1486,1486
COIPASA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,4,4
COLCAPIRHUA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,282,282
"COLCHA ""K""",micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,55,55
COLLANA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,12,12
COLOMI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,133,133
COLPA BELGICA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,20,20
COLQUECHACA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,180,180
COLQUENCHA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,72,72
COLQUIRI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,74,74
COMANCHE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,8,8
COMARAPA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,89,89
COMBAYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,14,14
CONCEPCION,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,125,125
COPACABANA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,50,50
CORIPATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,69,69
CORO CORO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,46,46
COROICO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,79,79
CORQUE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,16,16
COTAGAITA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,144,144
COTOCA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,241,241
CUATRO CAÑADAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,159,159
CUCHUMUELA (V. G. VILLARROEL),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,4,4
CUEVO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,31,31
CULPINA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,97,97
CURAHUARA DE CARANGAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,17,17
CURVA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,11,11
DESAGUADERO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,17,17
EL ALTO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,4008,4008
EL CHORO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,23,23
EL PUENTE(STC),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,100,100
EL PUENTE(TJA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,53,53
EL TORNO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,214,214
EL VILLAR,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,25,25
ENTRE RIOS TRJ,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,148,148
ENTRE RIOS CBBA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,192,192
ESCOMA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,29,29
EUCALIPTUS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,21,21
EUREKA (SANTOS MERCADO),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,11,11
EXALTACION,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,20,20
FERNANDEZ ALONSO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,75,75
FILADELFIA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,53,53
GENERAL SAAVEDRA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,46,46
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,82,82
GUANAY,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,91,91
GUAQUI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,25,25
GUAYARAMERIN,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,210,210
GUTIERREZ,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,59,59
HUACARETA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,55,55
HUACAYA (VILLA DE HUACAYA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,24,24
HUACHACALLA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,4,4
HUANUNI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,194,194
HUARACAJE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-09-01,22,22
