municipality,group,variable,month,Total 8.5 Mujeres puérperas con dosis única de vitamina A,TOTAL
COLQUECHACA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,44,44
COLQUENCHA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,9,9
COLQUIRI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,20,20
COMANCHE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,1,1
COMARAPA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,30,30
COMBAYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,2,2
CONCEPCION,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,5,5
COPACABANA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,12,12
CORIPATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,18,18
CORO CORO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,3,3
COROICO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,31,31
CORQUE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,1,1
COTAGAITA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,14,14
COTOCA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,97,97
CUATRO CAÑADAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,17,17
CUCHUMUELA (V. G. VILLARROEL),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,4,4
CUEVO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,3,3
CULPINA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,23,23
CURAHUARA DE CARANGAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,9,9
CURVA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,6,6
DESAGUADERO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,12,12
EL ALTO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,1102,1102
EL CHORO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,5,5
EL PUENTE(STC),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,5,5
EL PUENTE(TJA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,11,11
EL TORNO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,91,91
EL VILLAR,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,6,6
ENTRE RIOS TRJ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,3,3
ENTRE RIOS CBBA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,28,28
ESCOMA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,12,12
EUCALIPTUS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,4,4
EUREKA (SANTOS MERCADO),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,2,2
EXALTACION,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,3,3
FERNANDEZ ALONSO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,11,11
FILADELFIA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,4,4
GENERAL SAAVEDRA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,22,22
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,12,12
GUANAY,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,20,20
GUAQUI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,6,6
GUAYARAMERIN,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,68,68
GUTIERREZ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,7,7
HUACARETA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,14,14
HUACAYA (VILLA DE HUACAYA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,2,2
HUACHACALLA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,1,1
HUANUNI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,12,12
HUARACAJE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,1,1
HUARINA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,6,6
HUAYLLAMARCA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,1,1
HUMANATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,8,8
ICHOCA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,7,7
ICLA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,9,9
INCAHUASI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,15,15
INQUISIVI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,12,12
IRUPANA (VILLA DE LANZA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,12,12
IXIAMAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,15,15
JESUS DE MACHACA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,9,9
LA ASUNTA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,77,77
LA GUARDIA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,48,48
LA PAZ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,874,874
LAGUNILLAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,11,11
LAJA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,18,18
LAS CARRERAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,3,3
LLALLAGUA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,81,81
LLICA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,5,5
LORETO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,5,5
LURIBAY,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,1,1
MACHACAMARCA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,2,2
MACHARETI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,4,4
MAGDALENA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,23,23
MAIRANA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,31,31
MALLA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,9,9
MAPIRI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,18,18
MECAPACA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,1,1
MINEROS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,21,21
MIZQUE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,33,33
MOCOMOCO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,14,14
MOJINETE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,1,1
MOJOCOYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,9,9
MONTEAGUDO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,57,57
MONTERO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,239,239
MORO MORO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,3,3
MOROCHATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,13,13
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,4,4
OCURI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,22,22
OKINAWA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,16,16
OMEREQUE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,5,5
ORURO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,432,432
PADCAYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,11,11
PADILLA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,23,23
PAILON,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,29,29
PALCA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,16,16
PALOS BLANCOS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,34,34
PAMPA AULLAGAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,4,4
PAMPA GRANDE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,5,5
PAPEL PAMPA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,3,3
PASORAPA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,1,1
PATACAMAYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,38,38
PAZÑA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,5,5
PELECHUCO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,3,3
POCOATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,26,26
POCONA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,9,9
POJO (CBBA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,13,13
POOPO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,1,1
PORCO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,16,16
POROMA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,28,28
PORONGO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,9,9
PORTACHUELO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,41,41
PORVENIR,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,8,8
POSTRER VALLE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,1,1
POTOSI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,382,382
PRESTO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,20,20
PUCARA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,3,3
PUCARANI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,35,35
PUERTO ACOSTA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,14,14
PUERTO CARABUCO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,18,18
PUERTO GONZALO MORENO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,8,8
PUERTO PEREZ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,8,8
PUERTO QUIJARRO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,18,18
PUERTO RICO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,11,11
PUERTO SUAREZ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,28,28
PUERTO VILLARROEL,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,94,94
PUNA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,20,20
PUNATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,66,66
QUILLACOLLO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,162,162
QUIME,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,8,8
QUIRUSILLAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,1,1
RAVELO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,21,21
REYES,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,13,13
RIBERALTA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,188,188
ROBORE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,23,23
RURRENABAQUE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,44,44
SABAYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,3,3
SACABA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,177,177
SACABAMBA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,5,5
SACACA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,45,45
SAIPINA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,3,3
SALINAS DE GARCI MENDOZA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,12,12
SAMAIPATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,6,6
SAN AGUSTIN,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,1,1
SAN ANDRES,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,8,8
SAN ANDRES DE MACHACA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,1,1
SAN ANTONIO DE ESMORUCO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,7,7
SAN ANTONIO DE LOMERIO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,5,5
SAN BENITO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,7,7
SAN BORJA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,110,110
SAN BUENA VENTURA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,7,7
SAN CARLOS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,39,39
SAN IGNACIO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,42,42
SAN IGNACIO DE VELASCO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,117,117
SAN JAVIER(BNI),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,2,2
SAN JAVIER(STC),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,24,24
SAN JOAQUIN,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,7,7
SAN JOSE DE CHIQUITOS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,28,28
SAN JUAN DE YAPACANI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,1,1
SAN JULIAN,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,87,87
SAN LORENZO(PND),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,4,4
SAN LORENZO(TJA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,14,14
SAN LUCAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,36,36
SAN MATIAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,23,23
SAN MIGUEL DE VELASCO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,27,27
SAN PABLO DE LIPEZ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,2,2
SAN PEDRO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,8,8
SAN PEDRO DE BUENA VISTA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,37,37
SAN PEDRO DE CURAHUARA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,6,6
SAN PEDRO DE QUEMES,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,6,6
SAN PEDRO(PND),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,1,1
SAN RAFAEL,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,3,3
SAN RAMON BENI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,6,6
SAN RAMON SCZ,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,16,16
SANTA ANA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,34,34
SANTA CRUZ DE LA SIERRA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,1134,1134
SANTA ROSA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,11,11
SANTA ROSA DEL SARA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,15,15
SANTIAGO DE HUARI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,5,5
SANTIAGO DE HUATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,3,3
SANTIVAÑES,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,2,2
SANTUARIO DE QUILLACAS,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,1,1
SAPAHAQUI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,7,7
SENA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,12,12
SHINAOTA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,45,45
SICA SICA (VILLA AROMA),micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,17,17
SICAYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,2,2
SIPE SIPE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,46,46
SOPACHUY,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,7,7
SORACACHI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,7,7
SORATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,8,8
SUCRE,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,387,387
TACACOMA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,2,2
TACOBAMBA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,9,9
TACOPAYA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,17,17
TAHUA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,2,2
TAPACARI,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,29,29
TARABUCO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,26,26
TARACO,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,4,4
TARATA,micronutrientes, mujeres puerperas con dosis unica de vitamina a,2014-11-01,11,11
