municipality,group,variable,month,Total 8.4 Niños (as) de 2 años a menores de 5 años con dosis completa de hierro,TOTAL
SAN LORENZO(PND),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,16,16
SAN LORENZO(TJA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,92,92
SAN LUCAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,235,235
SAN MATIAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,38,38
SAN MIGUEL DE VELASCO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,10,10
SAN PABLO DE LIPEZ,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,4,4
SAN PEDRO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,63,63
SAN PEDRO DE BUENA VISTA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,89,89
SAN PEDRO DE CURAHUARA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,9,9
SAN PEDRO DE QUEMES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,4,4
SAN PEDRO DE TIQUINA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,12,12
SAN PEDRO(PND),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,5,5
SAN RAFAEL,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,35,35
SAN RAMON BENI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,33,33
SAN RAMON SCZ,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,63,63
SANTA ANA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,53,53
SANTA CRUZ DE LA SIERRA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,1947,1947
SANTA ROSA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,27,27
SANTA ROSA DEL SARA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,63,63
SANTIAGO DE CALLAPA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,4,4
SANTIAGO DE HUARI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,29,29
SANTIAGO DE HUATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,14,14
SANTIAGO DE MACHACA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,4,4
SANTIVAÑES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,26,26
SANTUARIO DE QUILLACAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,16,16
SAPAHAQUI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,34,34
SENA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,27,27
SHINAOTA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,71,71
SICA SICA (VILLA AROMA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,59,59
SICAYA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,8,8
SIPE SIPE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,155,155
SOPACHUY,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,30,30
SORACACHI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,56,56
SORATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,118,118
SUCRE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,1049,1049
TACACHI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,11,11
TACACOMA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,25,25
TACOBAMBA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,29,29
TACOPAYA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,22,22
TAPACARI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,86,86
TARABUCO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,67,67
TARACO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,12,12
TARATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,44,44
TARIJA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,505,505
TARVITA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,49,49
TEOPONTE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,37,37
TIAWANACU,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,46,46
TINGUIPAYA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,74,74
TIPUANI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,36,36
TIQUIPAYA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,311,311
TIRAQUE (CBBA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,79,79
TITO YUPANQUI (PARQUIPUJIO),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,1,1
TOCO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,22,22
TOLATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,20,20
TOLEDO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,13,13
TOMAVE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,32,32
TOMINA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,88,88
TORO TORO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,54,54
TOTORA(CBBA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,44,44
TOTORA(ORR),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,27,27
TRIGAL,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,6,6
TRINIDAD,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,287,287
TUPIZA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,105,105
TURCO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,18,18
UMALA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,28,28
UNCIA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,68,68
URIONDO (A. CONCEPCION),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,57,57
URUBICHA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,26,26
UYUNI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,57,57
VACAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,49,49
VALLEGRANDE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,58,58
VIACHA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,136,136
VILA VILA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,14,14
VILLA CHARCAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,64,64
VILLA MONTES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,176,176
VILLA NUEVA (LOMA ALTA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,15,15
VILLA RIVERO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,35,35
VILLA SERRANO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,52,52
VILLA TUNARI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,302,302
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,28,28
VILLAZON,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,152,152
VINTO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,114,114
VITICHI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,33,33
WALDO BALLIVIAN,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,7,7
WARNES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,234,234
YACO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,15,15
YACUIBA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,273,273
YAMPARAEZ,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,20,20
YANACACHI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,12,12
YAPACANI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,177,177
YOCALLA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,32,32
YOTALA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,25,25
YUNCHARA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,20,20
YUNGUYO DE LITORAL,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,2,2
ZUDAÑEZ,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-01-01,32,32
ACACIO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,44,44
ACHACACHI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,133,133
ACHOCALLA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,55,55
AIQUILE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,87,87
ALALAY,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,12,12
ALCALA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,17,17
ALTO BENI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,42,42
ANCORAIMES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,62,62
ANDAMARCA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,17,17
ANTEQUERA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,6,6
ANZALDO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,48,48
APOLO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,65,65
ARAMPAMPA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,35,35
ARANI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,32,32
ARBIETO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,102,102
ARQUE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,46,46
ASCENCION DE GUARAYOS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,39,39
ATOCHA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,62,62
AUCAPATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,18,18
AYATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,32,32
AYO AYO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,36,36
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,78,78
AZURDUY,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,68,68
BATALLAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,61,61
BAURES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,18,18
BELEN DE ANDAMARCA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,6,6
BELLA FLOR,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,21,21
BERMEJO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,171,171
BETANZOS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,92,92
BOLIVAR,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,31,31
BOLPEBRA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,8,8
BOYUIBE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,15,15
BUENA VISTA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,93,93
CABEZAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,149,149
CAIROMA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,20,20
"CAIZA ""D""",micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,39,39
CAJUATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,43,43
CALACOTO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,22,22
CALAMARCA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,44,44
CAMARGO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,83,83
CAMATAQUI (C. VILLA ABECIA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,35,35
CAMIRI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,73,73
CAPINOTA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,223,223
CAQUIAVIRI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,29,29
CARACOLLO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,74,74
CARANAVI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,194,194
CARANGAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,2,2
CARAPARI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,100,100
CARIPUYO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,61,61
CARMEN RIVERO TORREZ,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,24,24
CATACORA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,11,11
CHACARILLA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,5,5
CHALLAPATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,127,127
CHAQUI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,21,21
CHARAGUA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,99,99
CHARAÑA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,5,5
CHAYANTA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,64,64
CHIMORE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,63,63
CHIPAYA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,3,3
CHOQUE COTA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-02-01,2,2
