municipality,group,variable,month,Total 8.1 Mujeres embarazadas con dosis completa de hierro,TOTAL
TOTORA(ORR),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,4,4
TRIGAL,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,1,1
TRINIDAD,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,798,798
TUPIZA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,52,52
TURCO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,6,6
UMALA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,16,16
UNCIA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,47,47
URIONDO (A. CONCEPCION),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,29,29
URUBICHA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,19,19
UYUNI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,52,52
VACAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,8,8
VALLEGRANDE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,30,30
VIACHA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,113,113
VILA VILA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,5,5
VILLA CHARCAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,24,24
VILLA MONTES,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,24,24
VILLA NUEVA (LOMA ALTA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,5,5
VILLA RIVERO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,20,20
VILLA SERRANO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,25,25
VILLA TUNARI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,227,227
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,21,21
VILLAZON,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,85,85
VINTO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,104,104
VITICHI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,17,17
WALDO BALLIVIAN,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,5,5
WARNES,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,367,367
YACO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,11,11
YACUIBA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,106,106
YAMPARAEZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,10,10
YANACACHI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,6,6
YAPACANI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,104,104
YOCALLA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,10,10
YOTALA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,8,8
YUNCHARA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,5,5
ZUDAÑEZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-01-01,16,16
ACACIO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,10,10
ACHACACHI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,35,35
ACHOCALLA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,25,25
AIQUILE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,36,36
ALALAY,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,5,5
ALTO BENI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,21,21
ANCORAIMES,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,22,22
ANDAMARCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,7,7
ANTEQUERA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,1,1
ANZALDO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,11,11
APOLO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,29,29
ARAMPAMPA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,8,8
ARANI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,17,17
ARBIETO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,21,21
ARQUE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,11,11
ASCENCION DE GUARAYOS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,39,39
ATOCHA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,19,19
AUCAPATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,11,11
AYATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,14,14
AYO AYO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,31,31
AZURDUY,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,18,18
BATALLAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,31,31
BAURES,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,13,13
BELEN DE ANDAMARCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,4,4
BELEN DE URMIRI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,2,2
BELLA FLOR,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,2,2
BERMEJO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,67,67
BETANZOS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,51,51
BOLIVAR,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,9,9
BOLPEBRA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,3,3
BOYUIBE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,9,9
BUENA VISTA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,24,24
CABEZAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,56,56
CAIROMA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,20,20
"CAIZA ""D""",micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,11,11
CAJUATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,25,25
CALACOTO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,3,3
CALAMARCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,11,11
CAMARGO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,39,39
CAMATAQUI (C. VILLA ABECIA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,3,3
CAMIRI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,87,87
CAPINOTA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,59,59
CAQUIAVIRI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,10,10
CARACOLLO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,25,25
CARANAVI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,110,110
CARAPARI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,23,23
CARIPUYO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,8,8
CARMEN RIVERO TORREZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,12,12
CHACARILLA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,1,1
CHALLAPATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,70,70
CHAQUI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,10,10
CHARAGUA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,84,84
CHARAÑA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,3,3
CHAYANTA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,31,31
CHIMORE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,44,44
CHIPAYA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,1,1
CHOQUE COTA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,1,1
CHUA COCANI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,4,4
CHULUMANI (V. DE LA LIBERTAD),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,40,40
CHUMA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,14,14
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,8,8
CKOCHAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,30,30
CLIZA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,11,11
COBIJA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,124,124
COCAPATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,39,39
COCHABAMBA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,1010,1010
COIPASA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,4,4
COLCAPIRHUA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,66,66
"COLCHA ""K""",micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,22,22
COLLANA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,3,3
COLOMI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,56,56
COLPA BELGICA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,6,6
COLQUECHACA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,46,46
COLQUENCHA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,11,11
COLQUIRI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,25,25
COMANCHE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,2,2
COMARAPA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,31,31
COMBAYA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,1,1
CONCEPCION,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,29,29
COPACABANA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,19,19
CORIPATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,37,37
CORO CORO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,17,17
COROICO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,44,44
CORQUE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,6,6
COTAGAITA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,43,43
COTOCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,153,153
CRUZ DE MACHACAMARCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,1,1
CUATRO CAÑADAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,32,32
CUEVO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,4,4
CULPINA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,35,35
CURAHUARA DE CARANGAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,6,6
CURVA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,2,2
DESAGUADERO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,19,19
EL ALTO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,1846,1846
EL CHORO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,9,9
EL PUENTE(STC),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,15,15
EL PUENTE(TJA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,12,12
EL TORNO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,80,80
EL VILLAR,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,10,10
ENTRE RIOS TRJ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,33,33
ENTRE RIOS CBBA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,51,51
ESCOMA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,13,13
ESMERALDA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,2,2
EUCALIPTUS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,9,9
EXALTACION,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,1,1
FERNANDEZ ALONSO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,21,21
FILADELFIA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,9,9
GENERAL SAAVEDRA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,23,23
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,14,14
GUANAY,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,31,31
GUAQUI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,9,9
GUAYARAMERIN,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,124,124
GUTIERREZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,28,28
HUACARETA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,14,14
HUACAYA (VILLA DE HUACAYA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,3,3
HUACHACALLA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,2,2
HUANUNI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,59,59
HUARACAJE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,6,6
HUARINA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,7,7
HUATAJATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,5,5
HUAYLLAMARCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,6,6
HUMANATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,3,3
ICHOCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,8,8
ICLA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,17,17
INCAHUASI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,21,21
INGAVI (HUMAITA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,2,2
INQUISIVI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,11,11
IRUPANA (VILLA DE LANZA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,26,26
IXIAMAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,5,5
JESUS DE MACHACA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,21,21
LA ASUNTA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,96,96
LA GUARDIA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,139,139
LA PAZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,1854,1854
LA RIVERA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,1,1
LAGUNILLAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,14,14
LAJA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,31,31
LAS CARRERAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,7,7
LICOMA PAMPA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,2,2
LLALLAGUA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,76,76
LLICA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,7,7
LORETO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,3,3
LURIBAY,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,10,10
MACHACAMARCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,3,3
MACHARETI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,15,15
MAGDALENA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,28,28
MAIRANA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,29,29
MALLA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,6,6
MAPIRI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,37,37
MECAPACA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,16,16
MINEROS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-02-01,53,53
