municipality,group,variable,month,Total 8.2 Mujeres puérperas con dosis completa de hierro,TOTAL
ICLA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,8,8
INCAHUASI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,16,16
INGAVI (HUMAITA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,1,1
INQUISIVI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,7,7
IRUPANA (VILLA DE LANZA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,14,14
IXIAMAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,1,1
JESUS DE MACHACA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,15,15
LA ASUNTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,52,52
LA GUARDIA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,36,36
LA PAZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,801,801
LAGUNILLAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,9,9
LAJA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,19,19
LAS CARRERAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,4,4
LICOMA PAMPA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,1,1
LLALLAGUA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,68,68
LLICA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,8,8
LORETO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,7,7
LURIBAY,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,7,7
MACHACAMARCA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,4,4
MACHARETI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,6,6
MAGDALENA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,11,11
MAIRANA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,28,28
MALLA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,3,3
MAPIRI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,33,33
MECAPACA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,5,5
MINEROS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,26,26
MIZQUE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,38,38
MOCOMOCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,18,18
MOJINETE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,1,1
MOJOCOYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,6,6
MONTEAGUDO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,43,43
MONTERO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,103,103
MORO MORO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,2,2
MOROCHATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,14,14
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,7,7
NAZACARA DE PACAJES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,3,3
OCURI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,25,25
OKINAWA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,11,11
OMEREQUE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,6,6
ORURO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,393,393
PADCAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,19,19
PADILLA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,28,28
PAILON,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,34,34
PALCA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,18,18
PALOS BLANCOS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,41,41
PAMPA AULLAGAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,2,2
PAMPA GRANDE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,12,12
PAPEL PAMPA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,8,8
PATACAMAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,32,32
PAZÑA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,3,3
PELECHUCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,6,6
POCOATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,42,42
POCONA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,20,20
POJO (CBBA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,5,5
POOPO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,4,4
PORCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,4,4
POROMA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,13,13
PORONGO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,4,4
PORTACHUELO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,41,41
PORVENIR,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,3,3
POSTRER VALLE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,1,1
POTOSI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,368,368
PRESTO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,14,14
PUCARANI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,38,38
PUERTO ACOSTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,16,16
PUERTO CARABUCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,17,17
PUERTO GONZALO MORENO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,6,6
PUERTO PEREZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,8,8
PUERTO QUIJARRO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,18,18
PUERTO RICO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,16,16
PUERTO SUAREZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,44,44
PUERTO VILLARROEL,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,120,120
PUNA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,15,15
PUNATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,83,83
QUIABAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,3,3
QUILLACOLLO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,175,175
QUIME,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,12,12
RAVELO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,22,22
REYES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,30,30
RIBERALTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,241,241
ROBORE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,26,26
RURRENABAQUE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,48,48
SABAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,2,2
SACABA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,184,184
SACABAMBA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,3,3
SACACA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,31,31
SAIPINA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,3,3
SALINAS DE GARCI MENDOZA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,19,19
SAMAIPATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,6,6
SAN AGUSTIN,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,2,2
SAN ANDRES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,8,8
SAN ANDRES DE MACHACA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,7,7
SAN ANTONIO DE ESMORUCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,3,3
SAN ANTONIO DE LOMERIO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,8,8
SAN BENITO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,8,8
SAN BORJA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,85,85
SAN BUENA VENTURA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,8,8
SAN CARLOS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,40,40
SAN IGNACIO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,49,49
SAN IGNACIO DE VELASCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,124,124
SAN JAVIER(BNI),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,4,4
SAN JAVIER(STC),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,42,42
SAN JOSE DE CHIQUITOS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,39,39
SAN JUAN DE YAPACANI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,5,5
SAN JULIAN,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,97,97
SAN LORENZO(PND),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,2,2
SAN LORENZO(TJA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,9,9
SAN LUCAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,49,49
SAN MATIAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,17,17
SAN MIGUEL DE VELASCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,19,19
SAN PABLO DE LIPEZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,5,5
SAN PEDRO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,9,9
SAN PEDRO DE BUENA VISTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,16,16
SAN PEDRO DE CURAHUARA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,4,4
SAN PEDRO DE TIQUINA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,3,3
SAN PEDRO(PND),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,1,1
SAN RAFAEL,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,6,6
SAN RAMON BENI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,10,10
SAN RAMON SCZ,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,19,19
SANTA ANA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,19,19
SANTA CRUZ DE LA SIERRA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,1440,1440
SANTA ROSA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,24,24
SANTA ROSA DEL SARA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,10,10
SANTIAGO DE CALLAPA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,7,7
SANTIAGO DE HUARI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,14,14
SANTIAGO DE HUATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,10,10
SANTIAGO DE MACHACA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,2,2
SANTIVAÑES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,8,8
SANTUARIO DE QUILLACAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,3,3
SAPAHAQUI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,8,8
SENA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,5,5
SHINAOTA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,56,56
SICA SICA (VILLA AROMA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,29,29
SICAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,5,5
SIPE SIPE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,34,34
SOPACHUY,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,5,5
SORACACHI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,7,7
SORATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,11,11
SUCRE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,458,458
TACACOMA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,7,7
TACOBAMBA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,9,9
TACOPAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,15,15
TAPACARI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,29,29
TARABUCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,25,25
TARACO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,1,1
TARATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,6,6
TARIJA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,316,316
TARVITA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,20,20
TEOPONTE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,22,22
TIAWANACU,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,19,19
TINGUIPAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,19,19
TIPUANI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,13,13
TIQUIPAYA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,97,97
TIRAQUE (CBBA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,22,22
TITO YUPANQUI (PARQUIPUJIO),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,2,2
TOCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,3,3
TOLATA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,4,4
TOLEDO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,5,5
TOMAVE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,15,15
TOMINA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,13,13
TORO TORO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,11,11
TOTORA(CBBA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,31,31
TOTORA(ORR),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,9,9
TRINIDAD,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,324,324
TUPIZA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,64,64
TURCO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,1,1
UMALA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,11,11
UNCIA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,43,43
URIONDO (A. CONCEPCION),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,11,11
URUBICHA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,12,12
UYUNI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,41,41
VACAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,6,6
VALLEGRANDE,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,38,38
VIACHA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,56,56
VILA VILA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,7,7
VILLA CHARCAS,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,21,21
VILLA MONTES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,7,7
VILLA RIVERO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,8,8
VILLA SERRANO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,10,10
VILLA TUNARI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,72,72
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,2,2
VILLAZON,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,55,55
VINTO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,71,71
VITICHI,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,7,7
WALDO BALLIVIAN,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,5,5
WARNES,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,87,87
YACO,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,12,12
YACUIBA,micronutrientes, mujeres puerperas con dosis completa de hierro,2014-04-01,158,158
