municipality,group,variable,month,l 13.9 Días camas disponibles maternidad,TOTAL
ARANI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,205,205
ARBIETO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,174,174
ARQUE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,261,261
ASCENCION DE GUARAYOS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,292,292
ATOCHA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,435,435
AUCAPATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,29,29
AYO AYO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,58,58
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,986,986
AZURDUY,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,345,345
BATALLAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,59,59
BAURES,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,58,58
BELEN DE ANDAMARCA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,29,29
BERMEJO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,200,200
BETANZOS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,232,232
BOLIVAR,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,116,116
BOYUIBE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,116,116
BUENA VISTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,255,255
CABEZAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,116,116
CAIROMA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,116,116
"CAIZA ""D""",internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,29,29
CAJUATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,116,116
CALAMARCA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,116,116
CAMARGO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,445,445
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,87,87
CAMIRI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,551,551
CAPINOTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,174,174
CARACOLLO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,87,87
CARANAVI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,319,319
CARAPARI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,56,56
CARIPUYO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,29,29
CARMEN RIVERO TORREZ,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,106,106
CHALLAPATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,232,232
CHAQUI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,29,29
CHARAGUA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,264,264
CHAYANTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,56,56
CHIMORE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,290,290
CHOQUE COTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,60,60
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,174,174
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,29,29
CKOCHAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,58,58
CLIZA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,203,203
COBIJA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,846,846
COCAPATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,262,262
COCHABAMBA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,10953,10953
COIPASA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,58,58
COLCAPIRHUA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,406,406
"COLCHA ""K""",internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,58,58
COLLANA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,59,59
COLOMI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,377,377
COLPA BELGICA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,58,58
COLQUECHACA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,116,116
COLQUENCHA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,87,87
COLQUIRI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,93,93
COMARAPA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,289,289
CONCEPCION,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,145,145
COPACABANA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,87,87
CORIPATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,145,145
COROICO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,319,319
CORQUE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,58,58
COTAGAITA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,87,87
COTOCA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,667,667
CUATRO CAÑADAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,550,550
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,87,87
CUEVO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,58,58
CULPINA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,406,406
CURAHUARA DE CARANGAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,145,145
DESAGUADERO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,58,58
EL ALTO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,5394,5394
EL CHORO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,174,174
EL PUENTE(STC),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,145,145
EL TORNO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,406,406
EL VILLAR,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,203,203
ENTRE RIOS TRJ,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,174,174
ENTRE RIOS CBBA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,406,406
ESCOMA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,116,116
EUCALIPTUS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,58,58
EXALTACION,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,29,29
FERNANDEZ ALONSO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,290,290
FILADELFIA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,54,54
GENERAL SAAVEDRA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,116,116
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,116,116
GUANAY,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,145,145
GUAQUI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,29,29
GUAYARAMERIN,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,1017,1017
GUTIERREZ,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,58,58
HUACARETA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,434,434
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,170,170
HUACHACALLA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,78,78
HUANUNI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,406,406
HUARACAJE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,29,29
HUAYLLAMARCA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,58,58
HUMANATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,55,55
ICLA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,171,171
INCAHUASI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,300,300
INQUISIVI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,58,58
IRUPANA (VILLA DE LANZA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,87,87
IXIAMAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,58,58
JESUS DE MACHACA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,172,172
LA ASUNTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,319,319
LA GUARDIA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,696,696
LA PAZ,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,12956,12956
LAGUNILLAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,58,58
LAJA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,174,174
LAS CARRERAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,259,259
LLALLAGUA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,348,348
LLICA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,58,58
LURIBAY,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,116,116
MACHACAMARCA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,58,58
MACHARETI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,174,174
MAGDALENA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,116,116
MAIRANA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,87,87
MAPIRI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,116,116
MECAPACA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,116,116
MINEROS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,145,145
MIZQUE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,783,783
MOCOMOCO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,58,58
MOJOCOYA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,205,205
MONTEAGUDO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,638,638
MONTERO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,1139,1139
MORO MORO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,87,87
MOROCHATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,261,261
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,28,28
NAZACARA DE PACAJES,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,29,29
OCURI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,90,90
OKINAWA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,174,174
OMEREQUE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,232,232
ORURO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,3426,3426
PADILLA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,377,377
PAILON,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,280,280
PALOS BLANCOS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,406,406
PAMPA GRANDE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,29,29
PAPEL PAMPA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,29,29
PASORAPA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,174,174
PATACAMAYA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,232,232
PAZÑA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,58,58
PELECHUCO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,58,58
POCOATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,87,87
POCONA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,464,464
POJO (CBBA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,290,290
POOPO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,87,87
POROMA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,522,522
PORONGO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,319,319
PORTACHUELO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,319,319
PORVENIR,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,87,87
POSTRER VALLE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,58,58
POTOSI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,2030,2030
PRESTO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,232,232
PUCARA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,29,29
PUCARANI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,87,87
PUERTO ACOSTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,29,29
PUERTO CARABUCO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,174,174
PUERTO GONZALO MORENO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,80,80
PUERTO PEREZ,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,29,29
PUERTO RICO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-02-01,72,72
