municipality,group,variable,month,l 13.7 Días camas ocupadas maternidad,TOTAL
TURCO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-11-01,6,6
UMALA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-11-01,2,2
UNCIA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-11-01,25,25
URUBICHA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-11-01,18,18
UYUNI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-11-01,225,225
VACAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-11-01,8,8
VALLEGRANDE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-11-01,94,94
VIACHA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-11-01,61,61
VILA VILA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-11-01,5,5
VILLA CHARCAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-11-01,42,42
VILLA MONTES,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-11-01,251,251
VILLA RIVERO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-11-01,4,4
VILLA SERRANO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-11-01,22,22
VILLA TUNARI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-11-01,459,459
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-11-01,25,25
VILLAZON,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-11-01,158,158
VINTO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-11-01,158,158
VITICHI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-11-01,4,4
WARNES,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-11-01,214,214
YACO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-11-01,16,16
YACUIBA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-11-01,314,314
YAMPARAEZ,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-11-01,9,9
YANACACHI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-11-01,8,8
YAPACANI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-11-01,162,162
YOCALLA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-11-01,4,4
YOTALA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-11-01,48,48
ZUDAÑEZ,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-11-01,20,20
ACHACACHI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,23,23
ACHOCALLA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,3,3
AIQUILE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,76,76
ALALAY,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,4,4
ALCALA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,4,4
ALTO BENI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,7,7
ANCORAIMES,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,6,6
ANTEQUERA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,1,1
ANZALDO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,156,156
APOLO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,20,20
ARAMPAMPA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,4,4
ARBIETO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,9,9
ARQUE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,1,1
ASCENCION DE GUARAYOS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,170,170
ATOCHA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,110,110
AYATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,2,2
AYO AYO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,30,30
AZURDUY,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,10,10
BAURES,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,19,19
BELEN DE ANDAMARCA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,2,2
BERMEJO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,137,137
BETANZOS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,39,39
BOYUIBE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,5,5
BUENA VISTA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,15,15
CABEZAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,11,11
CAIROMA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,10,10
CAJUATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,20,20
CALAMARCA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,4,4
CAMARGO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,181,181
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,9,9
CAMIRI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,269,269
CAPINOTA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,12,12
CARACOLLO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,20,20
CARANAVI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,173,173
CARAPARI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,9,9
CARIPUYO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,1,1
CARMEN RIVERO TORREZ,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,6,6
CHALLAPATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,141,141
CHAQUI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,2,2
CHARAGUA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,53,53
CHARAÑA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,1,1
CHAYANTA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,17,17
CHIMORE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,10,10
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,124,124
CHUMA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,12,12
CKOCHAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,11,11
CLIZA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,57,57
COBIJA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,648,648
COCAPATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,9,9
COCHABAMBA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,6081,6081
COIPASA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,2,2
COLCAPIRHUA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,55,55
"COLCHA ""K""",internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,3,3
COLLANA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,1,1
COLOMI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,23,23
COLPA BELGICA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,55,55
COLQUECHACA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,18,18
COLQUENCHA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,10,10
COLQUIRI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,5,5
COMARAPA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,61,61
COMBAYA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,1,1
CONCEPCION,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,64,64
COPACABANA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,16,16
CORIPATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,26,26
COROICO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,64,64
CORQUE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,6,6
COTAGAITA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,41,41
COTOCA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,158,158
CUATRO CAÑADAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,29,29
CULPINA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,137,137
CURAHUARA DE CARANGAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,10,10
DESAGUADERO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,6,6
EL ALTO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,3813,3813
EL CHORO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,2,2
EL PUENTE(STC),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,14,14
EL PUENTE(TJA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,23,23
EL TORNO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,213,213
EL VILLAR,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,14,14
ENTRE RIOS TRJ,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,31,31
ENTRE RIOS CBBA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,21,21
ESCOMA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,14,14
EUCALIPTUS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,9,9
EXALTACION,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,2,2
FERNANDEZ ALONSO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,26,26
GENERAL SAAVEDRA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,8,8
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,1,1
GUANAY,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,23,23
GUAQUI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,8,8
GUAYARAMERIN,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,501,501
GUTIERREZ,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,11,11
HUACARETA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,19,19
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,12,12
HUANUNI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,151,151
HUARACAJE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,13,13
HUARINA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,5,5
HUAYLLAMARCA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,2,2
ICLA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,9,9
INCAHUASI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,43,43
INQUISIVI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,8,8
IRUPANA (VILLA DE LANZA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,5,5
IXIAMAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,8,8
JESUS DE MACHACA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,14,14
LA ASUNTA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,50,50
LA GUARDIA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,130,130
LA PAZ,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,5478,5478
LAGUNILLAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,4,4
LAJA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,8,8
LAS CARRERAS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,12,12
LICOMA PAMPA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,1,1
LLALLAGUA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,178,178
LLICA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,4,4
MACHACAMARCA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,10,10
MACHARETI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,10,10
MAGDALENA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,76,76
MAIRANA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,86,86
MAPIRI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,18,18
MECAPACA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,2,2
MINEROS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,40,40
MIZQUE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,86,86
MOCOMOCO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,2,2
MOJOCOYA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,9,9
MONTEAGUDO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,202,202
MONTERO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,699,699
MORO MORO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,2,2
MOROCHATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,7,7
OCURI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,21,21
OKINAWA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,20,20
OMEREQUE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,17,17
ORURO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,1673,1673
PADILLA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,90,90
PAILON,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,32,32
PALOS BLANCOS,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,44,44
PAMPA GRANDE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,28,28
PAPEL PAMPA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,4,4
PASORAPA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,2,2
PATACAMAYA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,54,54
PAZÑA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,2,2
POCOATA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,7,7
POCONA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,18,18
POJO (CBBA),internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,33,33
POOPO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,2,2
POROMA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,35,35
PORONGO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,6,6
PORTACHUELO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,182,182
POSTRER VALLE,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,4,4
POTOSI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,1363,1363
PRESTO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,14,14
PUCARANI,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,23,23
PUERTO ACOSTA,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,2,2
PUERTO GONZALO MORENO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,2,2
PUERTO QUIJARRO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,80,80
PUERTO RICO,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,23,23
PUERTO SUAREZ,internaciones dias camas,l 13.7       dias camas ocupadas maternidad,2012-12-01,133,133
