,group,variable,month,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,TOTALES,TOTALES,TOTALES
TIQUIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,134,127,134,127,261
TIRAQUE (CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,199,160,199,160,359
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,1,9,1,9,10
TOCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,13,32,13,32,45
TODOS SANTOS,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,2,2,2,2,4
TOLATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,8,4,8,4,12
TOLEDO,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,20,19,20,19,39
TOMAVE,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,15,64,15,64,79
TOMINA,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,153,0,153,0,153
TORO TORO,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,27,91,27,91,118
TOTORA(CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,41,81,41,81,122
TOTORA(ORR),control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,22,30,22,30,52
TRIGAL,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,3,27,3,27,30
TRINIDAD,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,670,535,670,535,1205
TUPIZA,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,74,368,74,368,442
TURCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,16,16,16,16,32
UMALA,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,7,48,7,48,55
UNCIA,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,85,96,85,96,181
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,45,163,45,163,208
UYUNI,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,43,210,43,210,253
VACAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,10,45,10,45,55
VALLEGRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,32,138,32,138,170
VIACHA,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,171,284,171,284,455
VILA VILA,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,14,35,14,35,49
VILLA MONTES,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,74,338,74,338,412
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,14,9,14,9,23
VILLA RIVERO,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,42,2,42,2,44
VILLA SERRANO,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,117,0,117,0,117
VILLA TUNARI,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,335,443,335,443,778
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,82,0,82,0,82
VILLAZON,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,70,343,70,343,413
VINTO,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,98,23,98,23,121
VITICHI,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,18,0,18,0,18
WALDO BALLIVIAN,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,0,15,0,15,15
WARNES,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,312,141,312,141,453
YACO,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,14,32,14,32,46
YACUIBA,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,214,505,214,505,719
YAMPARAEZ,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,125,0,125,0,125
YANACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,9,26,9,26,35
YAPACANI,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,59,460,59,460,519
YOCALLA,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,14,67,14,67,81
YOTALA,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,37,0,37,0,37
YUNCHARA,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,23,23,23,23,46
ZUDAÑEZ,control de crecimiento infantil,control del nino menor de 1 ano,2008-01-01,92,0,92,0,92
ACACIO,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,11,64,11,64,75
ACHACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,151,375,151,375,526
ACHOCALLA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,71,53,71,53,124
AIQUILE,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,60,195,60,195,255
ALALAY,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,14,29,14,29,43
ALCALA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,7,39,7,39,46
ANCORAIMES,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,20,83,20,83,103
ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,6,45,6,45,51
ANTEQUERA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,9,54,9,54,63
ANZALDO,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,38,10,38,10,48
APOLO,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,65,166,65,166,231
ARAMPAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,7,48,7,48,55
ARANI,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,6,16,6,16,22
ARBIETO,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,46,58,46,58,104
ARQUE,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,23,79,23,79,102
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,120,0,120,0,120
ATOCHA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,22,130,22,130,152
AUCAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,10,0,10,0,10
AYATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,26,84,26,84,110
AYO AYO,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,14,49,14,49,63
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,62,134,62,134,196
AZURDUY,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,60,187,60,187,247
BATALLAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,25,117,25,117,142
BAURES,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,5,41,5,41,46
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,5,12,5,12,17
BELEN DE URMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,1,14,1,14,15
BELLA FLOR,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,10,0,10,0,10
BERMEJO,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,74,30,74,30,104
BETANZOS,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,42,195,42,195,237
BOLIVAR,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,28,68,28,68,96
BOLPEBRA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,8,0,8,0,8
BOYUIBE,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,10,22,10,22,32
BUENA VISTA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,16,114,16,114,130
CABEZAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,41,165,41,165,206
CAIROMA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,22,96,22,96,118
"CAIZA ""D""",control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,17,86,17,86,103
CAJUATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,16,148,16,148,164
CALACOTO,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,8,31,8,31,39
CALAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,17,121,17,121,138
CAMARGO,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,74,110,74,110,184
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,25,28,25,28,53
CAMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,147,314,147,314,461
CAPINOTA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,490,151,490,151,641
CAQUIAVIRI,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,13,60,13,60,73
CARACOLLO,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,53,128,53,128,181
CARANAVI,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,213,464,213,464,677
CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,3,1,3,1,4
CARAPARI,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,18,130,18,130,148
CARIPUYO,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,22,98,22,98,120
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,11,25,11,25,36
CATACORA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,1,8,1,8,9
CHALLAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,79,179,79,179,258
CHAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,18,46,18,46,64
CHARAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,59,278,59,278,337
CHARAÑA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,5,20,5,20,25
CHAYANTA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,50,208,50,208,258
CHIMORE,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,17,32,17,32,49
CHIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,3,8,3,8,11
CHOQUE COTA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,2,14,2,14,16
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,52,72,52,72,124
CHUMA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,22,75,22,75,97
CLIZA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,51,210,51,210,261
COBIJA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,229,238,229,238,467
COCHABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,2225,2046,2225,2046,4271
COIPASA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,1,4,1,4,5
COLCAPIRHUA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,323,168,323,168,491
"COLCHA ""K""",control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,17,84,17,84,101
COLLANA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,3,14,3,14,17
COLOMI,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,110,87,110,87,197
COLPA BELGICA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,9,55,9,55,64
COLQUECHACA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,66,126,66,126,192
COLQUENCHA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,12,53,12,53,65
COLQUIRI,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,50,173,50,173,223
COMANCHE,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,3,2,3,2,5
COMARAPA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,44,189,44,189,233
COMBAYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,6,27,6,27,33
CONCEPCION,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,4,17,4,17,21
COPACABANA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,45,54,45,54,99
CORIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,60,95,60,95,155
CORO CORO,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,9,74,9,74,83
COROICO,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,42,98,42,98,140
CORQUE,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,21,43,21,43,64
COTAGAITA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,35,172,35,172,207
COTOCA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,93,508,93,508,601
CUATRO CAÑADAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,0,12,0,12,12
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,5,9,5,9,14
CUEVO,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,3,47,3,47,50
CULPINA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,136,132,136,132,268
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,5,73,5,73,78
CURVA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,3,22,3,22,25
DESAGUADERO,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,17,39,17,39,56
EL ALTO,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,2521,3987,2521,3987,6508
EL CHORO,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,13,61,13,61,74
EL PUENTE(STC),control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,53,83,53,83,136
EL PUENTE(TJA),control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,8,47,8,47,55
EL TORNO,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,327,66,327,66,393
EL VILLAR,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,16,56,16,56,72
ENTRE RIOS,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,58,86,58,86,144
ENTRE RIOS,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,29,178,29,178,207
ESCARA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,2,0,2,0,2
ESMERALDA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,0,2,0,2,2
EUCALIPTUS,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,8,71,8,71,79
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,6,0,6,0,6
EXALTACION,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,6,45,6,45,51
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,26,101,26,101,127
FILADELFIA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,46,0,46,0,46
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,43,100,43,100,143
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,23,111,23,111,134
GUANAY,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,19,148,19,148,167
GUAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,12,28,12,28,40
GUAYARAMERIN,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,83,470,83,470,553
GUTIERREZ,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,26,162,26,162,188
HUACARETA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,64,64,64,64,128
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,30,0,30,0,30
HUACHACALLA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,1,6,1,6,7
HUANUNI,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,19,225,19,225,244
HUARACAJE,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,8,32,8,32,40
HUAYLLAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,24,14,24,14,38
ICHOCA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,7,26,7,26,33
ICLA,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,49,118,49,118,167
INCAHUASI,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,150,259,150,259,409
INGAVI (HUMAITA),control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,4,0,4,0,4
INQUISIVI,control de crecimiento infantil,control del nino menor de 1 ano,2008-02-01,23,64,23,64,87
