,group,variable,month,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,TOTALES,TOTALES,TOTALES
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,12,131,12,131,143
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,573,0,573,0,573
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,15,80,15,80,95
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,10,81,10,81,91
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,5,24,5,24,29
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,16,209,16,209,225
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,5,164,5,164,169
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,0,23,0,23,23
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,0,5,0,5,5
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,1,20,1,20,21
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,9,2,9,2,11
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,5,51,5,51,56
SAN RAMON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,58,51,58,51,109
SAN RAMON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,61,40,61,40,101
SANTA ANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,18,169,18,169,187
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,2460,3282,2460,3282,5742
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,99,4,99,4,103
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,1,89,1,89,90
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,0,14,0,14,14
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,1,89,1,89,90
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,0,21,0,21,21
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,4,36,4,36,40
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,0,45,0,45,45
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,3,74,3,74,77
SENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,22,0,22,0,22
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,0,128,0,128,128
SICAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,2,17,2,17,19
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,74,195,74,195,269
SOPACHUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,119,0,119,0,119
SORACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,8,54,8,54,62
SORATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,4,80,4,80,84
SUCRE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,1121,0,1121,0,1121
TACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,0,7,0,7,7
TACACOMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,12,30,12,30,42
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,0,47,0,47,47
TACOPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,1,69,1,69,70
TAPACARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,64,148,64,148,212
TARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,323,0,323,0,323
TARACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,3,23,3,23,26
TARATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,12,39,12,39,51
TARIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,830,597,830,597,1427
TARVITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,303,0,303,0,303
TEOPONTE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,0,76,0,76,76
TIAWANACU,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,1,70,1,70,71
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,8,79,8,79,87
TIPUANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,0,76,0,76,76
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,68,58,68,58,126
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,113,160,113,160,273
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,0,8,0,8,8
TOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,6,41,6,41,47
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,0,1,0,1,1
TOLATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,0,12,0,12,12
TOLEDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,21,14,21,14,35
TOMAVE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,3,135,3,135,138
TOMINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,179,0,179,0,179
TORO TORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,2,116,2,116,118
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,4,83,4,83,87
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,5,28,5,28,33
TRIGAL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,0,9,0,9,9
TRINIDAD,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,412,464,412,464,876
TUPIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,1,356,1,356,357
TURCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,12,18,12,18,30
UMALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,0,22,0,22,22
UNCIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,47,63,47,63,110
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,10,130,10,130,140
UYUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,0,122,0,122,122
VACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,11,20,11,20,31
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,4,88,4,88,92
VIACHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,73,154,73,154,227
VILA VILA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,6,21,6,21,27
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,34,240,34,240,274
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,13,10,13,10,23
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,13,5,13,5,18
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,120,2,120,2,122
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,239,387,239,387,626
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,72,0,72,0,72
VILLAZON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,1,401,1,401,402
VINTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,104,139,104,139,243
VITICHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,9,0,9,0,9
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,0,10,0,10,10
WARNES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,373,189,373,189,562
YACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,1,53,1,53,54
YACUIBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,23,417,23,417,440
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,122,0,122,0,122
YANACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,7,12,7,12,19
YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,24,431,24,431,455
YOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,8,45,8,45,53
YOTALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,37,0,37,0,37
YUNCHARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,24,41,24,41,65
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-01-01,108,0,108,0,108
ACACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,4,65,4,65,69
ACHACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,21,326,21,326,347
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,19,56,19,56,75
AIQUILE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,15,168,15,168,183
ALALAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,4,17,4,17,21
ALCALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,1,66,1,66,67
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,1,78,1,78,79
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,1,31,1,31,32
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,1,45,1,45,46
ANZALDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,42,19,42,19,61
APOLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,59,116,59,116,175
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,4,80,4,80,84
ARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,3,9,3,9,12
ARBIETO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,30,56,30,56,86
ARQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,9,87,9,87,96
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,754,0,754,0,754
ATOCHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,1,91,1,91,92
AUCAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,24,2,24,2,26
AYATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,6,63,6,63,69
AYO AYO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,2,32,2,32,34
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,26,177,26,177,203
AZURDUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,65,235,65,235,300
BATALLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,7,100,7,100,107
BAURES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,0,66,0,66,66
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,4,10,4,10,14
BELEN DE URMIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,0,14,0,14,14
BELLA FLOR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,13,0,13,0,13
BERMEJO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,165,36,165,36,201
BETANZOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,3,281,3,281,284
BOLIVAR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,7,70,7,70,77
BOLPEBRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,11,0,11,0,11
BOYUIBE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,9,11,9,11,20
BUENA VISTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,0,165,0,165,165
CABEZAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,12,210,12,210,222
CAIROMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,0,64,0,64,64
"CAIZA ""D""",control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,7,53,7,53,60
CAJUATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,2,96,2,96,98
CALACOTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,0,63,0,63,63
CALAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,0,141,0,141,141
CAMARGO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,51,111,51,111,162
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,32,39,32,39,71
CAMIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,87,263,87,263,350
CAPINOTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,143,74,143,74,217
CAQUIAVIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,1,43,1,43,44
CARACOLLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,23,99,23,99,122
CARANAVI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,65,450,65,450,515
CARAPARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,3,98,3,98,101
CARIPUYO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,1,108,1,108,109
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,6,23,6,23,29
CATACORA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,5,11,5,11,16
CHALLAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,37,233,37,233,270
CHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,2,65,2,65,67
CHARAGUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,38,238,38,238,276
CHARAÑA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,3,14,3,14,17
CHAYANTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,13,103,13,103,116
CHIMORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,66,54,66,54,120
CHIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,0,14,0,14,14
CHOQUE COTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,1,13,1,13,14
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,11,37,11,37,48
CHUMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,3,92,3,92,95
CLIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,32,118,32,118,150
COBIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,189,128,189,128,317
COCHABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,1070,1611,1070,1611,2681
COIPASA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,0,10,0,10,10
COLCAPIRHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,143,66,143,66,209
"COLCHA ""K""",control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-02-01,0,77,0,77,77
