,group,variable,month,13. 2 INGRESOS ESPONTÁNEOS CANTIDAD,13. 2 INGRESOS ESPONTÁNEOS CANTIDAD,TOTALES,TOTALES,TOTALES
PORTACHUELO,internaciones,2      ingresos espontaneos,2014-04-01,66,138,66,138,204
PORVENIR,internaciones,2      ingresos espontaneos,2014-04-01,2,10,2,10,12
POSTRER VALLE,internaciones,2      ingresos espontaneos,2014-04-01,0,1,0,1,1
POTOSI,internaciones,2      ingresos espontaneos,2014-04-01,696,1271,696,1271,1967
PRESTO,internaciones,2      ingresos espontaneos,2014-04-01,2,4,2,4,6
PUCARANI,internaciones,2      ingresos espontaneos,2014-04-01,2,22,2,22,24
PUERTO ACOSTA,internaciones,2      ingresos espontaneos,2014-04-01,0,7,0,7,7
PUERTO CARABUCO,internaciones,2      ingresos espontaneos,2014-04-01,0,1,0,1,1
PUERTO GONZALO MORENO,internaciones,2      ingresos espontaneos,2014-04-01,6,6,6,6,12
PUERTO QUIJARRO,internaciones,2      ingresos espontaneos,2014-04-01,25,42,25,42,67
PUERTO RICO,internaciones,2      ingresos espontaneos,2014-04-01,12,26,12,26,38
PUERTO SUAREZ,internaciones,2      ingresos espontaneos,2014-04-01,25,73,25,73,98
PUERTO VILLARROEL,internaciones,2      ingresos espontaneos,2014-04-01,72,174,72,174,246
PUNA,internaciones,2      ingresos espontaneos,2014-04-01,0,10,0,10,10
PUNATA,internaciones,2      ingresos espontaneos,2014-04-01,73,142,73,142,215
QUIABAYA,internaciones,2      ingresos espontaneos,2014-04-01,0,3,0,3,3
QUILLACOLLO,internaciones,2      ingresos espontaneos,2014-04-01,10,371,10,371,381
QUIME,internaciones,2      ingresos espontaneos,2014-04-01,2,9,2,9,11
QUIRUSILLAS,internaciones,2      ingresos espontaneos,2014-04-01,2,2,2,2,4
RAVELO,internaciones,2      ingresos espontaneos,2014-04-01,0,3,0,3,3
REYES,internaciones,2      ingresos espontaneos,2014-04-01,5,31,5,31,36
RIBERALTA,internaciones,2      ingresos espontaneos,2014-04-01,262,595,262,595,857
ROBORE,internaciones,2      ingresos espontaneos,2014-04-01,35,61,35,61,96
RURRENABAQUE,internaciones,2      ingresos espontaneos,2014-04-01,29,98,29,98,127
SABAYA,internaciones,2      ingresos espontaneos,2014-04-01,0,1,0,1,1
SACABA,internaciones,2      ingresos espontaneos,2014-04-01,123,381,123,381,504
SACABAMBA,internaciones,2      ingresos espontaneos,2014-04-01,7,10,7,10,17
SACACA,internaciones,2      ingresos espontaneos,2014-04-01,3,9,3,9,12
SAIPINA,internaciones,2      ingresos espontaneos,2014-04-01,2,10,2,10,12
SALINAS DE GARCI MENDOZA,internaciones,2      ingresos espontaneos,2014-04-01,0,10,0,10,10
SAMAIPATA,internaciones,2      ingresos espontaneos,2014-04-01,5,21,5,21,26
SAN ANDRES,internaciones,2      ingresos espontaneos,2014-04-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,internaciones,2      ingresos espontaneos,2014-04-01,2,3,2,3,5
SAN BENITO,internaciones,2      ingresos espontaneos,2014-04-01,5,8,5,8,13
SAN BORJA,internaciones,2      ingresos espontaneos,2014-04-01,36,138,36,138,174
SAN BUENA VENTURA,internaciones,2      ingresos espontaneos,2014-04-01,25,16,25,16,41
SAN CARLOS,internaciones,2      ingresos espontaneos,2014-04-01,42,90,42,90,132
SAN IGNACIO,internaciones,2      ingresos espontaneos,2014-04-01,28,85,28,85,113
SAN IGNACIO DE VELASCO,internaciones,2      ingresos espontaneos,2014-04-01,71,230,71,230,301
SAN JAVIER(STC),internaciones,2      ingresos espontaneos,2014-04-01,15,53,15,53,68
SAN JOAQUIN,internaciones,2      ingresos espontaneos,2014-04-01,14,24,14,24,38
SAN JOSE DE CHIQUITOS,internaciones,2      ingresos espontaneos,2014-04-01,96,129,96,129,225
SAN JUAN DE YAPACANI,internaciones,2      ingresos espontaneos,2014-04-01,0,69,0,69,69
SAN JULIAN,internaciones,2      ingresos espontaneos,2014-04-01,43,140,43,140,183
SAN LORENZO(TJA),internaciones,2      ingresos espontaneos,2014-04-01,0,5,0,5,5
SAN LUCAS,internaciones,2      ingresos espontaneos,2014-04-01,11,41,11,41,52
SAN MATIAS,internaciones,2      ingresos espontaneos,2014-04-01,20,37,20,37,57
SAN MIGUEL DE VELASCO,internaciones,2      ingresos espontaneos,2014-04-01,3,20,3,20,23
SAN PEDRO,internaciones,2      ingresos espontaneos,2014-04-01,4,6,4,6,10
SAN PEDRO DE BUENA VISTA,internaciones,2      ingresos espontaneos,2014-04-01,0,5,0,5,5
SAN RAFAEL,internaciones,2      ingresos espontaneos,2014-04-01,6,24,6,24,30
SAN RAMON BENI,internaciones,2      ingresos espontaneos,2014-04-01,12,27,12,27,39
SAN RAMON SCZ,internaciones,2      ingresos espontaneos,2014-04-01,8,40,8,40,48
SANTA ANA,internaciones,2      ingresos espontaneos,2014-04-01,47,111,47,111,158
SANTA CRUZ DE LA SIERRA,internaciones,2      ingresos espontaneos,2014-04-01,4449,9383,4449,9383,13832
SANTA ROSA,internaciones,2      ingresos espontaneos,2014-04-01,6,33,6,33,39
SANTA ROSA DEL SARA,internaciones,2      ingresos espontaneos,2014-04-01,6,16,6,16,22
SANTIAGO DE CALLAPA,internaciones,2      ingresos espontaneos,2014-04-01,0,2,0,2,2
SANTIAGO DE HUARI,internaciones,2      ingresos espontaneos,2014-04-01,0,11,0,11,11
SANTIAGO DE HUATA,internaciones,2      ingresos espontaneos,2014-04-01,0,2,0,2,2
SANTIAGO DE MACHACA,internaciones,2      ingresos espontaneos,2014-04-01,0,2,0,2,2
SANTIVAÑES,internaciones,2      ingresos espontaneos,2014-04-01,0,6,0,6,6
SANTUARIO DE QUILLACAS,internaciones,2      ingresos espontaneos,2014-04-01,1,2,1,2,3
SAPAHAQUI,internaciones,2      ingresos espontaneos,2014-04-01,0,5,0,5,5
SENA,internaciones,2      ingresos espontaneos,2014-04-01,14,18,14,18,32
SHINAOTA,internaciones,2      ingresos espontaneos,2014-04-01,35,98,35,98,133
SICA SICA (VILLA AROMA),internaciones,2      ingresos espontaneos,2014-04-01,0,9,0,9,9
SICAYA,internaciones,2      ingresos espontaneos,2014-04-01,0,1,0,1,1
SIPE SIPE,internaciones,2      ingresos espontaneos,2014-04-01,0,33,0,33,33
SOPACHUY,internaciones,2      ingresos espontaneos,2014-04-01,5,10,5,10,15
SORACACHI,internaciones,2      ingresos espontaneos,2014-04-01,0,2,0,2,2
SORATA,internaciones,2      ingresos espontaneos,2014-04-01,4,11,4,11,15
SUCRE,internaciones,2      ingresos espontaneos,2014-04-01,1286,1737,1286,1737,3023
TACACHI,internaciones,2      ingresos espontaneos,2014-04-01,0,2,0,2,2
TACACOMA,internaciones,2      ingresos espontaneos,2014-04-01,0,6,0,6,6
TACOPAYA,internaciones,2      ingresos espontaneos,2014-04-01,1,9,1,9,10
TAPACARI,internaciones,2      ingresos espontaneos,2014-04-01,0,6,0,6,6
TARABUCO,internaciones,2      ingresos espontaneos,2014-04-01,12,32,12,32,44
TARATA,internaciones,2      ingresos espontaneos,2014-04-01,0,5,0,5,5
TARIJA,internaciones,2      ingresos espontaneos,2014-04-01,722,702,722,702,1424
TARVITA,internaciones,2      ingresos espontaneos,2014-04-01,6,19,6,19,25
TEOPONTE,internaciones,2      ingresos espontaneos,2014-04-01,0,13,0,13,13
TIAWANACU,internaciones,2      ingresos espontaneos,2014-04-01,0,11,0,11,11
TIPUANI,internaciones,2      ingresos espontaneos,2014-04-01,12,20,12,20,32
TIQUIPAYA,internaciones,2      ingresos espontaneos,2014-04-01,31,179,31,179,210
TIRAQUE (CBBA),internaciones,2      ingresos espontaneos,2014-04-01,0,18,0,18,18
TOCO,internaciones,2      ingresos espontaneos,2014-04-01,0,2,0,2,2
TOLATA,internaciones,2      ingresos espontaneos,2014-04-01,2,10,2,10,12
TOMINA,internaciones,2      ingresos espontaneos,2014-04-01,2,28,2,28,30
TORO TORO,internaciones,2      ingresos espontaneos,2014-04-01,0,4,0,4,4
TOTORA(CBBA),internaciones,2      ingresos espontaneos,2014-04-01,4,38,4,38,42
TOTORA(ORR),internaciones,2      ingresos espontaneos,2014-04-01,0,5,0,5,5
TRIGAL,internaciones,2      ingresos espontaneos,2014-04-01,5,8,5,8,13
TRINIDAD,internaciones,2      ingresos espontaneos,2014-04-01,341,630,341,630,971
TUPIZA,internaciones,2      ingresos espontaneos,2014-04-01,128,181,128,181,309
UMALA,internaciones,2      ingresos espontaneos,2014-04-01,0,5,0,5,5
UNCIA,internaciones,2      ingresos espontaneos,2014-04-01,0,18,0,18,18
URUBICHA,internaciones,2      ingresos espontaneos,2014-04-01,3,22,3,22,25
UYUNI,internaciones,2      ingresos espontaneos,2014-04-01,32,110,32,110,142
VACAS,internaciones,2      ingresos espontaneos,2014-04-01,0,5,0,5,5
VALLEGRANDE,internaciones,2      ingresos espontaneos,2014-04-01,45,95,45,95,140
VIACHA,internaciones,2      ingresos espontaneos,2014-04-01,34,109,34,109,143
VILA VILA,internaciones,2      ingresos espontaneos,2014-04-01,0,4,0,4,4
VILLA CHARCAS,internaciones,2      ingresos espontaneos,2014-04-01,0,15,0,15,15
VILLA MONTES,internaciones,2      ingresos espontaneos,2014-04-01,86,231,86,231,317
VILLA RIVERO,internaciones,2      ingresos espontaneos,2014-04-01,6,15,6,15,21
VILLA SERRANO,internaciones,2      ingresos espontaneos,2014-04-01,0,2,0,2,2
VILLA TUNARI,internaciones,2      ingresos espontaneos,2014-04-01,115,338,115,338,453
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,2      ingresos espontaneos,2014-04-01,4,7,4,7,11
VILLAZON,internaciones,2      ingresos espontaneos,2014-04-01,57,145,57,145,202
VINTO,internaciones,2      ingresos espontaneos,2014-04-01,5,103,5,103,108
WARNES,internaciones,2      ingresos espontaneos,2014-04-01,62,134,62,134,196
YACO,internaciones,2      ingresos espontaneos,2014-04-01,0,5,0,5,5
YACUIBA,internaciones,2      ingresos espontaneos,2014-04-01,256,485,256,485,741
YAMPARAEZ,internaciones,2      ingresos espontaneos,2014-04-01,1,1,1,1,2
YANACACHI,internaciones,2      ingresos espontaneos,2014-04-01,0,1,0,1,1
YAPACANI,internaciones,2      ingresos espontaneos,2014-04-01,267,288,267,288,555
YOTALA,internaciones,2      ingresos espontaneos,2014-04-01,1,14,1,14,15
ZUDAÑEZ,internaciones,2      ingresos espontaneos,2014-04-01,38,56,38,56,94
ACHACACHI,internaciones,2      ingresos espontaneos,2014-05-01,10,39,10,39,49
ACHOCALLA,internaciones,2      ingresos espontaneos,2014-05-01,0,2,0,2,2
AIQUILE,internaciones,2      ingresos espontaneos,2014-05-01,37,69,37,69,106
ALALAY,internaciones,2      ingresos espontaneos,2014-05-01,0,2,0,2,2
ALCALA,internaciones,2      ingresos espontaneos,2014-05-01,1,3,1,3,4
ALTO BENI,internaciones,2      ingresos espontaneos,2014-05-01,0,8,0,8,8
ANCORAIMES,internaciones,2      ingresos espontaneos,2014-05-01,0,1,0,1,1
ANTEQUERA,internaciones,2      ingresos espontaneos,2014-05-01,0,4,0,4,4
ANZALDO,internaciones,2      ingresos espontaneos,2014-05-01,5,20,5,20,25
APOLO,internaciones,2      ingresos espontaneos,2014-05-01,5,29,5,29,34
ARAMPAMPA,internaciones,2      ingresos espontaneos,2014-05-01,2,6,2,6,8
ARANI,internaciones,2      ingresos espontaneos,2014-05-01,0,17,0,17,17
ARBIETO,internaciones,2      ingresos espontaneos,2014-05-01,0,8,0,8,8
ASCENCION DE GUARAYOS,internaciones,2      ingresos espontaneos,2014-05-01,60,141,60,141,201
ATOCHA,internaciones,2      ingresos espontaneos,2014-05-01,44,57,44,57,101
AYATA,internaciones,2      ingresos espontaneos,2014-05-01,0,5,0,5,5
AYO AYO,internaciones,2      ingresos espontaneos,2014-05-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,2      ingresos espontaneos,2014-05-01,10,42,10,42,52
AZURDUY,internaciones,2      ingresos espontaneos,2014-05-01,9,14,9,14,23
BAURES,internaciones,2      ingresos espontaneos,2014-05-01,4,14,4,14,18
BELLA FLOR,internaciones,2      ingresos espontaneos,2014-05-01,1,1,1,1,2
BERMEJO,internaciones,2      ingresos espontaneos,2014-05-01,58,55,58,55,113
BETANZOS,internaciones,2      ingresos espontaneos,2014-05-01,2,41,2,41,43
BOLIVAR,internaciones,2      ingresos espontaneos,2014-05-01,0,1,0,1,1
BOYUIBE,internaciones,2      ingresos espontaneos,2014-05-01,12,22,12,22,34
BUENA VISTA,internaciones,2      ingresos espontaneos,2014-05-01,6,8,6,8,14
CABEZAS,internaciones,2      ingresos espontaneos,2014-05-01,7,20,7,20,27
CAIROMA,internaciones,2      ingresos espontaneos,2014-05-01,5,11,5,11,16
"CAIZA ""D""",internaciones,2      ingresos espontaneos,2014-05-01,0,3,0,3,3
CAJUATA,internaciones,2      ingresos espontaneos,2014-05-01,0,6,0,6,6
CALACOTO,internaciones,2      ingresos espontaneos,2014-05-01,1,3,1,3,4
CALAMARCA,internaciones,2      ingresos espontaneos,2014-05-01,0,5,0,5,5
CAMARGO,internaciones,2      ingresos espontaneos,2014-05-01,28,73,28,73,101
CAMATAQUI (C. VILLA ABECIA),internaciones,2      ingresos espontaneos,2014-05-01,0,3,0,3,3
CAMIRI,internaciones,2      ingresos espontaneos,2014-05-01,147,346,147,346,493
CAPINOTA,internaciones,2      ingresos espontaneos,2014-05-01,3,38,3,38,41
CAQUIAVIRI,internaciones,2      ingresos espontaneos,2014-05-01,0,1,0,1,1
CARACOLLO,internaciones,2      ingresos espontaneos,2014-05-01,2,29,2,29,31
CARANAVI,internaciones,2      ingresos espontaneos,2014-05-01,25,130,25,130,155
CARAPARI,internaciones,2      ingresos espontaneos,2014-05-01,3,8,3,8,11
CARMEN RIVERO TORREZ,internaciones,2      ingresos espontaneos,2014-05-01,10,18,10,18,28
CHALLAPATA,internaciones,2      ingresos espontaneos,2014-05-01,8,76,8,76,84
CHAQUI,internaciones,2      ingresos espontaneos,2014-05-01,0,5,0,5,5
CHARAGUA,internaciones,2      ingresos espontaneos,2014-05-01,40,125,40,125,165
CHAYANTA,internaciones,2      ingresos espontaneos,2014-05-01,0,11,0,11,11
CHIMORE,internaciones,2      ingresos espontaneos,2014-05-01,0,13,0,13,13
CHULUMANI (V. DE LA LIBERTAD),internaciones,2      ingresos espontaneos,2014-05-01,61,109,61,109,170
CHUMA,internaciones,2      ingresos espontaneos,2014-05-01,1,1,1,1,2
CLIZA,internaciones,2      ingresos espontaneos,2014-05-01,26,65,26,65,91
COBIJA,internaciones,2      ingresos espontaneos,2014-05-01,148,168,148,168,316
COCAPATA,internaciones,2      ingresos espontaneos,2014-05-01,0,3,0,3,3
COCHABAMBA,internaciones,2      ingresos espontaneos,2014-05-01,3174,5040,3174,5040,8214
COLCAPIRHUA,internaciones,2      ingresos espontaneos,2014-05-01,47,85,47,85,132
"COLCHA ""K""",internaciones,2      ingresos espontaneos,2014-05-01,0,1,0,1,1
COLLANA,internaciones,2      ingresos espontaneos,2014-05-01,0,1,0,1,1
COLOMI,internaciones,2      ingresos espontaneos,2014-05-01,0,23,0,23,23
COLPA BELGICA,internaciones,2      ingresos espontaneos,2014-05-01,18,20,18,20,38
COLQUECHACA,internaciones,2      ingresos espontaneos,2014-05-01,0,7,0,7,7
COLQUENCHA,internaciones,2      ingresos espontaneos,2014-05-01,0,8,0,8,8
COLQUIRI,internaciones,2      ingresos espontaneos,2014-05-01,0,4,0,4,4
COMARAPA,internaciones,2      ingresos espontaneos,2014-05-01,14,60,14,60,74
CONCEPCION,internaciones,2      ingresos espontaneos,2014-05-01,19,56,19,56,75
COPACABANA,internaciones,2      ingresos espontaneos,2014-05-01,1,7,1,7,8
CORIPATA,internaciones,2      ingresos espontaneos,2014-05-01,0,12,0,12,12
CORO CORO,internaciones,2      ingresos espontaneos,2014-05-01,0,3,0,3,3
COROICO,internaciones,2      ingresos espontaneos,2014-05-01,30,58,30,58,88
CORQUE,internaciones,2      ingresos espontaneos,2014-05-01,1,5,1,5,6
COTAGAITA,internaciones,2      ingresos espontaneos,2014-05-01,2,9,2,9,11
COTOCA,internaciones,2      ingresos espontaneos,2014-05-01,15,133,15,133,148
CUATRO CAÑADAS,internaciones,2      ingresos espontaneos,2014-05-01,17,38,17,38,55
CUCHUMUELA (V. G. VILLARROEL),internaciones,2      ingresos espontaneos,2014-05-01,0,1,0,1,1
CUEVO,internaciones,2      ingresos espontaneos,2014-05-01,1,7,1,7,8
CULPINA,internaciones,2      ingresos espontaneos,2014-05-01,15,41,15,41,56
CURAHUARA DE CARANGAS,internaciones,2      ingresos espontaneos,2014-05-01,0,7,0,7,7
DESAGUADERO,internaciones,2      ingresos espontaneos,2014-05-01,0,7,0,7,7
EL ALTO,internaciones,2      ingresos espontaneos,2014-05-01,1009,2591,1009,2591,3600
EL CHORO,internaciones,2      ingresos espontaneos,2014-05-01,0,4,0,4,4
EL PUENTE(STC),internaciones,2      ingresos espontaneos,2014-05-01,11,26,11,26,37
EL PUENTE(TJA),internaciones,2      ingresos espontaneos,2014-05-01,0,4,0,4,4
EL TORNO,internaciones,2      ingresos espontaneos,2014-05-01,247,369,247,369,616
EL VILLAR,internaciones,2      ingresos espontaneos,2014-05-01,1,4,1,4,5
ENTRE RIOS TRJ,internaciones,2      ingresos espontaneos,2014-05-01,6,27,6,27,33
ENTRE RIOS CBBA,internaciones,2      ingresos espontaneos,2014-05-01,10,36,10,36,46
ESCOMA,internaciones,2      ingresos espontaneos,2014-05-01,2,14,2,14,16
EUCALIPTUS,internaciones,2      ingresos espontaneos,2014-05-01,0,6,0,6,6
EXALTACION,internaciones,2      ingresos espontaneos,2014-05-01,1,6,1,6,7
FERNANDEZ ALONSO,internaciones,2      ingresos espontaneos,2014-05-01,14,30,14,30,44
GENERAL SAAVEDRA,internaciones,2      ingresos espontaneos,2014-05-01,1,36,1,36,37
GRAL. J.J. PEREZ (CHARAZANI),internaciones,2      ingresos espontaneos,2014-05-01,3,6,3,6,9
GUANAY,internaciones,2      ingresos espontaneos,2014-05-01,0,10,0,10,10
GUAQUI,internaciones,2      ingresos espontaneos,2014-05-01,0,2,0,2,2
GUAYARAMERIN,internaciones,2      ingresos espontaneos,2014-05-01,162,325,162,325,487
GUTIERREZ,internaciones,2      ingresos espontaneos,2014-05-01,6,32,6,32,38
HUACARETA,internaciones,2      ingresos espontaneos,2014-05-01,8,9,8,9,17
HUACAYA (VILLA DE HUACAYA),internaciones,2      ingresos espontaneos,2014-05-01,1,5,1,5,6
HUACHACALLA,internaciones,2      ingresos espontaneos,2014-05-01,2,4,2,4,6
HUANUNI,internaciones,2      ingresos espontaneos,2014-05-01,79,105,79,105,184
HUARACAJE,internaciones,2      ingresos espontaneos,2014-05-01,8,16,8,16,24
HUARINA,internaciones,2      ingresos espontaneos,2014-05-01,0,3,0,3,3
HUATAJATA,internaciones,2      ingresos espontaneos,2014-05-01,0,1,0,1,1
HUAYLLAMARCA,internaciones,2      ingresos espontaneos,2014-05-01,4,10,4,10,14
HUMANATA,internaciones,2      ingresos espontaneos,2014-05-01,2,1,2,1,3
ICHOCA,internaciones,2      ingresos espontaneos,2014-05-01,0,2,0,2,2
ICLA,internaciones,2      ingresos espontaneos,2014-05-01,0,5,0,5,5
INCAHUASI,internaciones,2      ingresos espontaneos,2014-05-01,1,11,1,11,12
IRUPANA (VILLA DE LANZA),internaciones,2      ingresos espontaneos,2014-05-01,10,35,10,35,45
IXIAMAS,internaciones,2      ingresos espontaneos,2014-05-01,3,21,3,21,24
JESUS DE MACHACA,internaciones,2      ingresos espontaneos,2014-05-01,1,11,1,11,12
LA ASUNTA,internaciones,2      ingresos espontaneos,2014-05-01,39,50,39,50,89
LA GUARDIA,internaciones,2      ingresos espontaneos,2014-05-01,27,93,27,93,120
LA PAZ,internaciones,2      ingresos espontaneos,2014-05-01,4103,6024,4103,6024,10127
LAGUNILLAS,internaciones,2      ingresos espontaneos,2014-05-01,1,2,1,2,3
LAJA,internaciones,2      ingresos espontaneos,2014-05-01,0,6,0,6,6
LICOMA PAMPA,internaciones,2      ingresos espontaneos,2014-05-01,0,2,0,2,2
LLALLAGUA,internaciones,2      ingresos espontaneos,2014-05-01,56,151,56,151,207
LORETO,internaciones,2      ingresos espontaneos,2014-05-01,0,1,0,1,1
MACHACAMARCA,internaciones,2      ingresos espontaneos,2014-05-01,0,2,0,2,2
MACHARETI,internaciones,2      ingresos espontaneos,2014-05-01,1,4,1,4,5
MAGDALENA,internaciones,2      ingresos espontaneos,2014-05-01,15,58,15,58,73
MAIRANA,internaciones,2      ingresos espontaneos,2014-05-01,8,40,8,40,48
MAPIRI,internaciones,2      ingresos espontaneos,2014-05-01,8,32,8,32,40
MINEROS,internaciones,2      ingresos espontaneos,2014-05-01,5,5,5,5,10
MIZQUE,internaciones,2      ingresos espontaneos,2014-05-01,8,28,8,28,36
MOCOMOCO,internaciones,2      ingresos espontaneos,2014-05-01,0,2,0,2,2
MOJOCOYA,internaciones,2      ingresos espontaneos,2014-05-01,5,13,5,13,18
MONTEAGUDO,internaciones,2      ingresos espontaneos,2014-05-01,54,15,54,15,69
MONTERO,internaciones,2      ingresos espontaneos,2014-05-01,241,595,241,595,836
MORO MORO,internaciones,2      ingresos espontaneos,2014-05-01,0,3,0,3,3
MOROCHATA,internaciones,2      ingresos espontaneos,2014-05-01,0,9,0,9,9
OCURI,internaciones,2      ingresos espontaneos,2014-05-01,0,7,0,7,7
OKINAWA,internaciones,2      ingresos espontaneos,2014-05-01,11,32,11,32,43
OMEREQUE,internaciones,2      ingresos espontaneos,2014-05-01,6,8,6,8,14
ORURO,internaciones,2      ingresos espontaneos,2014-05-01,514,1989,514,1989,2503
PADILLA,internaciones,2      ingresos espontaneos,2014-05-01,33,49,33,49,82
PAILON,internaciones,2      ingresos espontaneos,2014-05-01,33,56,33,56,89
PALCA,internaciones,2      ingresos espontaneos,2014-05-01,0,2,0,2,2
PALOS BLANCOS,internaciones,2      ingresos espontaneos,2014-05-01,6,40,6,40,46
PAMPA GRANDE,internaciones,2      ingresos espontaneos,2014-05-01,4,11,4,11,15
PAPEL PAMPA,internaciones,2      ingresos espontaneos,2014-05-01,0,3,0,3,3
PASORAPA,internaciones,2      ingresos espontaneos,2014-05-01,3,6,3,6,9
PATACAMAYA,internaciones,2      ingresos espontaneos,2014-05-01,1,36,1,36,37
PELECHUCO,internaciones,2      ingresos espontaneos,2014-05-01,0,2,0,2,2
