,group,variable,month,13. 3 EGRESOS CANTIDAD,13. 3 EGRESOS CANTIDAD,TOTALES,TOTALES,TOTALES
SAN BENITO,internaciones,3      egresos,2014-11-01,5,10,5,10,15
SAN BORJA,internaciones,3      egresos,2014-11-01,36,145,36,145,181
SAN BUENA VENTURA,internaciones,3      egresos,2014-11-01,5,24,5,24,29
SAN CARLOS,internaciones,3      egresos,2014-11-01,0,10,0,10,10
SAN IGNACIO,internaciones,3      egresos,2014-11-01,25,63,25,63,88
SAN IGNACIO DE VELASCO,internaciones,3      egresos,2014-11-01,82,262,82,262,344
SAN JAVIER(STC),internaciones,3      egresos,2014-11-01,9,41,9,41,50
SAN JOAQUIN,internaciones,3      egresos,2014-11-01,10,21,10,21,31
SAN JOSE DE CHIQUITOS,internaciones,3      egresos,2014-11-01,66,121,66,121,187
SAN JULIAN,internaciones,3      egresos,2014-11-01,58,176,58,176,234
SAN LORENZO(TJA),internaciones,3      egresos,2014-11-01,0,16,0,16,16
SAN LUCAS,internaciones,3      egresos,2014-11-01,14,28,14,28,42
SAN MATIAS,internaciones,3      egresos,2014-11-01,16,54,16,54,70
SAN MIGUEL DE VELASCO,internaciones,3      egresos,2014-11-01,20,40,20,40,60
SAN PEDRO,internaciones,3      egresos,2014-11-01,12,19,12,19,31
SAN PEDRO DE BUENA VISTA,internaciones,3      egresos,2014-11-01,1,10,1,10,11
SAN RAFAEL,internaciones,3      egresos,2014-11-01,6,17,6,17,23
SAN RAMON BENI,internaciones,3      egresos,2014-11-01,7,17,7,17,24
SAN RAMON SCZ,internaciones,3      egresos,2014-11-01,30,15,30,15,45
SANTA ANA,internaciones,3      egresos,2014-11-01,25,87,25,87,112
SANTA CRUZ DE LA SIERRA,internaciones,3      egresos,2014-11-01,2799,6099,2799,6099,8898
SANTA ROSA,internaciones,3      egresos,2014-11-01,5,18,5,18,23
SANTA ROSA DEL SARA,internaciones,3      egresos,2014-11-01,22,45,22,45,67
SANTIAGO DE HUARI,internaciones,3      egresos,2014-11-01,0,1,0,1,1
SANTIAGO DE HUATA,internaciones,3      egresos,2014-11-01,0,3,0,3,3
SANTIVAÑES,internaciones,3      egresos,2014-11-01,0,2,0,2,2
SANTUARIO DE QUILLACAS,internaciones,3      egresos,2014-11-01,0,1,0,1,1
SAPAHAQUI,internaciones,3      egresos,2014-11-01,0,3,0,3,3
SENA,internaciones,3      egresos,2014-11-01,9,19,9,19,28
SHINAOTA,internaciones,3      egresos,2014-11-01,28,78,28,78,106
SIPE SIPE,internaciones,3      egresos,2014-11-01,0,38,0,38,38
SOPACHUY,internaciones,3      egresos,2014-11-01,5,13,5,13,18
SORACACHI,internaciones,3      egresos,2014-11-01,0,1,0,1,1
SORATA,internaciones,3      egresos,2014-11-01,2,11,2,11,13
SUCRE,internaciones,3      egresos,2014-11-01,1466,2307,1466,2307,3773
TACACOMA,internaciones,3      egresos,2014-11-01,0,9,0,9,9
TACOPAYA,internaciones,3      egresos,2014-11-01,1,9,1,9,10
TAPACARI,internaciones,3      egresos,2014-11-01,1,6,1,6,7
TARABUCO,internaciones,3      egresos,2014-11-01,20,45,20,45,65
TARACO,internaciones,3      egresos,2014-11-01,0,2,0,2,2
TARATA,internaciones,3      egresos,2014-11-01,1,9,1,9,10
TARIJA,internaciones,3      egresos,2014-11-01,840,1415,840,1415,2255
TARVITA,internaciones,3      egresos,2014-11-01,1,24,1,24,25
TEOPONTE,internaciones,3      egresos,2014-11-01,0,1,0,1,1
TIAWANACU,internaciones,3      egresos,2014-11-01,6,17,6,17,23
TIPUANI,internaciones,3      egresos,2014-11-01,0,2,0,2,2
TIQUIPAYA,internaciones,3      egresos,2014-11-01,24,145,24,145,169
TIRAQUE (CBBA),internaciones,3      egresos,2014-11-01,0,18,0,18,18
TOCO,internaciones,3      egresos,2014-11-01,0,3,0,3,3
TOLATA,internaciones,3      egresos,2014-11-01,1,6,1,6,7
TOMINA,internaciones,3      egresos,2014-11-01,3,18,3,18,21
TORO TORO,internaciones,3      egresos,2014-11-01,0,2,0,2,2
TOTORA(CBBA),internaciones,3      egresos,2014-11-01,4,36,4,36,40
TOTORA(ORR),internaciones,3      egresos,2014-11-01,1,4,1,4,5
TRIGAL,internaciones,3      egresos,2014-11-01,3,6,3,6,9
TRINIDAD,internaciones,3      egresos,2014-11-01,338,753,338,753,1091
TUPIZA,internaciones,3      egresos,2014-11-01,186,296,186,296,482
UNCIA,internaciones,3      egresos,2014-11-01,1,12,1,12,13
URUBICHA,internaciones,3      egresos,2014-11-01,2,22,2,22,24
UYUNI,internaciones,3      egresos,2014-11-01,40,151,40,151,191
VACAS,internaciones,3      egresos,2014-11-01,0,3,0,3,3
VALLEGRANDE,internaciones,3      egresos,2014-11-01,55,114,55,114,169
VIACHA,internaciones,3      egresos,2014-11-01,0,39,0,39,39
VILA VILA,internaciones,3      egresos,2014-11-01,0,8,0,8,8
VILLA CHARCAS,internaciones,3      egresos,2014-11-01,2,25,2,25,27
VILLA MONTES,internaciones,3      egresos,2014-11-01,97,196,97,196,293
VILLA RIVERO,internaciones,3      egresos,2014-11-01,5,7,5,7,12
VILLA TUNARI,internaciones,3      egresos,2014-11-01,119,240,119,240,359
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,3      egresos,2014-11-01,1,7,1,7,8
VILLAZON,internaciones,3      egresos,2014-11-01,58,164,58,164,222
VINTO,internaciones,3      egresos,2014-11-01,48,114,48,114,162
WALDO BALLIVIAN,internaciones,3      egresos,2014-11-01,0,1,0,1,1
WARNES,internaciones,3      egresos,2014-11-01,27,97,27,97,124
YACO,internaciones,3      egresos,2014-11-01,0,2,0,2,2
YACUIBA,internaciones,3      egresos,2014-11-01,201,420,201,420,621
YAMPARAEZ,internaciones,3      egresos,2014-11-01,1,3,1,3,4
YANACACHI,internaciones,3      egresos,2014-11-01,1,4,1,4,5
YAPACANI,internaciones,3      egresos,2014-11-01,96,111,96,111,207
YOTALA,internaciones,3      egresos,2014-11-01,0,9,0,9,9
ZUDAÑEZ,internaciones,3      egresos,2014-11-01,8,18,8,18,26
ACACIO,internaciones,3      egresos,2014-12-01,0,5,0,5,5
ACHACACHI,internaciones,3      egresos,2014-12-01,16,48,16,48,64
AIQUILE,internaciones,3      egresos,2014-12-01,41,77,41,77,118
ALALAY,internaciones,3      egresos,2014-12-01,0,1,0,1,1
ALCALA,internaciones,3      egresos,2014-12-01,0,2,0,2,2
ALTO BENI,internaciones,3      egresos,2014-12-01,0,3,0,3,3
ANCORAIMES,internaciones,3      egresos,2014-12-01,0,1,0,1,1
ANDAMARCA,internaciones,3      egresos,2014-12-01,0,2,0,2,2
ANTEQUERA,internaciones,3      egresos,2014-12-01,2,0,2,0,2
ANZALDO,internaciones,3      egresos,2014-12-01,6,18,6,18,24
APOLO,internaciones,3      egresos,2014-12-01,3,13,3,13,16
ARAMPAMPA,internaciones,3      egresos,2014-12-01,0,1,0,1,1
ARANI,internaciones,3      egresos,2014-12-01,0,7,0,7,7
ARBIETO,internaciones,3      egresos,2014-12-01,0,13,0,13,13
ARQUE,internaciones,3      egresos,2014-12-01,0,3,0,3,3
ASCENCION DE GUARAYOS,internaciones,3      egresos,2014-12-01,50,143,50,143,193
ATOCHA,internaciones,3      egresos,2014-12-01,19,20,19,20,39
AUCAPATA,internaciones,3      egresos,2014-12-01,0,1,0,1,1
AYATA,internaciones,3      egresos,2014-12-01,0,1,0,1,1
AYO AYO,internaciones,3      egresos,2014-12-01,0,4,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),internaciones,3      egresos,2014-12-01,25,45,25,45,70
AZURDUY,internaciones,3      egresos,2014-12-01,9,16,9,16,25
BAURES,internaciones,3      egresos,2014-12-01,11,22,11,22,33
BELLA FLOR,internaciones,3      egresos,2014-12-01,1,3,1,3,4
BERMEJO,internaciones,3      egresos,2014-12-01,85,176,85,176,261
BETANZOS,internaciones,3      egresos,2014-12-01,1,38,1,38,39
BOLIVAR,internaciones,3      egresos,2014-12-01,2,2,2,2,4
BOYUIBE,internaciones,3      egresos,2014-12-01,12,18,12,18,30
BUENA VISTA,internaciones,3      egresos,2014-12-01,8,7,8,7,15
CABEZAS,internaciones,3      egresos,2014-12-01,6,23,6,23,29
"CAIZA ""D""",internaciones,3      egresos,2014-12-01,0,7,0,7,7
CAJUATA,internaciones,3      egresos,2014-12-01,0,10,0,10,10
CALAMARCA,internaciones,3      egresos,2014-12-01,0,4,0,4,4
CAMARGO,internaciones,3      egresos,2014-12-01,42,78,42,78,120
CAMIRI,internaciones,3      egresos,2014-12-01,116,318,116,318,434
CAPINOTA,internaciones,3      egresos,2014-12-01,9,37,9,37,46
CAQUIAVIRI,internaciones,3      egresos,2014-12-01,0,2,0,2,2
CARACOLLO,internaciones,3      egresos,2014-12-01,6,20,6,20,26
CARANAVI,internaciones,3      egresos,2014-12-01,31,145,31,145,176
CARAPARI,internaciones,3      egresos,2014-12-01,5,11,5,11,16
CARMEN RIVERO TORREZ,internaciones,3      egresos,2014-12-01,3,11,3,11,14
CHALLAPATA,internaciones,3      egresos,2014-12-01,23,126,23,126,149
CHAQUI,internaciones,3      egresos,2014-12-01,0,4,0,4,4
CHARAGUA,internaciones,3      egresos,2014-12-01,26,35,26,35,61
CHARAÑA,internaciones,3      egresos,2014-12-01,0,1,0,1,1
CHAYANTA,internaciones,3      egresos,2014-12-01,0,13,0,13,13
CHIMORE,internaciones,3      egresos,2014-12-01,1,14,1,14,15
CHULUMANI (V. DE LA LIBERTAD),internaciones,3      egresos,2014-12-01,49,82,49,82,131
CKOCHAS,internaciones,3      egresos,2014-12-01,0,4,0,4,4
CLIZA,internaciones,3      egresos,2014-12-01,19,103,19,103,122
COBIJA,internaciones,3      egresos,2014-12-01,176,317,176,317,493
COCAPATA,internaciones,3      egresos,2014-12-01,0,1,0,1,1
COCHABAMBA,internaciones,3      egresos,2014-12-01,3218,5634,3218,5634,8852
COIPASA,internaciones,3      egresos,2014-12-01,0,2,0,2,2
COLCAPIRHUA,internaciones,3      egresos,2014-12-01,47,93,47,93,140
"COLCHA ""K""",internaciones,3      egresos,2014-12-01,1,3,1,3,4
COLLANA,internaciones,3      egresos,2014-12-01,0,1,0,1,1
COLOMI,internaciones,3      egresos,2014-12-01,1,19,1,19,20
COLPA BELGICA,internaciones,3      egresos,2014-12-01,16,16,16,16,32
COLQUENCHA,internaciones,3      egresos,2014-12-01,0,2,0,2,2
COLQUIRI,internaciones,3      egresos,2014-12-01,0,8,0,8,8
COMANCHE,internaciones,3      egresos,2014-12-01,0,1,0,1,1
COMARAPA,internaciones,3      egresos,2014-12-01,8,36,8,36,44
CONCEPCION,internaciones,3      egresos,2014-12-01,15,30,15,30,45
COPACABANA,internaciones,3      egresos,2014-12-01,1,7,1,7,8
CORIPATA,internaciones,3      egresos,2014-12-01,0,5,0,5,5
CORO CORO,internaciones,3      egresos,2014-12-01,0,1,0,1,1
COROICO,internaciones,3      egresos,2014-12-01,37,74,37,74,111
CORQUE,internaciones,3      egresos,2014-12-01,0,4,0,4,4
COTAGAITA,internaciones,3      egresos,2014-12-01,3,12,3,12,15
COTOCA,internaciones,3      egresos,2014-12-01,18,103,18,103,121
CUATRO CAÑADAS,internaciones,3      egresos,2014-12-01,6,27,6,27,33
CULPINA,internaciones,3      egresos,2014-12-01,12,23,12,23,35
CURAHUARA DE CARANGAS,internaciones,3      egresos,2014-12-01,0,2,0,2,2
DESAGUADERO,internaciones,3      egresos,2014-12-01,0,2,0,2,2
EL ALTO,internaciones,3      egresos,2014-12-01,965,2260,965,2260,3225
EL CHORO,internaciones,3      egresos,2014-12-01,0,1,0,1,1
EL PUENTE(STC),internaciones,3      egresos,2014-12-01,7,19,7,19,26
EL TORNO,internaciones,3      egresos,2014-12-01,200,351,200,351,551
EL VILLAR,internaciones,3      egresos,2014-12-01,0,4,0,4,4
ENTRE RIOS TRJ,internaciones,3      egresos,2014-12-01,9,34,9,34,43
ENTRE RIOS CBBA,internaciones,3      egresos,2014-12-01,10,32,10,32,42
ESCOMA,internaciones,3      egresos,2014-12-01,6,19,6,19,25
EUCALIPTUS,internaciones,3      egresos,2014-12-01,0,5,0,5,5
EXALTACION,internaciones,3      egresos,2014-12-01,2,1,2,1,3
FERNANDEZ ALONSO,internaciones,3      egresos,2014-12-01,6,17,6,17,23
GENERAL SAAVEDRA,internaciones,3      egresos,2014-12-01,0,32,0,32,32
GRAL. J.J. PEREZ (CHARAZANI),internaciones,3      egresos,2014-12-01,0,4,0,4,4
GUANAY,internaciones,3      egresos,2014-12-01,0,13,0,13,13
GUAQUI,internaciones,3      egresos,2014-12-01,1,1,1,1,2
GUAYARAMERIN,internaciones,3      egresos,2014-12-01,112,270,112,270,382
GUTIERREZ,internaciones,3      egresos,2014-12-01,12,27,12,27,39
HUACARETA,internaciones,3      egresos,2014-12-01,2,6,2,6,8
HUACAYA (VILLA DE HUACAYA),internaciones,3      egresos,2014-12-01,1,7,1,7,8
HUANUNI,internaciones,3      egresos,2014-12-01,68,106,68,106,174
HUARACAJE,internaciones,3      egresos,2014-12-01,1,16,1,16,17
HUARINA,internaciones,3      egresos,2014-12-01,0,2,0,2,2
HUAYLLAMARCA,internaciones,3      egresos,2014-12-01,3,5,3,5,8
HUMANATA,internaciones,3      egresos,2014-12-01,0,1,0,1,1
ICLA,internaciones,3      egresos,2014-12-01,0,5,0,5,5
INCAHUASI,internaciones,3      egresos,2014-12-01,1,8,1,8,9
INQUISIVI,internaciones,3      egresos,2014-12-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),internaciones,3      egresos,2014-12-01,9,21,9,21,30
IXIAMAS,internaciones,3      egresos,2014-12-01,2,31,2,31,33
JESUS DE MACHACA,internaciones,3      egresos,2014-12-01,2,19,2,19,21
LA ASUNTA,internaciones,3      egresos,2014-12-01,23,50,23,50,73
LA GUARDIA,internaciones,3      egresos,2014-12-01,47,86,47,86,133
LA PAZ,internaciones,3      egresos,2014-12-01,3541,6553,3541,6553,10094
LAGUNILLAS,internaciones,3      egresos,2014-12-01,0,10,0,10,10
LAJA,internaciones,3      egresos,2014-12-01,0,5,0,5,5
LAS CARRERAS,internaciones,3      egresos,2014-12-01,0,7,0,7,7
LICOMA PAMPA,internaciones,3      egresos,2014-12-01,0,1,0,1,1
LLALLAGUA,internaciones,3      egresos,2014-12-01,43,189,43,189,232
LLICA,internaciones,3      egresos,2014-12-01,0,1,0,1,1
MACHACAMARCA,internaciones,3      egresos,2014-12-01,0,4,0,4,4
MACHARETI,internaciones,3      egresos,2014-12-01,2,4,2,4,6
MAGDALENA,internaciones,3      egresos,2014-12-01,19,58,19,58,77
MAIRANA,internaciones,3      egresos,2014-12-01,9,47,9,47,56
MALLA,internaciones,3      egresos,2014-12-01,0,1,0,1,1
MAPIRI,internaciones,3      egresos,2014-12-01,12,32,12,32,44
MECAPACA,internaciones,3      egresos,2014-12-01,0,1,0,1,1
MINEROS,internaciones,3      egresos,2014-12-01,7,42,7,42,49
MIZQUE,internaciones,3      egresos,2014-12-01,12,63,12,63,75
MOCOMOCO,internaciones,3      egresos,2014-12-01,0,2,0,2,2
MOJOCOYA,internaciones,3      egresos,2014-12-01,2,11,2,11,13
MONTEAGUDO,internaciones,3      egresos,2014-12-01,60,117,60,117,177
MONTERO,internaciones,3      egresos,2014-12-01,98,529,98,529,627
MORO MORO,internaciones,3      egresos,2014-12-01,0,3,0,3,3
MOROCHATA,internaciones,3      egresos,2014-12-01,2,9,2,9,11
OCURI,internaciones,3      egresos,2014-12-01,0,5,0,5,5
OKINAWA,internaciones,3      egresos,2014-12-01,7,37,7,37,44
OMEREQUE,internaciones,3      egresos,2014-12-01,6,12,6,12,18
ORURO,internaciones,3      egresos,2014-12-01,1210,2052,1210,2052,3262
PADILLA,internaciones,3      egresos,2014-12-01,49,73,49,73,122
PAILON,internaciones,3      egresos,2014-12-01,17,80,17,80,97
PALCA,internaciones,3      egresos,2014-12-01,0,2,0,2,2
PALOS BLANCOS,internaciones,3      egresos,2014-12-01,4,48,4,48,52
PAMPA AULLAGAS,internaciones,3      egresos,2014-12-01,0,1,0,1,1
PAMPA GRANDE,internaciones,3      egresos,2014-12-01,8,23,8,23,31
PAPEL PAMPA,internaciones,3      egresos,2014-12-01,0,8,0,8,8
PATACAMAYA,internaciones,3      egresos,2014-12-01,0,42,0,42,42
PAZÑA,internaciones,3      egresos,2014-12-01,0,2,0,2,2
PELECHUCO,internaciones,3      egresos,2014-12-01,0,1,0,1,1
POCOATA,internaciones,3      egresos,2014-12-01,0,8,0,8,8
POCONA,internaciones,3      egresos,2014-12-01,0,5,0,5,5
POJO (CBBA),internaciones,3      egresos,2014-12-01,1,17,1,17,18
POOPO,internaciones,3      egresos,2014-12-01,0,3,0,3,3
POROMA,internaciones,3      egresos,2014-12-01,0,1,0,1,1
PORONGO,internaciones,3      egresos,2014-12-01,1,1,1,1,2
PORTACHUELO,internaciones,3      egresos,2014-12-01,54,145,54,145,199
PORVENIR,internaciones,3      egresos,2014-12-01,1,7,1,7,8
POSTRER VALLE,internaciones,3      egresos,2014-12-01,0,1,0,1,1
POTOSI,internaciones,3      egresos,2014-12-01,770,1369,770,1369,2139
PRESTO,internaciones,3      egresos,2014-12-01,1,9,1,9,10
PUCARANI,internaciones,3      egresos,2014-12-01,1,17,1,17,18
PUERTO GONZALO MORENO,internaciones,3      egresos,2014-12-01,3,13,3,13,16
PUERTO PEREZ,internaciones,3      egresos,2014-12-01,0,1,0,1,1
PUERTO QUIJARRO,internaciones,3      egresos,2014-12-01,5,4,5,4,9
PUERTO RICO,internaciones,3      egresos,2014-12-01,9,12,9,12,21
PUERTO SUAREZ,internaciones,3      egresos,2014-12-01,43,84,43,84,127
PUERTO VILLARROEL,internaciones,3      egresos,2014-12-01,85,165,85,165,250
PUNA,internaciones,3      egresos,2014-12-01,0,10,0,10,10
PUNATA,internaciones,3      egresos,2014-12-01,128,213,128,213,341
QUIABAYA,internaciones,3      egresos,2014-12-01,0,2,0,2,2
QUILLACOLLO,internaciones,3      egresos,2014-12-01,48,318,48,318,366
QUIME,internaciones,3      egresos,2014-12-01,0,9,0,9,9
QUIRUSILLAS,internaciones,3      egresos,2014-12-01,1,2,1,2,3
REYES,internaciones,3      egresos,2014-12-01,3,30,3,30,33
RIBERALTA,internaciones,3      egresos,2014-12-01,397,709,397,709,1106
ROBORE,internaciones,3      egresos,2014-12-01,24,59,24,59,83
RURRENABAQUE,internaciones,3      egresos,2014-12-01,53,97,53,97,150
SABAYA,internaciones,3      egresos,2014-12-01,0,3,0,3,3
SACABA,internaciones,3      egresos,2014-12-01,122,450,122,450,572
SACABAMBA,internaciones,3      egresos,2014-12-01,3,9,3,9,12
SACACA,internaciones,3      egresos,2014-12-01,2,18,2,18,20
SAIPINA,internaciones,3      egresos,2014-12-01,0,10,0,10,10
SALINAS DE GARCI MENDOZA,internaciones,3      egresos,2014-12-01,0,4,0,4,4
SAMAIPATA,internaciones,3      egresos,2014-12-01,2,17,2,17,19
SAN AGUSTIN,internaciones,3      egresos,2014-12-01,1,1,1,1,2
SAN ANDRES,internaciones,3      egresos,2014-12-01,0,5,0,5,5
SAN ANDRES DE MACHACA,internaciones,3      egresos,2014-12-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,internaciones,3      egresos,2014-12-01,0,2,0,2,2
SAN BENITO,internaciones,3      egresos,2014-12-01,2,3,2,3,5
SAN BORJA,internaciones,3      egresos,2014-12-01,21,121,21,121,142
SAN BUENA VENTURA,internaciones,3      egresos,2014-12-01,10,24,10,24,34
SAN CARLOS,internaciones,3      egresos,2014-12-01,0,7,0,7,7
SAN IGNACIO,internaciones,3      egresos,2014-12-01,14,36,14,36,50
SAN IGNACIO DE VELASCO,internaciones,3      egresos,2014-12-01,89,231,89,231,320
SAN JAVIER(STC),internaciones,3      egresos,2014-12-01,5,47,5,47,52
SAN JOAQUIN,internaciones,3      egresos,2014-12-01,9,21,9,21,30
SAN JOSE DE CHIQUITOS,internaciones,3      egresos,2014-12-01,40,95,40,95,135
SAN JUAN DE YAPACANI,internaciones,3      egresos,2014-12-01,3,2,3,2,5
SAN JULIAN,internaciones,3      egresos,2014-12-01,48,143,48,143,191
SAN LORENZO(TJA),internaciones,3      egresos,2014-12-01,0,9,0,9,9
SAN LUCAS,internaciones,3      egresos,2014-12-01,5,45,5,45,50
SAN MATIAS,internaciones,3      egresos,2014-12-01,25,50,25,50,75
SAN MIGUEL DE VELASCO,internaciones,3      egresos,2014-12-01,4,20,4,20,24
SAN PEDRO,internaciones,3      egresos,2014-12-01,10,6,10,6,16
SAN PEDRO DE BUENA VISTA,internaciones,3      egresos,2014-12-01,0,8,0,8,8
SAN RAFAEL,internaciones,3      egresos,2014-12-01,7,21,7,21,28
SAN RAMON BENI,internaciones,3      egresos,2014-12-01,5,20,5,20,25
SAN RAMON SCZ,internaciones,3      egresos,2014-12-01,18,33,18,33,51
SANTA ANA,internaciones,3      egresos,2014-12-01,37,89,37,89,126
SANTA CRUZ DE LA SIERRA,internaciones,3      egresos,2014-12-01,1601,4611,1601,4611,6212
SANTA ROSA,internaciones,3      egresos,2014-12-01,5,18,5,18,23
SANTA ROSA DEL SARA,internaciones,3      egresos,2014-12-01,6,18,6,18,24
SANTIAGO DE HUARI,internaciones,3      egresos,2014-12-01,0,3,0,3,3
SANTIAGO DE HUATA,internaciones,3      egresos,2014-12-01,0,4,0,4,4
SANTIAGO DE MACHACA,internaciones,3      egresos,2014-12-01,0,3,0,3,3
SANTIVAÑES,internaciones,3      egresos,2014-12-01,0,7,0,7,7
SANTUARIO DE QUILLACAS,internaciones,3      egresos,2014-12-01,0,1,0,1,1
SAPAHAQUI,internaciones,3      egresos,2014-12-01,0,2,0,2,2
SENA,internaciones,3      egresos,2014-12-01,12,19,12,19,31
SHINAOTA,internaciones,3      egresos,2014-12-01,16,81,16,81,97
SICA SICA (VILLA AROMA),internaciones,3      egresos,2014-12-01,0,11,0,11,11
SIPE SIPE,internaciones,3      egresos,2014-12-01,0,38,0,38,38
SOPACHUY,internaciones,3      egresos,2014-12-01,4,23,4,23,27
SORACACHI,internaciones,3      egresos,2014-12-01,0,2,0,2,2
SORATA,internaciones,3      egresos,2014-12-01,2,9,2,9,11
SUCRE,internaciones,3      egresos,2014-12-01,1632,2696,1632,2696,4328
TACACOMA,internaciones,3      egresos,2014-12-01,0,5,0,5,5
TACOPAYA,internaciones,3      egresos,2014-12-01,2,2,2,2,4
TAPACARI,internaciones,3      egresos,2014-12-01,0,5,0,5,5
TARABUCO,internaciones,3      egresos,2014-12-01,12,53,12,53,65
TARACO,internaciones,3      egresos,2014-12-01,0,2,0,2,2
TARATA,internaciones,3      egresos,2014-12-01,0,5,0,5,5
TARIJA,internaciones,3      egresos,2014-12-01,818,1329,818,1329,2147
TARVITA,internaciones,3      egresos,2014-12-01,1,18,1,18,19
TEOPONTE,internaciones,3      egresos,2014-12-01,0,6,0,6,6
TIAWANACU,internaciones,3      egresos,2014-12-01,6,17,6,17,23
TIPUANI,internaciones,3      egresos,2014-12-01,14,27,14,27,41
TIQUIPAYA,internaciones,3      egresos,2014-12-01,19,174,19,174,193
TIRAQUE (CBBA),internaciones,3      egresos,2014-12-01,0,18,0,18,18
TOCO,internaciones,3      egresos,2014-12-01,0,6,0,6,6
TOLATA,internaciones,3      egresos,2014-12-01,2,4,2,4,6
TOMINA,internaciones,3      egresos,2014-12-01,4,7,4,7,11
TORO TORO,internaciones,3      egresos,2014-12-01,0,3,0,3,3
TOTORA(CBBA),internaciones,3      egresos,2014-12-01,7,56,7,56,63
TOTORA(ORR),internaciones,3      egresos,2014-12-01,0,4,0,4,4
TRIGAL,internaciones,3      egresos,2014-12-01,3,6,3,6,9
TRINIDAD,internaciones,3      egresos,2014-12-01,402,762,402,762,1164
TUPIZA,internaciones,3      egresos,2014-12-01,152,302,152,302,454
UNCIA,internaciones,3      egresos,2014-12-01,0,16,0,16,16
URUBICHA,internaciones,3      egresos,2014-12-01,9,21,9,21,30
