municipality,group,variable,month,Mujeres puérperas que recibieron dosis única d,TOTAL
MONTERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,243,243
MORO MORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,3,3
MOROCHATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,45,45
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,5,5
NAZACARA DE PACAJES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,4,4
OCURI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,30,30
OKINAWA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,11,11
OMEREQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,8,8
ORURO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,86,86
PADCAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,28,28
PADILLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,24,24
PAILON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,19,19
PALCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,12,12
PALOS BLANCOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,45,45
PAMPA AULLAGAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,3,3
PAMPA GRANDE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,11,11
PAPEL PAMPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,6,6
PASORAPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,2,2
PATACAMAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,21,21
PAZÑA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,2,2
PELECHUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,7,7
POCOATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,33,33
POCONA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,22,22
POJO (CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,30,30
POOPO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,4,4
PORCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,8,8
POROMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,25,25
PORONGO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,7,7
PORTACHUELO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,26,26
PORVENIR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,4,4
POSTRER VALLE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,3,3
POTOSI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,308,308
PRESTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,13,13
PUCARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,3,3
PUCARANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,29,29
PUERTO ACOSTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,32,32
PUERTO CARABUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,18,18
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,6,6
PUERTO PEREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,7,7
PUERTO QUIJARRO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,17,17
PUERTO RICO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,15,15
PUERTO SILES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,6,6
PUERTO SUAREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,41,41
PUERTO VILLARROEL,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,95,95
PUNA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,32,32
PUNATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,55,55
QUIABAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,3,3
QUILLACOLLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,7,7
QUIME,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,12,12
RAVELO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,40,40
REYES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,24,24
RIBERALTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,142,142
ROBORE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,22,22
RURRENABAQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,52,52
SABAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,5,5
SACABA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,152,152
SACABAMBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,8,8
SACACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,45,45
SAIPINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,6,6
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,11,11
SAMAIPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,9,9
SAN ANDRES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,13,13
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,4,4
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,4,4
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,7,7
SAN BENITO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,20,20
SAN BORJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,78,78
SAN BUENA VENTURA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,14,14
SAN CARLOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,46,46
SAN IGNACIO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,37,37
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,122,122
SAN JAVIER(BNI),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,2,2
SAN JAVIER(STC),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,15,15
SAN JOAQUIN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,7,7
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,42,42
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,21,21
SAN JULIAN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,105,105
SAN LORENZO(PND),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,4,4
SAN LORENZO(TJA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,24,24
SAN LUCAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,71,71
SAN MATIAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,25,25
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,10,10
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,7,7
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,31,31
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,11,11
SAN PEDRO DE QUEMES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,2,2
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,6,6
SAN PEDRO(PND),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,1,1
SAN RAFAEL,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,6,6
SAN RAMON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,7,7
SAN RAMON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,16,16
SANTA ANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,46,46
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,1573,1573
SANTA ROSA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,6,6
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,40,40
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,2,2
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,7,7
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,2,2
SANTIVAÑES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,5,5
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,3,3
SAPAHAQUI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,4,4
SENA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,2,2
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,44,44
SICAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,5,5
SIPE SIPE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,43,43
SOPACHUY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,13,13
SORACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,9,9
SORATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,16,16
SUCRE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,282,282
TACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,2,2
TACACOMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,5,5
TACOBAMBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,11,11
TACOPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,25,25
TAHUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,3,3
TAPACARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,54,54
TARABUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,55,55
TARACO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,4,4
TARATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,4,4
TARIJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,162,162
TARVITA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,43,43
TEOPONTE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,13,13
TIAWANACU,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,14,14
TINGUIPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,40,40
TIPUANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,31,31
TIQUIPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,5,5
TIRAQUE (CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,75,75
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,2,2
TOCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,3,3
TOLATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,5,5
TOLEDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,15,15
TOMAVE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,8,8
TOMINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,22,22
TORO TORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,17,17
TOTORA(CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,24,24
TOTORA(ORR),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,5,5
TRIGAL,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,2,2
TRINIDAD,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,233,233
TUPIZA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,63,63
TURCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,7,7
UMALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,5,5
UNCIA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,57,57
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,16,16
URUBICHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,13,13
UYUNI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,27,27
VACAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,23,23
VALLEGRANDE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,24,24
VIACHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,27,27
VILA VILA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,8,8
VILLA MONTES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,51,51
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,6,6
VILLA RIVERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,5,5
VILLA SERRANO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,8,8
VILLA TUNARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,132,132
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,21,21
VILLAZON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,55,55
VINTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,44,44
VITICHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,19,19
WALDO BALLIVIAN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,3,3
WARNES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,78,78
YACO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,8,8
YACUIBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,130,130
YAMPARAEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,19,19
YANACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,7,7
YAPACANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,78,78
YOCALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,6,6
YOTALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,13,13
YUNCHARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,9,9
ZUDAÑEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-05-01,18,18
ACACIO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,13,13
ACHACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,55,55
ACHOCALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,9,9
AIQUILE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,31,31
ALALAY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,1,1
ALCALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,6,6
ANCORAIMES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,28,28
ANDAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,8,8
ANTEQUERA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,2,2
ANZALDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,7,7
APOLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,29,29
ARAMPAMPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,10,10
ARANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,5,5
ARBIETO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,3,3
ARQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,21,21
ASCENCION DE GUARAYOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,44,44
ATOCHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,24,24
AUCAPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,12,12
AYATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,13,13
AYO AYO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,33,33
AZURDUY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,20,20
BATALLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,19,19
BAURES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,5,5
BELEN DE URMIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,1,1
BELLA FLOR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,7,7
BERMEJO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,9,9
BETANZOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,51,51
BOLIVAR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,12,12
BOLPEBRA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,2,2
BOYUIBE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-06-01,8,8
