municipality,group,variable,month,Primer Control Post Parto,TOTAL
ACHOCALLA,atencion de partos en servicios,primer control post parto,2021-07-01,27,27
AIQUILE,atencion de partos en servicios,primer control post parto,2021-07-01,34,34
ALALAY,atencion de partos en servicios,primer control post parto,2021-07-01,2,2
ALCALA,atencion de partos en servicios,primer control post parto,2021-07-01,1,1
ALTO BENI,atencion de partos en servicios,primer control post parto,2021-07-01,10,10
ANCORAIMES,atencion de partos en servicios,primer control post parto,2021-07-01,9,9
ANDAMARCA,atencion de partos en servicios,primer control post parto,2021-07-01,3,3
ANZALDO,atencion de partos en servicios,primer control post parto,2021-07-01,14,14
APOLO,atencion de partos en servicios,primer control post parto,2021-07-01,13,13
ARAMPAMPA,atencion de partos en servicios,primer control post parto,2021-07-01,2,2
ARANI,atencion de partos en servicios,primer control post parto,2021-07-01,6,6
ARBIETO,atencion de partos en servicios,primer control post parto,2021-07-01,27,27
ARQUE,atencion de partos en servicios,primer control post parto,2021-07-01,22,22
ASCENCION DE GUARAYOS,atencion de partos en servicios,primer control post parto,2021-07-01,47,47
ATOCHA,atencion de partos en servicios,primer control post parto,2021-07-01,1,1
AUCAPATA,atencion de partos en servicios,primer control post parto,2021-07-01,3,3
AYATA,atencion de partos en servicios,primer control post parto,2021-07-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,primer control post parto,2021-07-01,18,18
AZURDUY,atencion de partos en servicios,primer control post parto,2021-07-01,3,3
BATALLAS,atencion de partos en servicios,primer control post parto,2021-07-01,9,9
BAURES,atencion de partos en servicios,primer control post parto,2021-07-01,3,3
BELEN DE ANDAMARCA,atencion de partos en servicios,primer control post parto,2021-07-01,1,1
BELLA FLOR,atencion de partos en servicios,primer control post parto,2021-07-01,1,1
BERMEJO,atencion de partos en servicios,primer control post parto,2021-07-01,46,46
BETANZOS,atencion de partos en servicios,primer control post parto,2021-07-01,34,34
BOLIVAR,atencion de partos en servicios,primer control post parto,2021-07-01,9,9
BOYUIBE,atencion de partos en servicios,primer control post parto,2021-07-01,1,1
BUENA VISTA,atencion de partos en servicios,primer control post parto,2021-07-01,13,13
CABEZAS,atencion de partos en servicios,primer control post parto,2021-07-01,5,5
CAIROMA,atencion de partos en servicios,primer control post parto,2021-07-01,11,11
"CAIZA ""D""",atencion de partos en servicios,primer control post parto,2021-07-01,6,6
CAJUATA,atencion de partos en servicios,primer control post parto,2021-07-01,13,13
CALACOTO,atencion de partos en servicios,primer control post parto,2021-07-01,3,3
CALAMARCA,atencion de partos en servicios,primer control post parto,2021-07-01,4,4
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,primer control post parto,2021-07-01,2,2
CAMIRI,atencion de partos en servicios,primer control post parto,2021-07-01,3,3
CAPINOTA,atencion de partos en servicios,primer control post parto,2021-07-01,1,1
CAQUIAVIRI,atencion de partos en servicios,primer control post parto,2021-07-01,4,4
CARACOLLO,atencion de partos en servicios,primer control post parto,2021-07-01,15,15
CARANAVI,atencion de partos en servicios,primer control post parto,2021-07-01,94,94
CARAPARI,atencion de partos en servicios,primer control post parto,2021-07-01,8,8
CARMEN RIVERO TORREZ,atencion de partos en servicios,primer control post parto,2021-07-01,1,1
CHALLAPATA,atencion de partos en servicios,primer control post parto,2021-07-01,3,3
CHAQUI,atencion de partos en servicios,primer control post parto,2021-07-01,1,1
CHARAGUA,atencion de partos en servicios,primer control post parto,2021-07-01,39,39
CHARAÑA,atencion de partos en servicios,primer control post parto,2021-07-01,1,1
CHAYANTA,atencion de partos en servicios,primer control post parto,2021-07-01,4,4
CHIMORE,atencion de partos en servicios,primer control post parto,2021-07-01,30,30
CHIPAYA,atencion de partos en servicios,primer control post parto,2021-07-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,primer control post parto,2021-07-01,13,13
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,primer control post parto,2021-07-01,2,2
CKOCHAS,atencion de partos en servicios,primer control post parto,2021-07-01,7,7
CLIZA,atencion de partos en servicios,primer control post parto,2021-07-01,10,10
COBIJA,atencion de partos en servicios,primer control post parto,2021-07-01,8,8
COCAPATA,atencion de partos en servicios,primer control post parto,2021-07-01,20,20
COCHABAMBA,atencion de partos en servicios,primer control post parto,2021-07-01,312,312
COIPASA,atencion de partos en servicios,primer control post parto,2021-07-01,2,2
COLCAPIRHUA,atencion de partos en servicios,primer control post parto,2021-07-01,19,19
"COLCHA ""K""",atencion de partos en servicios,primer control post parto,2021-07-01,4,4
COLOMI,atencion de partos en servicios,primer control post parto,2021-07-01,23,23
COLPA BELGICA,atencion de partos en servicios,primer control post parto,2021-07-01,4,4
COLQUECHACA,atencion de partos en servicios,primer control post parto,2021-07-01,23,23
COLQUENCHA,atencion de partos en servicios,primer control post parto,2021-07-01,10,10
COLQUIRI,atencion de partos en servicios,primer control post parto,2021-07-01,10,10
COMANCHE,atencion de partos en servicios,primer control post parto,2021-07-01,1,1
COMBAYA,atencion de partos en servicios,primer control post parto,2021-07-01,1,1
CONCEPCION,atencion de partos en servicios,primer control post parto,2021-07-01,41,41
COPACABANA,atencion de partos en servicios,primer control post parto,2021-07-01,10,10
CORIPATA,atencion de partos en servicios,primer control post parto,2021-07-01,13,13
CORO CORO,atencion de partos en servicios,primer control post parto,2021-07-01,7,7
COROICO,atencion de partos en servicios,primer control post parto,2021-07-01,31,31
CORQUE,atencion de partos en servicios,primer control post parto,2021-07-01,9,9
COTAGAITA,atencion de partos en servicios,primer control post parto,2021-07-01,7,7
COTOCA,atencion de partos en servicios,primer control post parto,2021-07-01,7,7
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,primer control post parto,2021-07-01,1,1
CULPINA,atencion de partos en servicios,primer control post parto,2021-07-01,9,9
EL ALTO,atencion de partos en servicios,primer control post parto,2021-07-01,580,580
EL CHORO,atencion de partos en servicios,primer control post parto,2021-07-01,1,1
EL PUENTE(STC),atencion de partos en servicios,primer control post parto,2021-07-01,3,3
EL PUENTE(TJA),atencion de partos en servicios,primer control post parto,2021-07-01,9,9
EL VILLAR,atencion de partos en servicios,primer control post parto,2021-07-01,6,6
ENTRE RIOS TRJ,atencion de partos en servicios,primer control post parto,2021-07-01,14,14
ENTRE RIOS CBBA,atencion de partos en servicios,primer control post parto,2021-07-01,30,30
FERNANDEZ ALONSO,atencion de partos en servicios,primer control post parto,2021-07-01,12,12
GENERAL SAAVEDRA,atencion de partos en servicios,primer control post parto,2021-07-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,primer control post parto,2021-07-01,1,1
GUANAY,atencion de partos en servicios,primer control post parto,2021-07-01,8,8
GUAQUI,atencion de partos en servicios,primer control post parto,2021-07-01,3,3
GUAYARAMERIN,atencion de partos en servicios,primer control post parto,2021-07-01,49,49
GUTIERREZ,atencion de partos en servicios,primer control post parto,2021-07-01,11,11
HUACARETA,atencion de partos en servicios,primer control post parto,2021-07-01,9,9
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,primer control post parto,2021-07-01,1,1
HUANUNI,atencion de partos en servicios,primer control post parto,2021-07-01,15,15
HUARINA,atencion de partos en servicios,primer control post parto,2021-07-01,4,4
HUATAJATA,atencion de partos en servicios,primer control post parto,2021-07-01,2,2
HUMANATA,atencion de partos en servicios,primer control post parto,2021-07-01,1,1
ICHOCA,atencion de partos en servicios,primer control post parto,2021-07-01,2,2
ICLA,atencion de partos en servicios,primer control post parto,2021-07-01,2,2
INCAHUASI,atencion de partos en servicios,primer control post parto,2021-07-01,7,7
INQUISIVI,atencion de partos en servicios,primer control post parto,2021-07-01,19,19
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,primer control post parto,2021-07-01,11,11
IXIAMAS,atencion de partos en servicios,primer control post parto,2021-07-01,6,6
JESUS DE MACHACA,atencion de partos en servicios,primer control post parto,2021-07-01,3,3
LA ASUNTA,atencion de partos en servicios,primer control post parto,2021-07-01,55,55
LA GUARDIA,atencion de partos en servicios,primer control post parto,2021-07-01,48,48
LA PAZ,atencion de partos en servicios,primer control post parto,2021-07-01,216,216
LAGUNILLAS,atencion de partos en servicios,primer control post parto,2021-07-01,4,4
LAJA,atencion de partos en servicios,primer control post parto,2021-07-01,15,15
LICOMA PAMPA,atencion de partos en servicios,primer control post parto,2021-07-01,3,3
LLALLAGUA,atencion de partos en servicios,primer control post parto,2021-07-01,5,5
LORETO,atencion de partos en servicios,primer control post parto,2021-07-01,1,1
LURIBAY,atencion de partos en servicios,primer control post parto,2021-07-01,5,5
MACHACAMARCA,atencion de partos en servicios,primer control post parto,2021-07-01,1,1
MACHARETI,atencion de partos en servicios,primer control post parto,2021-07-01,2,2
MAIRANA,atencion de partos en servicios,primer control post parto,2021-07-01,4,4
MAPIRI,atencion de partos en servicios,primer control post parto,2021-07-01,17,17
MECAPACA,atencion de partos en servicios,primer control post parto,2021-07-01,5,5
MINEROS,atencion de partos en servicios,primer control post parto,2021-07-01,21,21
MIZQUE,atencion de partos en servicios,primer control post parto,2021-07-01,31,31
MOCOMOCO,atencion de partos en servicios,primer control post parto,2021-07-01,3,3
MOJOCOYA,atencion de partos en servicios,primer control post parto,2021-07-01,7,7
MONTEAGUDO,atencion de partos en servicios,primer control post parto,2021-07-01,37,37
MONTERO,atencion de partos en servicios,primer control post parto,2021-07-01,43,43
MORO MORO,atencion de partos en servicios,primer control post parto,2021-07-01,1,1
MOROCHATA,atencion de partos en servicios,primer control post parto,2021-07-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,primer control post parto,2021-07-01,4,4
OCURI,atencion de partos en servicios,primer control post parto,2021-07-01,6,6
OKINAWA,atencion de partos en servicios,primer control post parto,2021-07-01,8,8
OMEREQUE,atencion de partos en servicios,primer control post parto,2021-07-01,6,6
ORURO,atencion de partos en servicios,primer control post parto,2021-07-01,251,251
PADCAYA,atencion de partos en servicios,primer control post parto,2021-07-01,2,2
PADILLA,atencion de partos en servicios,primer control post parto,2021-07-01,2,2
PAILON,atencion de partos en servicios,primer control post parto,2021-07-01,1,1
PALCA,atencion de partos en servicios,primer control post parto,2021-07-01,9,9
PALOS BLANCOS,atencion de partos en servicios,primer control post parto,2021-07-01,35,35
PAMPA AULLAGAS,atencion de partos en servicios,primer control post parto,2021-07-01,2,2
PAMPA GRANDE,atencion de partos en servicios,primer control post parto,2021-07-01,6,6
PAPEL PAMPA,atencion de partos en servicios,primer control post parto,2021-07-01,2,2
PASORAPA,atencion de partos en servicios,primer control post parto,2021-07-01,1,1
PATACAMAYA,atencion de partos en servicios,primer control post parto,2021-07-01,3,3
PAZÑA,atencion de partos en servicios,primer control post parto,2021-07-01,2,2
PELECHUCO,atencion de partos en servicios,primer control post parto,2021-07-01,2,2
POCOATA,atencion de partos en servicios,primer control post parto,2021-07-01,12,12
POCONA,atencion de partos en servicios,primer control post parto,2021-07-01,7,7
POJO (CBBA),atencion de partos en servicios,primer control post parto,2021-07-01,8,8
POOPO,atencion de partos en servicios,primer control post parto,2021-07-01,2,2
PORCO,atencion de partos en servicios,primer control post parto,2021-07-01,8,8
POROMA,atencion de partos en servicios,primer control post parto,2021-07-01,5,5
PORTACHUELO,atencion de partos en servicios,primer control post parto,2021-07-01,10,10
PORVENIR,atencion de partos en servicios,primer control post parto,2021-07-01,3,3
POTOSI,atencion de partos en servicios,primer control post parto,2021-07-01,187,187
PRESTO,atencion de partos en servicios,primer control post parto,2021-07-01,4,4
PUCARANI,atencion de partos en servicios,primer control post parto,2021-07-01,15,15
PUERTO ACOSTA,atencion de partos en servicios,primer control post parto,2021-07-01,2,2
PUERTO CARABUCO,atencion de partos en servicios,primer control post parto,2021-07-01,2,2
PUERTO GONZALO MORENO,atencion de partos en servicios,primer control post parto,2021-07-01,10,10
PUERTO RICO,atencion de partos en servicios,primer control post parto,2021-07-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,primer control post parto,2021-07-01,36,36
PUERTO VILLARROEL,atencion de partos en servicios,primer control post parto,2021-07-01,41,41
PUNA,atencion de partos en servicios,primer control post parto,2021-07-01,11,11
PUNATA,atencion de partos en servicios,primer control post parto,2021-07-01,27,27
QUIABAYA,atencion de partos en servicios,primer control post parto,2021-07-01,4,4
QUILLACOLLO,atencion de partos en servicios,primer control post parto,2021-07-01,96,96
QUIME,atencion de partos en servicios,primer control post parto,2021-07-01,2,2
QUIRUSILLAS,atencion de partos en servicios,primer control post parto,2021-07-01,1,1
