municipality,group,variable,month,Primer Control Post Parto,TOTAL
RAVELO,atencion de partos en servicios,primer control post parto,2022-02-01,7,7
REYES,atencion de partos en servicios,primer control post parto,2022-02-01,10,10
RIBERALTA,atencion de partos en servicios,primer control post parto,2022-02-01,250,250
RURRENABAQUE,atencion de partos en servicios,primer control post parto,2022-02-01,15,15
SABAYA,atencion de partos en servicios,primer control post parto,2022-02-01,3,3
SACABA,atencion de partos en servicios,primer control post parto,2022-02-01,76,76
SACABAMBA,atencion de partos en servicios,primer control post parto,2022-02-01,1,1
SACACA,atencion de partos en servicios,primer control post parto,2022-02-01,6,6
SAIPINA,atencion de partos en servicios,primer control post parto,2022-02-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,primer control post parto,2022-02-01,2,2
SAMAIPATA,atencion de partos en servicios,primer control post parto,2022-02-01,4,4
SAN ANDRES,atencion de partos en servicios,primer control post parto,2022-02-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,primer control post parto,2022-02-01,9,9
SAN BENITO,atencion de partos en servicios,primer control post parto,2022-02-01,4,4
SAN BORJA,atencion de partos en servicios,primer control post parto,2022-02-01,20,20
SAN BUENA VENTURA,atencion de partos en servicios,primer control post parto,2022-02-01,19,19
SAN CARLOS,atencion de partos en servicios,primer control post parto,2022-02-01,1,1
SAN IGNACIO,atencion de partos en servicios,primer control post parto,2022-02-01,14,14
SAN IGNACIO DE VELASCO,atencion de partos en servicios,primer control post parto,2022-02-01,109,109
SAN JAVIER(BNI),atencion de partos en servicios,primer control post parto,2022-02-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,primer control post parto,2022-02-01,27,27
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,primer control post parto,2022-02-01,1,1
SAN JULIAN,atencion de partos en servicios,primer control post parto,2022-02-01,43,43
SAN LORENZO(PND),atencion de partos en servicios,primer control post parto,2022-02-01,6,6
SAN LORENZO(TJA),atencion de partos en servicios,primer control post parto,2022-02-01,15,15
SAN LUCAS,atencion de partos en servicios,primer control post parto,2022-02-01,4,4
SAN MATIAS,atencion de partos en servicios,primer control post parto,2022-02-01,2,2
SAN MIGUEL DE VELASCO,atencion de partos en servicios,primer control post parto,2022-02-01,12,12
SAN PEDRO,atencion de partos en servicios,primer control post parto,2022-02-01,11,11
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,primer control post parto,2022-02-01,6,6
SAN PEDRO DE MACHA,atencion de partos en servicios,primer control post parto,2022-02-01,11,11
SAN RAFAEL,atencion de partos en servicios,primer control post parto,2022-02-01,7,7
SANTA ANA,atencion de partos en servicios,primer control post parto,2022-02-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,primer control post parto,2022-02-01,296,296
SANTA ROSA,atencion de partos en servicios,primer control post parto,2022-02-01,15,15
SANTA ROSA DEL SARA,atencion de partos en servicios,primer control post parto,2022-02-01,13,13
SANTIAGO DE CALLAPA,atencion de partos en servicios,primer control post parto,2022-02-01,1,1
SANTIAGO DE HUATA,atencion de partos en servicios,primer control post parto,2022-02-01,2,2
SANTIVAÑES,atencion de partos en servicios,primer control post parto,2022-02-01,1,1
SENA,atencion de partos en servicios,primer control post parto,2022-02-01,7,7
SHINAOTA,atencion de partos en servicios,primer control post parto,2022-02-01,66,66
SICA SICA (VILLA AROMA),atencion de partos en servicios,primer control post parto,2022-02-01,7,7
SICAYA,atencion de partos en servicios,primer control post parto,2022-02-01,1,1
SIPE SIPE,atencion de partos en servicios,primer control post parto,2022-02-01,48,48
SORACACHI,atencion de partos en servicios,primer control post parto,2022-02-01,2,2
SORATA,atencion de partos en servicios,primer control post parto,2022-02-01,7,7
SUCRE,atencion de partos en servicios,primer control post parto,2022-02-01,252,252
TACACOMA,atencion de partos en servicios,primer control post parto,2022-02-01,1,1
TAPACARI,atencion de partos en servicios,primer control post parto,2022-02-01,1,1
TARABUCO,atencion de partos en servicios,primer control post parto,2022-02-01,9,9
TARATA,atencion de partos en servicios,primer control post parto,2022-02-01,4,4
TARIJA,atencion de partos en servicios,primer control post parto,2022-02-01,65,65
TARVITA,atencion de partos en servicios,primer control post parto,2022-02-01,5,5
TEOPONTE,atencion de partos en servicios,primer control post parto,2022-02-01,1,1
TIAHUANACU,atencion de partos en servicios,primer control post parto,2022-02-01,2,2
TINGUIPAYA,atencion de partos en servicios,primer control post parto,2022-02-01,1,1
TIPUANI,atencion de partos en servicios,primer control post parto,2022-02-01,2,2
TIQUIPAYA,atencion de partos en servicios,primer control post parto,2022-02-01,4,4
TIRAQUE (CBBA),atencion de partos en servicios,primer control post parto,2022-02-01,19,19
TOCO,atencion de partos en servicios,primer control post parto,2022-02-01,1,1
TOLATA,atencion de partos en servicios,primer control post parto,2022-02-01,9,9
TOLEDO,atencion de partos en servicios,primer control post parto,2022-02-01,2,2
TOMINA,atencion de partos en servicios,primer control post parto,2022-02-01,4,4
TORO TORO,atencion de partos en servicios,primer control post parto,2022-02-01,7,7
TOTORA(CBBA),atencion de partos en servicios,primer control post parto,2022-02-01,1,1
TOTORA(ORR),atencion de partos en servicios,primer control post parto,2022-02-01,10,10
TRINIDAD,atencion de partos en servicios,primer control post parto,2022-02-01,4,4
TUPIZA,atencion de partos en servicios,primer control post parto,2022-02-01,3,3
TURCO,atencion de partos en servicios,primer control post parto,2022-02-01,2,2
UNCIA,atencion de partos en servicios,primer control post parto,2022-02-01,1,1
URIONDO (A. CONCEPCION),atencion de partos en servicios,primer control post parto,2022-02-01,7,7
URUBICHA,atencion de partos en servicios,primer control post parto,2022-02-01,6,6
UYUNI,atencion de partos en servicios,primer control post parto,2022-02-01,10,10
VACAS,atencion de partos en servicios,primer control post parto,2022-02-01,2,2
VALLEGRANDE,atencion de partos en servicios,primer control post parto,2022-02-01,12,12
VIACHA,atencion de partos en servicios,primer control post parto,2022-02-01,44,44
VILA VILA,atencion de partos en servicios,primer control post parto,2022-02-01,1,1
VILLA MONTES,atencion de partos en servicios,primer control post parto,2022-02-01,17,17
VILLA RIVERO,atencion de partos en servicios,primer control post parto,2022-02-01,3,3
VILLA SERRANO,atencion de partos en servicios,primer control post parto,2022-02-01,4,4
VILLA TUNARI,atencion de partos en servicios,primer control post parto,2022-02-01,31,31
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,primer control post parto,2022-02-01,1,1
VINTO,atencion de partos en servicios,primer control post parto,2022-02-01,61,61
VITICHI,atencion de partos en servicios,primer control post parto,2022-02-01,2,2
WARNES,atencion de partos en servicios,primer control post parto,2022-02-01,111,111
YACUIBA,atencion de partos en servicios,primer control post parto,2022-02-01,30,30
YAMPARAEZ,atencion de partos en servicios,primer control post parto,2022-02-01,2,2
YAPACANI,atencion de partos en servicios,primer control post parto,2022-02-01,83,83
YOCALLA,atencion de partos en servicios,primer control post parto,2022-02-01,1,1
YOTALA,atencion de partos en servicios,primer control post parto,2022-02-01,7,7
ZUDAÑEZ,atencion de partos en servicios,primer control post parto,2022-02-01,2,2
ACACIO,atencion de partos en servicios,primer control post parto,2022-03-01,2,2
ACHACACHI,atencion de partos en servicios,primer control post parto,2022-03-01,41,41
ACHOCALLA,atencion de partos en servicios,primer control post parto,2022-03-01,18,18
AIQUILE,atencion de partos en servicios,primer control post parto,2022-03-01,27,27
ALCALA,atencion de partos en servicios,primer control post parto,2022-03-01,1,1
ALTO BENI,atencion de partos en servicios,primer control post parto,2022-03-01,2,2
ANCORAIMES,atencion de partos en servicios,primer control post parto,2022-03-01,2,2
ANDAMARCA,atencion de partos en servicios,primer control post parto,2022-03-01,2,2
ANZALDO,atencion de partos en servicios,primer control post parto,2022-03-01,7,7
APOLO,atencion de partos en servicios,primer control post parto,2022-03-01,20,20
ARANI,atencion de partos en servicios,primer control post parto,2022-03-01,1,1
ARBIETO,atencion de partos en servicios,primer control post parto,2022-03-01,15,15
ASCENCION DE GUARAYOS,atencion de partos en servicios,primer control post parto,2022-03-01,45,45
ATOCHA,atencion de partos en servicios,primer control post parto,2022-03-01,3,3
AYATA,atencion de partos en servicios,primer control post parto,2022-03-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,primer control post parto,2022-03-01,7,7
AZURDUY,atencion de partos en servicios,primer control post parto,2022-03-01,2,2
BATALLAS,atencion de partos en servicios,primer control post parto,2022-03-01,2,2
BAURES,atencion de partos en servicios,primer control post parto,2022-03-01,9,9
BELEN DE ANDAMARCA,atencion de partos en servicios,primer control post parto,2022-03-01,1,1
BELLA FLOR,atencion de partos en servicios,primer control post parto,2022-03-01,2,2
BERMEJO,atencion de partos en servicios,primer control post parto,2022-03-01,48,48
BETANZOS,atencion de partos en servicios,primer control post parto,2022-03-01,3,3
BOLIVAR,atencion de partos en servicios,primer control post parto,2022-03-01,1,1
BOYUIBE,atencion de partos en servicios,primer control post parto,2022-03-01,4,4
BUENA VISTA,atencion de partos en servicios,primer control post parto,2022-03-01,10,10
CABEZAS,atencion de partos en servicios,primer control post parto,2022-03-01,25,25
CAIROMA,atencion de partos en servicios,primer control post parto,2022-03-01,2,2
"CAIZA ""D""",atencion de partos en servicios,primer control post parto,2022-03-01,4,4
CAJUATA,atencion de partos en servicios,primer control post parto,2022-03-01,10,10
CAMARGO,atencion de partos en servicios,primer control post parto,2022-03-01,17,17
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,primer control post parto,2022-03-01,1,1
CAMIRI,atencion de partos en servicios,primer control post parto,2022-03-01,60,60
CAPINOTA,atencion de partos en servicios,primer control post parto,2022-03-01,2,2
CAQUIAVIRI,atencion de partos en servicios,primer control post parto,2022-03-01,2,2
CARACOLLO,atencion de partos en servicios,primer control post parto,2022-03-01,9,9
CARANAVI,atencion de partos en servicios,primer control post parto,2022-03-01,53,53
CARAPARI,atencion de partos en servicios,primer control post parto,2022-03-01,8,8
CARIPUYO,atencion de partos en servicios,primer control post parto,2022-03-01,5,5
CHALLAPATA,atencion de partos en servicios,primer control post parto,2022-03-01,48,48
CHAQUI,atencion de partos en servicios,primer control post parto,2022-03-01,5,5
CHARAGUA,atencion de partos en servicios,primer control post parto,2022-03-01,1,1
CHAYANTA,atencion de partos en servicios,primer control post parto,2022-03-01,3,3
CHIMORE,atencion de partos en servicios,primer control post parto,2022-03-01,22,22
CHUA COCANI,atencion de partos en servicios,primer control post parto,2022-03-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,primer control post parto,2022-03-01,9,9
CHUMA,atencion de partos en servicios,primer control post parto,2022-03-01,3,3
CKOCHAS,atencion de partos en servicios,primer control post parto,2022-03-01,5,5
CLIZA,atencion de partos en servicios,primer control post parto,2022-03-01,13,13
COBIJA,atencion de partos en servicios,primer control post parto,2022-03-01,7,7
COCAPATA,atencion de partos en servicios,primer control post parto,2022-03-01,4,4
COCHABAMBA,atencion de partos en servicios,primer control post parto,2022-03-01,497,497
COLCAPIRHUA,atencion de partos en servicios,primer control post parto,2022-03-01,24,24
"COLCHA ""K""",atencion de partos en servicios,primer control post parto,2022-03-01,5,5
COLOMI,atencion de partos en servicios,primer control post parto,2022-03-01,10,10
COLPA BELGICA,atencion de partos en servicios,primer control post parto,2022-03-01,2,2
COLQUECHACA,atencion de partos en servicios,primer control post parto,2022-03-01,15,15
COLQUENCHA,atencion de partos en servicios,primer control post parto,2022-03-01,1,1
COMARAPA,atencion de partos en servicios,primer control post parto,2022-03-01,2,2
CONCEPCION,atencion de partos en servicios,primer control post parto,2022-03-01,41,41
COPACABANA,atencion de partos en servicios,primer control post parto,2022-03-01,6,6
CORIPATA,atencion de partos en servicios,primer control post parto,2022-03-01,11,11
CORO CORO,atencion de partos en servicios,primer control post parto,2022-03-01,2,2
COROICO,atencion de partos en servicios,primer control post parto,2022-03-01,14,14
CORQUE,atencion de partos en servicios,primer control post parto,2022-03-01,3,3
COTAGAITA,atencion de partos en servicios,primer control post parto,2022-03-01,11,11
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,primer control post parto,2022-03-01,1,1
CUEVO,atencion de partos en servicios,primer control post parto,2022-03-01,6,6
CULPINA,atencion de partos en servicios,primer control post parto,2022-03-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en servicios,primer control post parto,2022-03-01,1,1
DESAGUADERO,atencion de partos en servicios,primer control post parto,2022-03-01,7,7
EL ALTO,atencion de partos en servicios,primer control post parto,2022-03-01,542,542
