,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,TOTALES
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,75,3,78
TURCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,1,0,1
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,1,2,3
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,48,1,49
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,25,2,27
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,7,0,7
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,46,0,46
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,12,1,13
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,23,0,23
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,64,2,66
VILLA CHARCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,15,8,23
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,61,0,61
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,2,0,2
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,12,0,12
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,7,3,10
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,116,0,116
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,4,4,8
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,46,3,49
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,81,5,86
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,3,3,6
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,3,0,3
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,131,0,131
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,3,0,3
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,183,3,186
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,7,0,7
YANACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,2,0,2
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,37,0,37
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,7,1,8
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,8,3,11
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,1,0,1
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-01-01,8,2,10
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,3,1,4
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,27,1,28
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,7,2,9
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,22,0,22
ALALAY,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,2,1,3
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,1,0,1
ALTO BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,24,1,25
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,10,1,11
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,2,1,3
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,6,0,6
ANZALDO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,3,3,6
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,18,0,18
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,3,0,3
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,11,0,11
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,15,0,15
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,8,0,8
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,13,2,15
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,14,0,14
AUCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,3,0,3
AYATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,5,0,5
AYO AYO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,7,0,7
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,17,0,17
AZURDUY,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,9,0,9
BATALLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,18,2,20
BAURES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,5,0,5
BERMEJO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,47,1,48
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,18,2,20
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,4,0,4
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,17,0,17
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,36,0,36
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,4,0,4
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,6,0,6
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,12,0,12
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,3,0,3
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,13,1,14
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,52,2,54
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,4,1,5
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,44,0,44
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,19,0,19
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,3,1,4
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,12,2,14
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,57,4,61
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,16,0,16
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,5,5,10
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,1,0,1
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,27,4,31
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,11,1,12
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,32,1,33
CHARAÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,2,0,2
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,11,7,18
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,31,1,32
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,2,0,2
CHUA COCANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,14,0,14
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,0,2,2
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,4,0,4
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,7,0,7
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,38,0,38
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,84,0,84
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,9,4,13
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,1094,0,1094
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,72,0,72
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,16,1,17
COLLANA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,2,0,2
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,26,0,26
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,5,0,5
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,20,4,24
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,18,0,18
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,13,8,21
COMANCHE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,7,0,7
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,19,0,19
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,20,0,20
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,13,0,13
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,18,0,18
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,1,2,3
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,25,0,25
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,2,2,4
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,19,3,22
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,43,0,43
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,35,0,35
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,1,0,1
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,27,7,34
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,9,0,9
CURVA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,0,3,3
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,11,0,11
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,986,0,986
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,7,3,10
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,14,0,14
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,8,5,13
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,70,21,91
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,16,3,19
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,37,0,37
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,8,1,9
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,1,0,1
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,1,0,1
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,3,0,3
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,27,0,27
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,2,0,2
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,27,0,27
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,3,2,5
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,19,0,19
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,4,1,5
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,81,0,81
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,18,5,23
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,14,0,14
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,1,0,1
HUACHACALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,1,0,1
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,22,0,22
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,2,0,2
HUARINA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,3,1,4
HUATAJATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,2,0,2
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,3,1,4
HUMANATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,5,0,5
ICHOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,1,2,3
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,5,1,6
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,11,3,14
INGAVI (HUMAITA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,1,0,1
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,3,3,6
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,12,1,13
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,10,2,12
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,29,1,30
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,56,1,57
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,99,0,99
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,921,0,921
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,3,0,3
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,11,1,12
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,7,0,7
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,67,3,70
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,4,0,4
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,5,0,5
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,3,0,3
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,3,0,3
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,12,0,12
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,13,0,13
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,17,0,17
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,2,1,3
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,24,0,24
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,8,1,9
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,47,0,47
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,35,2,37
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,9,1,10
MOJINETE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,0,2,2
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,4,0,4
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,25,1,26
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,143,0,143
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,2,0,2
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,6,2,8
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,6,0,6
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,2,1,3
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,6,9,15
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,34,0,34
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,7,0,7
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,428,0,428
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,20,3,23
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,23,1,24
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,12,0,12
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,14,1,15
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,38,3,41
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,2,1,3
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,10,0,10
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,2,1,3
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,40,1,41
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,1,1,2
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,4,0,4
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,11,7,18
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,9,0,9
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,15,0,15
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,5,0,5
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,17,0,17
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,10,4,14
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,14,0,14
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,24,0,24
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,5,0,5
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,294,0,294
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,4,7,11
PUCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,1,0,1
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,20,0,20
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,4,1,5
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,6,1,7
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,12,0,12
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,2,1,3
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,40,0,40
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,12,0,12
PUERTO SILES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,2,0,2
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,34,0,34
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,67,0,67
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,14,7,21
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,32,0,32
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,1,1,2
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,150,0,150
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,15,0,15
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,4,6,10
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,24,2,26
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,184,10,194
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,22,0,22
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,16,0,16
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,1,0,1
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,183,0,183
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,6,0,6
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,13,2,15
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,9,0,9
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,7,5,12
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,12,0,12
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,3,0,3
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,14,1,15
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,2,0,2
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,3,0,3
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,5,2,7
SAN BENITO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,12,0,12
SAN BORJA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-02-01,52,0,52
