municipality,group,variable,month,Repetidas,TOTAL
PAILON,consultas prenatales,repetidas,2006-11-01,95,95
PALCA,consultas prenatales,repetidas,2006-11-01,22,22
PALOS BLANCOS,consultas prenatales,repetidas,2006-11-01,181,181
PAMPA AULLAGAS,consultas prenatales,repetidas,2006-11-01,13,13
PAMPA GRANDE,consultas prenatales,repetidas,2006-11-01,33,33
PAPEL PAMPA,consultas prenatales,repetidas,2006-11-01,10,10
PASORAPA,consultas prenatales,repetidas,2006-11-01,11,11
PATACAMAYA,consultas prenatales,repetidas,2006-11-01,108,108
PAZÑA,consultas prenatales,repetidas,2006-11-01,16,16
PELECHUCO,consultas prenatales,repetidas,2006-11-01,11,11
POCOATA,consultas prenatales,repetidas,2006-11-01,107,107
POCONA,consultas prenatales,repetidas,2006-11-01,35,35
POJO (CBBA),consultas prenatales,repetidas,2006-11-01,63,63
POOPO,consultas prenatales,repetidas,2006-11-01,18,18
PORCO,consultas prenatales,repetidas,2006-11-01,86,86
POROMA,consultas prenatales,repetidas,2006-11-01,84,84
PORONGO,consultas prenatales,repetidas,2006-11-01,34,34
PORTACHUELO,consultas prenatales,repetidas,2006-11-01,147,147
PORVENIR,consultas prenatales,repetidas,2006-11-01,29,29
POSTRER VALLE,consultas prenatales,repetidas,2006-11-01,10,10
POTOSI,consultas prenatales,repetidas,2006-11-01,1598,1598
PRESTO,consultas prenatales,repetidas,2006-11-01,40,40
PUCARA,consultas prenatales,repetidas,2006-11-01,15,15
PUCARANI,consultas prenatales,repetidas,2006-11-01,107,107
PUERTO ACOSTA,consultas prenatales,repetidas,2006-11-01,38,38
PUERTO CARABUCO,consultas prenatales,repetidas,2006-11-01,28,28
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2006-11-01,33,33
PUERTO PEREZ,consultas prenatales,repetidas,2006-11-01,4,4
PUERTO QUIJARRO,consultas prenatales,repetidas,2006-11-01,66,66
PUERTO RICO,consultas prenatales,repetidas,2006-11-01,42,42
PUERTO SILES,consultas prenatales,repetidas,2006-11-01,15,15
PUERTO SUAREZ,consultas prenatales,repetidas,2006-11-01,94,94
PUERTO VILLARROEL,consultas prenatales,repetidas,2006-11-01,249,249
PUNA,consultas prenatales,repetidas,2006-11-01,178,178
PUNATA,consultas prenatales,repetidas,2006-11-01,194,194
QUIABAYA,consultas prenatales,repetidas,2006-11-01,6,6
QUILLACOLLO,consultas prenatales,repetidas,2006-11-01,436,436
QUIME,consultas prenatales,repetidas,2006-11-01,32,32
QUIRUSILLAS,consultas prenatales,repetidas,2006-11-01,3,3
RAVELO,consultas prenatales,repetidas,2006-11-01,113,113
REYES,consultas prenatales,repetidas,2006-11-01,59,59
RIBERALTA,consultas prenatales,repetidas,2006-11-01,980,980
ROBORE,consultas prenatales,repetidas,2006-11-01,91,91
RURRENABAQUE,consultas prenatales,repetidas,2006-11-01,102,102
SABAYA,consultas prenatales,repetidas,2006-11-01,14,14
SACABA,consultas prenatales,repetidas,2006-11-01,437,437
SACABAMBA,consultas prenatales,repetidas,2006-11-01,19,19
SACACA,consultas prenatales,repetidas,2006-11-01,175,175
SAIPINA,consultas prenatales,repetidas,2006-11-01,41,41
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2006-11-01,34,34
SAMAIPATA,consultas prenatales,repetidas,2006-11-01,48,48
SAN AGUSTIN,consultas prenatales,repetidas,2006-11-01,13,13
SAN ANDRES,consultas prenatales,repetidas,2006-11-01,44,44
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2006-11-01,23,23
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2006-11-01,11,11
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2006-11-01,21,21
SAN BENITO,consultas prenatales,repetidas,2006-11-01,39,39
SAN BORJA,consultas prenatales,repetidas,2006-11-01,238,238
SAN BUENA VENTURA,consultas prenatales,repetidas,2006-11-01,97,97
SAN CARLOS,consultas prenatales,repetidas,2006-11-01,169,169
SAN IGNACIO,consultas prenatales,repetidas,2006-11-01,123,123
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2006-11-01,391,391
SAN JAVIER(BNI),consultas prenatales,repetidas,2006-11-01,13,13
SAN JAVIER(STC),consultas prenatales,repetidas,2006-11-01,110,110
SAN JOAQUIN,consultas prenatales,repetidas,2006-11-01,41,41
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2006-11-01,85,85
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2006-11-01,71,71
SAN JULIAN,consultas prenatales,repetidas,2006-11-01,223,223
SAN LORENZO(PND),consultas prenatales,repetidas,2006-11-01,12,12
SAN LORENZO(TJA),consultas prenatales,repetidas,2006-11-01,80,80
SAN LUCAS,consultas prenatales,repetidas,2006-11-01,312,312
SAN MATIAS,consultas prenatales,repetidas,2006-11-01,39,39
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2006-11-01,73,73
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2006-11-01,16,16
SAN PEDRO,consultas prenatales,repetidas,2006-11-01,132,132
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2006-11-01,127,127
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2006-11-01,7,7
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2006-11-01,6,6
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2006-11-01,11,11
SAN PEDRO(PND),consultas prenatales,repetidas,2006-11-01,6,6
SAN RAFAEL,consultas prenatales,repetidas,2006-11-01,40,40
SAN RAMON,consultas prenatales,repetidas,2006-11-01,16,16
SAN RAMON,consultas prenatales,repetidas,2006-11-01,67,67
SANTA ANA,consultas prenatales,repetidas,2006-11-01,172,172
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2006-11-01,8026,8026
SANTA ROSA,consultas prenatales,repetidas,2006-11-01,44,44
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2006-11-01,166,166
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2006-11-01,4,4
SANTIAGO DE HUARI,consultas prenatales,repetidas,2006-11-01,54,54
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2006-11-01,10,10
SANTIVAÑES,consultas prenatales,repetidas,2006-11-01,13,13
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2006-11-01,17,17
SAPAHAQUI,consultas prenatales,repetidas,2006-11-01,14,14
SENA,consultas prenatales,repetidas,2006-11-01,49,49
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2006-11-01,71,71
SICAYA,consultas prenatales,repetidas,2006-11-01,5,5
SIPE SIPE,consultas prenatales,repetidas,2006-11-01,240,240
SOPACHUY,consultas prenatales,repetidas,2006-11-01,83,83
SORACACHI,consultas prenatales,repetidas,2006-11-01,34,34
SORATA,consultas prenatales,repetidas,2006-11-01,51,51
SUCRE,consultas prenatales,repetidas,2006-11-01,2289,2289
TACACHI,consultas prenatales,repetidas,2006-11-01,4,4
TACACOMA,consultas prenatales,repetidas,2006-11-01,23,23
TACOBAMBA,consultas prenatales,repetidas,2006-11-01,16,16
TACOPAYA,consultas prenatales,repetidas,2006-11-01,54,54
TAPACARI,consultas prenatales,repetidas,2006-11-01,110,110
TARABUCO,consultas prenatales,repetidas,2006-11-01,161,161
TARACO,consultas prenatales,repetidas,2006-11-01,9,9
TARATA,consultas prenatales,repetidas,2006-11-01,48,48
TARIJA,consultas prenatales,repetidas,2006-11-01,1160,1160
TARVITA,consultas prenatales,repetidas,2006-11-01,126,126
TEOPONTE,consultas prenatales,repetidas,2006-11-01,25,25
TIAWANACU,consultas prenatales,repetidas,2006-11-01,56,56
TINGUIPAYA,consultas prenatales,repetidas,2006-11-01,118,118
TIPUANI,consultas prenatales,repetidas,2006-11-01,94,94
TIQUIPAYA,consultas prenatales,repetidas,2006-11-01,360,360
TIRAQUE (CBBA),consultas prenatales,repetidas,2006-11-01,220,220
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2006-11-01,5,5
TOCO,consultas prenatales,repetidas,2006-11-01,3,3
TOLATA,consultas prenatales,repetidas,2006-11-01,10,10
TOLEDO,consultas prenatales,repetidas,2006-11-01,24,24
TOMAVE,consultas prenatales,repetidas,2006-11-01,40,40
TOMINA,consultas prenatales,repetidas,2006-11-01,58,58
TORO TORO,consultas prenatales,repetidas,2006-11-01,69,69
TOTORA(CBBA),consultas prenatales,repetidas,2006-11-01,75,75
TOTORA(ORR),consultas prenatales,repetidas,2006-11-01,22,22
TRIGAL,consultas prenatales,repetidas,2006-11-01,11,11
TRINIDAD,consultas prenatales,repetidas,2006-11-01,862,862
TUPIZA,consultas prenatales,repetidas,2006-11-01,367,367
TURCO,consultas prenatales,repetidas,2006-11-01,18,18
UMALA,consultas prenatales,repetidas,2006-11-01,7,7
UNCIA,consultas prenatales,repetidas,2006-11-01,153,153
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2006-11-01,78,78
URUBICHA,consultas prenatales,repetidas,2006-11-01,43,43
UYUNI,consultas prenatales,repetidas,2006-11-01,175,175
VACAS,consultas prenatales,repetidas,2006-11-01,80,80
VALLEGRANDE,consultas prenatales,repetidas,2006-11-01,86,86
VIACHA,consultas prenatales,repetidas,2006-11-01,190,190
VILA VILA,consultas prenatales,repetidas,2006-11-01,14,14
VILLA MONTES,consultas prenatales,repetidas,2006-11-01,261,261
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2006-11-01,4,4
VILLA RIVERO,consultas prenatales,repetidas,2006-11-01,13,13
VILLA SERRANO,consultas prenatales,repetidas,2006-11-01,117,117
VILLA TUNARI,consultas prenatales,repetidas,2006-11-01,377,377
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2006-11-01,85,85
VILLAZON,consultas prenatales,repetidas,2006-11-01,282,282
VINTO,consultas prenatales,repetidas,2006-11-01,152,152
VITICHI,consultas prenatales,repetidas,2006-11-01,86,86
WALDO BALLIVIAN,consultas prenatales,repetidas,2006-11-01,11,11
WARNES,consultas prenatales,repetidas,2006-11-01,460,460
YACO,consultas prenatales,repetidas,2006-11-01,14,14
YACUIBA,consultas prenatales,repetidas,2006-11-01,458,458
YAMPARAEZ,consultas prenatales,repetidas,2006-11-01,50,50
YANACACHI,consultas prenatales,repetidas,2006-11-01,12,12
YAPACANI,consultas prenatales,repetidas,2006-11-01,295,295
YOCALLA,consultas prenatales,repetidas,2006-11-01,21,21
YOTALA,consultas prenatales,repetidas,2006-11-01,40,40
YUNCHARA,consultas prenatales,repetidas,2006-11-01,33,33
ZUDAÑEZ,consultas prenatales,repetidas,2006-11-01,39,39
ACACIO,consultas prenatales,repetidas,2006-12-01,41,41
ACHACACHI,consultas prenatales,repetidas,2006-12-01,135,135
ACHOCALLA,consultas prenatales,repetidas,2006-12-01,14,14
AIQUILE,consultas prenatales,repetidas,2006-12-01,175,175
ALCALA,consultas prenatales,repetidas,2006-12-01,16,16
ANCORAIMES,consultas prenatales,repetidas,2006-12-01,48,48
ANDAMARCA,consultas prenatales,repetidas,2006-12-01,8,8
ANTEQUERA,consultas prenatales,repetidas,2006-12-01,14,14
ANZALDO,consultas prenatales,repetidas,2006-12-01,12,12
APOLO,consultas prenatales,repetidas,2006-12-01,91,91
ARAMPAMPA,consultas prenatales,repetidas,2006-12-01,30,30
ARANI,consultas prenatales,repetidas,2006-12-01,34,34
ARBIETO,consultas prenatales,repetidas,2006-12-01,27,27
ARQUE,consultas prenatales,repetidas,2006-12-01,32,32
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2006-12-01,124,124
ATOCHA,consultas prenatales,repetidas,2006-12-01,84,84
AUCAPATA,consultas prenatales,repetidas,2006-12-01,4,4
AYATA,consultas prenatales,repetidas,2006-12-01,20,20
AYO AYO,consultas prenatales,repetidas,2006-12-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2006-12-01,106,106
AZURDUY,consultas prenatales,repetidas,2006-12-01,64,64
BATALLAS,consultas prenatales,repetidas,2006-12-01,47,47
BAURES,consultas prenatales,repetidas,2006-12-01,23,23
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2006-12-01,1,1
BELEN DE URMIRI,consultas prenatales,repetidas,2006-12-01,5,5
BELLA FLOR,consultas prenatales,repetidas,2006-12-01,14,14
BERMEJO,consultas prenatales,repetidas,2006-12-01,171,171
BETANZOS,consultas prenatales,repetidas,2006-12-01,175,175
BOLIVAR,consultas prenatales,repetidas,2006-12-01,15,15
BOLPEBRA,consultas prenatales,repetidas,2006-12-01,3,3
BOYUIBE,consultas prenatales,repetidas,2006-12-01,18,18
BUENA VISTA,consultas prenatales,repetidas,2006-12-01,66,66
CABEZAS,consultas prenatales,repetidas,2006-12-01,80,80
CAIROMA,consultas prenatales,repetidas,2006-12-01,32,32
"CAIZA ""D""",consultas prenatales,repetidas,2006-12-01,48,48
CAJUATA,consultas prenatales,repetidas,2006-12-01,22,22
CALACOTO,consultas prenatales,repetidas,2006-12-01,13,13
CALAMARCA,consultas prenatales,repetidas,2006-12-01,48,48
CAMARGO,consultas prenatales,repetidas,2006-12-01,84,84
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2006-12-01,31,31
CAMIRI,consultas prenatales,repetidas,2006-12-01,152,152
CAPINOTA,consultas prenatales,repetidas,2006-12-01,119,119
CAQUIAVIRI,consultas prenatales,repetidas,2006-12-01,28,28
CARACOLLO,consultas prenatales,repetidas,2006-12-01,123,123
CARANAVI,consultas prenatales,repetidas,2006-12-01,310,310
CARAPARI,consultas prenatales,repetidas,2006-12-01,60,60
CARIPUYO,consultas prenatales,repetidas,2006-12-01,46,46
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2006-12-01,10,10
CATACORA,consultas prenatales,repetidas,2006-12-01,5,5
CHALLAPATA,consultas prenatales,repetidas,2006-12-01,116,116
CHAQUI,consultas prenatales,repetidas,2006-12-01,25,25
CHARAGUA,consultas prenatales,repetidas,2006-12-01,179,179
CHAYANTA,consultas prenatales,repetidas,2006-12-01,99,99
CHIMORE,consultas prenatales,repetidas,2006-12-01,51,51
CHIPAYA,consultas prenatales,repetidas,2006-12-01,4,4
CHOQUE COTA,consultas prenatales,repetidas,2006-12-01,5,5
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2006-12-01,144,144
CHUMA,consultas prenatales,repetidas,2006-12-01,20,20
CLIZA,consultas prenatales,repetidas,2006-12-01,93,93
COBIJA,consultas prenatales,repetidas,2006-12-01,450,450
COCHABAMBA,consultas prenatales,repetidas,2006-12-01,4946,4946
COLCAPIRHUA,consultas prenatales,repetidas,2006-12-01,234,234
"COLCHA ""K""",consultas prenatales,repetidas,2006-12-01,38,38
COLLANA,consultas prenatales,repetidas,2006-12-01,10,10
COLOMI,consultas prenatales,repetidas,2006-12-01,133,133
COLPA BELGICA,consultas prenatales,repetidas,2006-12-01,24,24
COLQUECHACA,consultas prenatales,repetidas,2006-12-01,133,133
COLQUENCHA,consultas prenatales,repetidas,2006-12-01,25,25
COLQUIRI,consultas prenatales,repetidas,2006-12-01,77,77
COMANCHE,consultas prenatales,repetidas,2006-12-01,11,11
COMARAPA,consultas prenatales,repetidas,2006-12-01,147,147
COMBAYA,consultas prenatales,repetidas,2006-12-01,2,2
CONCEPCION,consultas prenatales,repetidas,2006-12-01,84,84
COPACABANA,consultas prenatales,repetidas,2006-12-01,41,41
CORIPATA,consultas prenatales,repetidas,2006-12-01,86,86
CORO CORO,consultas prenatales,repetidas,2006-12-01,22,22
COROICO,consultas prenatales,repetidas,2006-12-01,97,97
CORQUE,consultas prenatales,repetidas,2006-12-01,14,14
COTAGAITA,consultas prenatales,repetidas,2006-12-01,128,128
COTOCA,consultas prenatales,repetidas,2006-12-01,261,261
CUATRO CAÑADAS,consultas prenatales,repetidas,2006-12-01,62,62
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2006-12-01,5,5
CUEVO,consultas prenatales,repetidas,2006-12-01,28,28
CULPINA,consultas prenatales,repetidas,2006-12-01,121,121
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2006-12-01,47,47
CURVA,consultas prenatales,repetidas,2006-12-01,10,10
DESAGUADERO,consultas prenatales,repetidas,2006-12-01,34,34
EL ALTO,consultas prenatales,repetidas,2006-12-01,4583,4583
EL CHORO,consultas prenatales,repetidas,2006-12-01,23,23
EL PUENTE(STC),consultas prenatales,repetidas,2006-12-01,71,71
EL PUENTE(TJA),consultas prenatales,repetidas,2006-12-01,67,67
EL TORNO,consultas prenatales,repetidas,2006-12-01,350,350
EL VILLAR,consultas prenatales,repetidas,2006-12-01,34,34
ENTRE RIOS,consultas prenatales,repetidas,2006-12-01,83,83
ENTRE RIOS,consultas prenatales,repetidas,2006-12-01,86,86
ESCARA,consultas prenatales,repetidas,2006-12-01,1,1
EUCALIPTUS,consultas prenatales,repetidas,2006-12-01,22,22
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2006-12-01,3,3
EXALTACION,consultas prenatales,repetidas,2006-12-01,9,9
FERNANDEZ ALONSO,consultas prenatales,repetidas,2006-12-01,81,81
FILADELFIA,consultas prenatales,repetidas,2006-12-01,9,9
GENERAL SAAVEDRA,consultas prenatales,repetidas,2006-12-01,80,80
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2006-12-01,11,11
GUANAY,consultas prenatales,repetidas,2006-12-01,78,78
GUAQUI,consultas prenatales,repetidas,2006-12-01,15,15
GUAYARAMERIN,consultas prenatales,repetidas,2006-12-01,307,307
GUTIERREZ,consultas prenatales,repetidas,2006-12-01,53,53
HUACARETA,consultas prenatales,repetidas,2006-12-01,96,96
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2006-12-01,11,11
HUACHACALLA,consultas prenatales,repetidas,2006-12-01,5,5
HUANUNI,consultas prenatales,repetidas,2006-12-01,218,218
HUARACAJE,consultas prenatales,repetidas,2006-12-01,31,31
HUAYLLAMARCA,consultas prenatales,repetidas,2006-12-01,16,16
ICHOCA,consultas prenatales,repetidas,2006-12-01,11,11
ICLA,consultas prenatales,repetidas,2006-12-01,65,65
INCAHUASI,consultas prenatales,repetidas,2006-12-01,160,160
INGAVI (HUMAITA),consultas prenatales,repetidas,2006-12-01,4,4
INQUISIVI,consultas prenatales,repetidas,2006-12-01,38,38
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2006-12-01,51,51
IXIAMAS,consultas prenatales,repetidas,2006-12-01,59,59
JESUS DE MACHACA,consultas prenatales,repetidas,2006-12-01,29,29
LA ASUNTA,consultas prenatales,repetidas,2006-12-01,177,177
LA GUARDIA,consultas prenatales,repetidas,2006-12-01,426,426
LA PAZ,consultas prenatales,repetidas,2006-12-01,6562,6562
LAGUNILLAS,consultas prenatales,repetidas,2006-12-01,14,14
LAJA,consultas prenatales,repetidas,2006-12-01,41,41
LAS CARRERAS,consultas prenatales,repetidas,2006-12-01,28,28
LICOMA PAMPA,consultas prenatales,repetidas,2006-12-01,12,12
LLALLAGUA,consultas prenatales,repetidas,2006-12-01,350,350
LLICA,consultas prenatales,repetidas,2006-12-01,12,12
LORETO,consultas prenatales,repetidas,2006-12-01,11,11
LURIBAY,consultas prenatales,repetidas,2006-12-01,29,29
MACHACAMARCA,consultas prenatales,repetidas,2006-12-01,18,18
MACHARETI,consultas prenatales,repetidas,2006-12-01,53,53
MAGDALENA,consultas prenatales,repetidas,2006-12-01,68,68
MAIRANA,consultas prenatales,repetidas,2006-12-01,55,55
MALLA,consultas prenatales,repetidas,2006-12-01,13,13
MAPIRI,consultas prenatales,repetidas,2006-12-01,98,98
MECAPACA,consultas prenatales,repetidas,2006-12-01,28,28
MINEROS,consultas prenatales,repetidas,2006-12-01,142,142
MIZQUE,consultas prenatales,repetidas,2006-12-01,124,124
MOCOMOCO,consultas prenatales,repetidas,2006-12-01,30,30
MOJINETE,consultas prenatales,repetidas,2006-12-01,1,1
MOJOCOYA,consultas prenatales,repetidas,2006-12-01,38,38
MONTEAGUDO,consultas prenatales,repetidas,2006-12-01,298,298
MONTERO,consultas prenatales,repetidas,2006-12-01,699,699
MORO MORO,consultas prenatales,repetidas,2006-12-01,11,11
MOROCHATA,consultas prenatales,repetidas,2006-12-01,57,57
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2006-12-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2006-12-01,5,5
OCURI,consultas prenatales,repetidas,2006-12-01,96,96
OKINAWA,consultas prenatales,repetidas,2006-12-01,110,110
OMEREQUE,consultas prenatales,repetidas,2006-12-01,19,19
ORURO,consultas prenatales,repetidas,2006-12-01,2030,2030
PADCAYA,consultas prenatales,repetidas,2006-12-01,99,99
PADILLA,consultas prenatales,repetidas,2006-12-01,89,89
PAILON,consultas prenatales,repetidas,2006-12-01,68,68
PALCA,consultas prenatales,repetidas,2006-12-01,10,10
PALOS BLANCOS,consultas prenatales,repetidas,2006-12-01,162,162
PAMPA AULLAGAS,consultas prenatales,repetidas,2006-12-01,11,11
PAMPA GRANDE,consultas prenatales,repetidas,2006-12-01,32,32
PAPEL PAMPA,consultas prenatales,repetidas,2006-12-01,14,14
PASORAPA,consultas prenatales,repetidas,2006-12-01,11,11
PATACAMAYA,consultas prenatales,repetidas,2006-12-01,88,88
PAZÑA,consultas prenatales,repetidas,2006-12-01,26,26
PELECHUCO,consultas prenatales,repetidas,2006-12-01,3,3
POCOATA,consultas prenatales,repetidas,2006-12-01,101,101
POCONA,consultas prenatales,repetidas,2006-12-01,35,35
POJO (CBBA),consultas prenatales,repetidas,2006-12-01,41,41
POOPO,consultas prenatales,repetidas,2006-12-01,23,23
PORCO,consultas prenatales,repetidas,2006-12-01,52,52
POROMA,consultas prenatales,repetidas,2006-12-01,52,52
PORONGO,consultas prenatales,repetidas,2006-12-01,35,35
PORTACHUELO,consultas prenatales,repetidas,2006-12-01,143,143
PORVENIR,consultas prenatales,repetidas,2006-12-01,45,45
