municipality,group,variable,month,Controles nuevos en niños menores de 2 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
MOROCHATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,155,155,130,285
NACEBE (SANTA ROSA DEL ABUNA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,2,2,4,6
NUEVO MANOA (NUEVA ESPERANZA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,5,5,6,11
OCURI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,20,20,31,51
OKINAWA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,17,17,16,33
OMEREQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,16,16,7,23
ORURO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,497,497,489,986
PADCAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,34,34,23,57
PADILLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,18,18,15,33
PAILON,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,15,15,12,27
PALCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,21,21,22,43
PALOS BLANCOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,42,42,30,72
PAMPA AULLAGAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,0,0,1,1
PAMPA GRANDE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,4,4,10,14
PAPEL PAMPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,5,5,7,12
PASORAPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,4,4,2,6
PATACAMAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,31,31,23,54
PAZÑA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,2,2,4,6
PELECHUCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,7,7,9,16
POCOATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,40,40,39,79
POCONA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,45,45,25,70
POJO (CBBA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,10,10,18,28
POOPO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,2,2,2,4
PORCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,10,10,7,17
POROMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,25,25,27,52
PORONGO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,8,8,6,14
PORTACHUELO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,14,14,20,34
PORVENIR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,4,4,10,14
POSTRER VALLE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,4,4,2,6
POTOSI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,226,226,182,408
PRESTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,10,10,14,24
PUCARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,1,1,0,1
PUCARANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,35,35,32,67
PUERTO ACOSTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,38,38,28,66
PUERTO CARABUCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,13,13,10,23
PUERTO GONZALO MORENO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,3,3,3,6
PUERTO PEREZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,3,3,11,14
PUERTO QUIJARRO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,17,17,20,37
PUERTO RICO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,17,17,17,34
PUERTO SILES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,10,10,1,11
PUERTO SUAREZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,24,24,13,37
PUERTO VILLARROEL,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,93,93,92,185
PUNA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,57,57,51,108
PUNATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,145,145,186,331
QUIABAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,3,3,1,4
QUILLACOLLO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,457,457,359,816
QUIME,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,9,9,10,19
QUIRUSILLAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,2,2,0,2
RAVELO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,28,28,33,61
REYES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,10,10,15,25
RIBERALTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,121,121,117,238
ROBORE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,21,21,28,49
RURRENABAQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,26,26,19,45
SABAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,3,3,7,10
SACABA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,391,391,325,716
SACABAMBA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,37,37,34,71
SACACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,27,27,19,46
SAIPINA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,10,10,8,18
SALINAS DE GARCI MENDOZA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,4,4,5,9
SAMAIPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,7,7,3,10
SAN AGUSTIN,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,4,4,0,4
SAN ANDRES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,21,21,26,47
SAN ANDRES DE MACHACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,6,6,3,9
SAN ANTONIO DE ESMORUCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,1,1,2,3
SAN ANTONIO DE LOMERIO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,8,8,8,16
SAN BENITO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,7,7,13,20
SAN BORJA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,83,83,54,137
SAN BUENA VENTURA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,8,8,6,14
SAN CARLOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,19,19,16,35
SAN IGNACIO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,50,50,44,94
SAN IGNACIO DE VELASCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,73,73,65,138
SAN JAVIER(BNI),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,9,9,10,19
SAN JAVIER(STC),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,13,13,14,27
SAN JOSE DE CHIQUITOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,13,13,12,25
SAN JUAN DE YAPACANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,14,14,8,22
SAN JULIAN,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,57,57,47,104
SAN LORENZO(PND),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,3,3,5,8
SAN LORENZO(TJA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,30,30,26,56
SAN LUCAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,59,59,40,99
SAN MATIAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,28,28,24,52
SAN MIGUEL DE VELASCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,8,8,12,20
SAN PABLO DE LIPEZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,2,2,2,4
SAN PEDRO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,13,13,13,26
SAN PEDRO DE BUENA VISTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,61,61,57,118
SAN PEDRO DE CURAHUARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,11,11,7,18
SAN PEDRO DE TIQUINA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,4,4,4,8
SAN PEDRO(PND),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,8,8,3,11
SAN RAFAEL,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,8,8,4,12
SAN RAMON,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,1,1,5,6
SAN RAMON,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,9,9,6,15
SANTA ANA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,48,48,52,100
SANTA CRUZ DE LA SIERRA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,2113,2113,2051,4164
SANTA ROSA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,9,9,11,20
SANTA ROSA DEL SARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,22,22,21,43
SANTIAGO DE CALLAPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,14,14,10,24
SANTIAGO DE HUARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,9,9,13,22
SANTIAGO DE MACHACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,1,1,5,6
SANTIVAÑES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,3,3,2,5
SANTUARIO DE QUILLACAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,4,4,5,9
SAPAHAQUI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,13,13,8,21
SENA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,8,8,7,15
SICA SICA (VILLA AROMA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,28,28,13,41
SICAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,2,2,2,4
SIPE SIPE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,186,186,163,349
SOPACHUY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,6,6,12,18
SORACACHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,48,48,35,83
SORATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,18,18,11,29
SUCRE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,355,355,372,727
TACACHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,3,3,2,5
TACACOMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,2,2,6,8
TACOBAMBA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,14,14,13,27
TACOPAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,14,14,11,25
TAHUA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,3,3,1,4
TAPACARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,28,28,35,63
TARABUCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,32,32,31,63
TARACO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,5,5,4,9
TARATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,12,12,25,37
TARIJA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,682,682,721,1403
TARVITA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,15,15,19,34
TEOPONTE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,12,12,12,24
TIAWANACU,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,18,18,15,33
TINGUIPAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,29,29,31,60
TIPUANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,15,15,9,24
TIQUIPAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,86,86,84,170
TIRAQUE (CBBA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,257,257,256,513
TITO YUPANQUI (PARQUIPUJIO),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,0,0,1,1
TOCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,4,4,6,10
TODOS SANTOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,0,0,2,2
TOLATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,5,5,4,9
TOLEDO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,8,8,4,12
TOMAVE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,16,16,9,25
TOMINA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,11,11,6,17
TORO TORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,31,31,42,73
TOTORA(CBBA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,20,20,20,40
TOTORA(ORR),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,5,5,6,11
TRIGAL,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,1,1,2,3
TRINIDAD,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,488,488,463,951
TUPIZA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,37,37,48,85
TURCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,8,8,14,22
UMALA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,16,16,12,28
UNCIA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,49,49,55,104
URIONDO (A. CONCEPCION),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,16,16,26,42
UYUNI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,34,34,27,61
VACAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,20,20,17,37
VALLEGRANDE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,26,26,35,61
VIACHA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,120,120,116,236
VILA VILA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,5,5,7,12
VILLA MONTES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,66,66,44,110
VILLA NUEVA (LOMA ALTA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,8,8,9,17
VILLA RIVERO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,9,9,11,20
VILLA SERRANO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,12,12,12,24
VILLA TUNARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,180,180,190,370
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,6,6,12,18
VILLAZON,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,46,46,38,84
VINTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,128,128,131,259
VITICHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,9,9,12,21
WALDO BALLIVIAN,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,2,2,1,3
WARNES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,156,156,139,295
YACO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,6,6,8,14
YACUIBA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,81,81,77,158
YAMPARAEZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,13,13,13,26
YANACACHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,2,2,4,6
YAPACANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,33,33,45,78
YOCALLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,4,4,3,7
YOTALA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,8,8,8,16
YUNCHARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,1,1,5,6
ZUDAÑEZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-09-01,8,8,3,11
ACACIO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,8,8,8,16
ACHACACHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,66,66,69,135
ACHOCALLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,13,13,21,34
AIQUILE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,34,34,35,69
ALALAY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,3,3,3,6
ALCALA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,3,3,2,5
ANCORAIMES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,15,15,14,29
ANDAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,1,1,3,4
ANTEQUERA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,1,1,1,2
ANZALDO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,21,21,42,63
APOLO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,19,19,20,39
ARAMPAMPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,0,0,1,1
ARANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,21,21,29,50
ARBIETO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,24,24,16,40
ARQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,14,14,14,28
ASCENCION DE GUARAYOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,17,17,21,38
ATOCHA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,12,12,15,27
AUCAPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,11,11,8,19
AYATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,17,17,12,29
AYO AYO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,9,9,11,20
AYOPAYA (V. DE INDEPENDENCIA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,72,72,66,138
AZURDUY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,10,10,18,28
BATALLAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,24,24,19,43
BAURES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,13,13,4,17
BELEN DE URMIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,4,4,0,4
BELLA FLOR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,1,1,0,1
BERMEJO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,69,69,81,150
BETANZOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,34,34,33,67
BOLIVAR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,10,10,8,18
BOLPEBRA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,1,1,1,2
BOYUIBE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,5,5,2,7
BUENA VISTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,17,17,17,34
CABEZAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,25,25,15,40
CAIROMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,10,10,6,16
"CAIZA ""D""",nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,10,10,11,21
CAJUATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,14,14,4,18
CALACOTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,3,3,3,6
CALAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,15,15,11,26
CAMARGO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,16,16,25,41
CAMATAQUI (C. VILLA ABECIA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,2,2,5,7
CAMIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,60,60,77,137
CAPINOTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,88,88,72,160
CAQUIAVIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,6,6,6,12
CARACOLLO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,13,13,14,27
CARANAVI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,77,77,61,138
CARANGAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,6,6,2,8
CARAPARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,11,11,13,24
CARIPUYO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,6,6,8,14
CARMEN RIVERO TORREZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,7,7,13,20
CATACORA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,2,2,0,2
CHACARILLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,1,1,0,1
CHALLAPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,40,40,36,76
CHAQUI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,11,11,7,18
CHARAGUA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,29,29,20,49
CHARAÑA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,1,1,4,5
CHAYANTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,19,19,23,42
CHIMORE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,52,52,49,101
CHIPAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,3,3,3,6
CHOQUE COTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,3,3,2,5
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,34,34,19,53
CHUMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,8,8,8,16
CLIZA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,86,86,68,154
COBIJA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,55,55,84,139
COCHABAMBA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,1823,1823,1684,3507
COLCAPIRHUA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,300,300,293,593
"COLCHA ""K""",nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,8,8,7,15
COLLANA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,3,3,2,5
COLOMI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,106,106,91,197
COLPA BELGICA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,8,8,5,13
COLQUECHACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,46,46,65,111
COLQUENCHA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,4,4,4,8
COLQUIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,32,32,30,62
COMANCHE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,0,0,1,1
COMARAPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,19,19,22,41
COMBAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,2,2,1,3
CONCEPCION,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,7,7,9,16
