municipality,group,variable,month,Consultas nuevas en menores de 5 años,TOTAL
LAS CARRERAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,7,7
LICOMA PAMPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,7,7
LLALLAGUA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,142,142
LLICA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,17,17
LURIBAY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,54,54
MACHACAMARCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,25,25
MACHARETI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,92,92
MAGDALENA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,4,4
MAIRANA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,21,21
MALLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,2,2
MAPIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,71,71
MECAPACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,17,17
MINEROS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,200,200
MIZQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,20,20
MOCOMOCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,11,11
MOJOCOYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,9,9
MONTEAGUDO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,133,133
MONTERO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,296,296
MORO MORO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,44,44
MOROCHATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,121,121
OCURI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,95,95
OKINAWA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,39,39
OMEREQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,13,13
ORURO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,1111,1111
PADCAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,32,32
PADILLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,27,27
PAILON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,102,102
PALCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,52,52
PALOS BLANCOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,128,128
PAMPA AULLAGAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,32,32
PAPEL PAMPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,9,9
PASORAPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,64,64
PATACAMAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,80,80
PAZÑA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,82,82
PELECHUCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,7,7
POCOATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,165,165
POCONA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,9,9
POJO (CBBA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,77,77
POOPO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,50,50
PORCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,49,49
POROMA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,8,8
PORONGO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,33,33
PORTACHUELO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,26,26
PORVENIR,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,126,126
POSTRER VALLE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,41,41
POTOSI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,1174,1174
PRESTO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,109,109
PUCARA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,60,60
PUCARANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,87,87
PUERTO ACOSTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,36,36
PUERTO CARABUCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,45,45
PUERTO GONZALO MORENO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,122,122
PUERTO PEREZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,10,10
PUERTO QUIJARRO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,53,53
PUERTO RICO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,27,27
PUERTO SUAREZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,66,66
PUERTO VILLARROEL,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,66,66
PUNA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,127,127
PUNATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,223,223
QUIABAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,14,14
QUILLACOLLO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,670,670
QUIME,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,28,28
QUIRUSILLAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,9,9
RAVELO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,28,28
REYES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,56,56
RIBERALTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,131,131
ROBORE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,14,14
RURRENABAQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,7,7
SABAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,1,1
SACABA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,449,449
SACABAMBA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,15,15
SACACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,9,9
SAIPINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,41,41
SALINAS DE GARCI MENDOZA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,185,185
SAMAIPATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,129,129
SAN AGUSTIN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,5,5
SAN ANDRES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,4,4
SAN ANDRES DE MACHACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,34,34
SAN ANTONIO DE LOMERIO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,5,5
SAN BENITO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,57,57
SAN BORJA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,221,221
SAN BUENA VENTURA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,39,39
SAN CARLOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,31,31
SAN IGNACIO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,64,64
SAN IGNACIO DE VELASCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,85,85
SAN JAVIER(BNI),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,7,7
SAN JAVIER(STC),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,13,13
SAN JOSE DE CHIQUITOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,19,19
SAN JUAN DE YAPACANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,28,28
SAN JULIAN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,40,40
SAN LORENZO(PND),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,35,35
SAN LORENZO(TJA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,141,141
SAN LUCAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,137,137
SAN MATIAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,76,76
SAN MIGUEL DE VELASCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,161,161
SAN PEDRO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,8,8
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,72,72
SAN PEDRO DE CURAHUARA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,16,16
SAN PEDRO DE TIQUINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,20,20
SAN RAFAEL,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,38,38
SAN RAMON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,67,67
SAN RAMON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,4,4
SANTA ANA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,7,7
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,4949,4949
SANTA ROSA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,27,27
SANTA ROSA DEL SARA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,103,103
SANTIAGO DE CALLAPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,14,14
SANTIAGO DE HUARI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,142,142
SANTIVAÑES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,10,10
SANTUARIO DE QUILLACAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,63,63
SAPAHAQUI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,65,65
SENA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,48,48
SICA SICA (VILLA AROMA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,136,136
SICAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,9,9
SIPE SIPE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,159,159
SOPACHUY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,167,167
SORACACHI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,54,54
SORATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,81,81
SUCRE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,1085,1085
TACACOMA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,16,16
TACOPAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,60,60
TAHUA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,6,6
TAPACARI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,5,5
TARABUCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,617,617
TARACO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,82,82
TARATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,27,27
TARIJA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,294,294
TARVITA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,143,143
TEOPONTE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,31,31
TIAWANACU,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,23,23
TINGUIPAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,41,41
TIPUANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,66,66
TIQUIPAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,921,921
TIRAQUE (CBBA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,61,61
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,3,3
TOCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,144,144
TOLATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,24,24
TOLEDO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,22,22
TOMAVE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,42,42
TOMINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,183,183
TORO TORO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,29,29
TOTORA(CBBA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,74,74
TOTORA(ORR),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,5,5
TRIGAL,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,13,13
TRINIDAD,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,246,246
TUPIZA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,96,96
TURCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,4,4
UMALA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,31,31
UNCIA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,110,110
URIONDO (A. CONCEPCION),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,85,85
URUBICHA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,37,37
UYUNI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,127,127
VACAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,65,65
VALLEGRANDE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,103,103
VIACHA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,178,178
VILA VILA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,5,5
VILLA MONTES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,53,53
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,17,17
VILLA RIVERO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,42,42
VILLA SERRANO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,139,139
VILLA TUNARI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,244,244
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,51,51
VILLAZON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,170,170
VINTO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,74,74
VITICHI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,1,1
WALDO BALLIVIAN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,2,2
WARNES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,197,197
YACO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,12,12
YACUIBA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,97,97
YAMPARAEZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,142,142
YANACACHI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,11,11
YAPACANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,58,58
YOCALLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,52,52
YOTALA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,37,37
YUNCHARA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,6,6
ZUDAÑEZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-05-01,146,146
ACACIO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-06-01,27,27
ACHACACHI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-06-01,105,105
ACHOCALLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-06-01,34,34
AIQUILE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-06-01,161,161
ALALAY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-06-01,1,1
ALCALA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-06-01,200,200
ANCORAIMES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-06-01,23,23
ANDAMARCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-06-01,38,38
ANTEQUERA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-06-01,19,19
ANZALDO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-06-01,42,42
APOLO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-06-01,74,74
ARAMPAMPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-06-01,26,26
ARANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-06-01,15,15
ARBIETO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-06-01,170,170
ARQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-06-01,34,34
ASCENCION DE GUARAYOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-06-01,45,45
AYATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-06-01,3,3
AYO AYO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-06-01,24,24
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-06-01,50,50
AZURDUY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-06-01,121,121
BATALLAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-06-01,53,53
