,group,variable,month,L 22.2 N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,L 22.2 N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
TOLATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-05-01,0,8,8
TOLEDO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-05-01,0,5,5
TOMINA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-05-01,0,19,19
TOTORA(CBBA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-05-01,0,45,45
TOTORA(ORR),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-05-01,0,2,2
TRINIDAD,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-05-01,0,37,37
TUPIZA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-05-01,0,45,45
UNCIA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-05-01,0,11,11
URIONDO (A. CONCEPCION),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-05-01,0,7,7
URUBICHA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-05-01,0,32,32
UYUNI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-05-01,0,44,44
VALLEGRANDE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-05-01,0,67,67
VILLA CHARCAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-05-01,0,25,25
VILLA MONTES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-05-01,0,95,95
VILLA NUEVA (LOMA ALTA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-05-01,0,3,3
VILLA SERRANO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-05-01,0,23,23
VILLA TUNARI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-05-01,0,326,326
VILLA VACA GUZMAN (MUYUPAMPA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-05-01,0,31,31
VILLAZON,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-05-01,0,164,164
WARNES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-05-01,0,94,94
YACUIBA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-05-01,0,158,158
YAMPARAEZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-05-01,0,16,16
YAPACANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-05-01,0,72,72
YOCALLA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-05-01,0,3,3
YOTALA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-05-01,0,18,18
YUNCHARA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-05-01,0,2,2
ZUDAÑEZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-05-01,0,8,8
ACHACACHI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,13,13
AIQUILE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,71,71
ALCALA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,5,5
ANCORAIMES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,6,6
APOLO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,20,20
ARBIETO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,20,20
ASCENCION DE GUARAYOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,113,113
AYOPAYA (V. DE INDEPENDENCIA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,17,17
AZURDUY,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,17,17
BATALLAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,3,3
BELLA FLOR,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,1,1
BERMEJO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,70,70
BETANZOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,34,34
BOLPEBRA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,3,3
BOYUIBE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,10,10
CABEZAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,32,32
"CAIZA ""D""",vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,9,9
CAMARGO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,45,45
CAMATAQUI (C. VILLA ABECIA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,3,3
CAMIRI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,136,136
CAPINOTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,50,50
CARANAVI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,120,120
CARAPARI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,20,20
CARMEN RIVERO TORREZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,6,6
CHALLAPATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,31,31
CHARAGUA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,5,5
CHIPAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,6,6
CHUMA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,2,2
CLIZA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,49,49
COBIJA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,299,299
COCHABAMBA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,1072,1072
COLCAPIRHUA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,8,8
COLPA BELGICA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,12,12
COLQUIRI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,18,18
COMARAPA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,26,26
CORIPATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,11,11
COROICO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,47,47
CORQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,3,3
COTAGAITA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,23,23
COTOCA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,64,64
CUATRO CAÑADAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,40,40
CUEVO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,8,8
CULPINA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,33,33
DESAGUADERO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,9,9
EL ALTO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,2088,2088
EL PUENTE(STC),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,13,13
EL PUENTE(TJA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,4,4
EL TORNO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,158,158
EL VILLAR,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,15,15
ENTRE RIOS TRJ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,1,1
ESCOMA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,16,16
EUCALIPTUS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,12,12
EUREKA (SANTOS MERCADO),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,1,1
FERNANDEZ ALONSO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,20,20
GRAL. J.J. PEREZ (CHARAZANI),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,8,8
GUANAY,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,21,21
GUAYARAMERIN,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,215,215
GUTIERREZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,24,24
HUACARETA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,7,7
HUACAYA (VILLA DE HUACAYA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,8,8
HUACHACALLA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,1,1
ICLA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,19,19
INCAHUASI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,32,32
INQUISIVI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,2,2
IRUPANA (VILLA DE LANZA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,13,13
LA GUARDIA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,144,144
LA PAZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,1690,1690
LAS CARRERAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,14,14
LLALLAGUA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,180,180
MACHARETI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,9,9
MAIRANA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,26,26
MECAPACA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,5,5
MINEROS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,20,20
MIZQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,51,51
MOJOCOYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,15,15
MONTEAGUDO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,72,72
MONTERO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,236,236
NACEBE (SANTA ROSA DEL ABUNA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,8,8
NUEVO MANOA (NUEVA ESPERANZA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,11,11
ORURO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,1093,1093
PADCAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,22,22
PADILLA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,16,16
PAILON,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,64,64
PALOS BLANCOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,35,35
PASORAPA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,4,4
PATACAMAYA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,39,39
POCOATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,11,11
POOPO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,6,6
POROMA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,10,10
PORONGO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,5,5
PORTACHUELO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,14,14
PORVENIR,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,7,7
POSTRER VALLE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,5,5
POTOSI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,139,139
PRESTO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,16,16
PUCARANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,15,15
PUERTO GONZALO MORENO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,7,7
PUERTO QUIJARRO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,4,4
PUERTO RICO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,23,23
PUERTO SUAREZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,48,48
PUERTO VILLARROEL,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,207,207
PUNA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,24,24
PUNATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,52,52
QUIME,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,14,14
RIBERALTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,157,157
ROBORE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,27,27
RURRENABAQUE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,45,45
SACABA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,342,342
SAMAIPATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,7,7
SAN CARLOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,60,60
SAN IGNACIO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,50,50
SAN IGNACIO DE VELASCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,84,84
SAN JAVIER(BNI),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,1,1
SAN JAVIER(STC),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,37,37
SAN JOSE DE CHIQUITOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,52,52
SAN JUAN DE YAPACANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,16,16
SAN JULIAN,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,102,102
SAN LORENZO(PND),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,16,16
SAN LORENZO(TJA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,22,22
SAN LUCAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,108,108
SAN MIGUEL DE VELASCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,19,19
SAN PEDRO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,22,22
SAN PEDRO DE BUENA VISTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,11,11
SAN RAFAEL,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,9,9
SANTA CRUZ DE LA SIERRA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,1303,1303
SANTA ROSA DEL SARA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,25,25
SENA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,21,21
SHINAOTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,64,64
SIPE SIPE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,28,28
SOPACHUY,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,17,17
SUCRE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,811,811
TACACOMA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,2,2
TAPACARI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,4,4
TARABUCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,33,33
TARATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,7,7
TARIJA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,298,298
TARVITA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,27,27
TIPUANI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,14,14
TOCO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,5,5
TOLATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,7,7
TOLEDO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,5,5
TOMINA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,33,33
TOTORA(ORR),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,2,2
TRINIDAD,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,23,23
TUPIZA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,53,53
UNCIA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,16,16
URUBICHA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,15,15
UYUNI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,74,74
VALLEGRANDE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,32,32
VILLA CHARCAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,50,50
VILLA MONTES,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,128,128
VILLA SERRANO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,20,20
VILLA TUNARI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,304,304
VILLA VACA GUZMAN (MUYUPAMPA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,15,15
VILLAZON,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,169,169
YACUIBA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,154,154
YAMPARAEZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,8,8
YOTALA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,20,20
YUNCHARA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,14,14
ZUDAÑEZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-06-01,0,17,17
ACHACACHI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,37,37
AIQUILE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,46,46
ALCALA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,7,7
APOLO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,24,24
ARAMPAMPA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,3,3
ARBIETO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,14,14
ASCENCION DE GUARAYOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,81,81
AYOPAYA (V. DE INDEPENDENCIA),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,26,26
AZURDUY,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,13,13
BATALLAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,31,31
BELLA FLOR,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,3,3
BERMEJO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,61,61
BETANZOS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,48,48
BOLPEBRA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,3,3
BOYUIBE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,6,6
BUENA VISTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,22,22
CABEZAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,41,41
"CAIZA ""D""",vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,9,9
CAMARGO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,37,37
CAMIRI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,97,97
CAPINOTA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,53,53
CARACOLLO,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,25,25
CARANAVI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,110,110
CARAPARI,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,31,31
CARMEN RIVERO TORREZ,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,5,5
CHALLAPATA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,128,128
CHIMORE,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,11,11
CHULUMANI (V. DE LA LIBERTAD),vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,34,34
CHUMA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,9,9
CKOCHAS,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,15,15
CLIZA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,45,45
COBIJA,vih,l 22.2        n de mujeres embarazadas con prueba rapida,2012-07-01,0,359,359
