,group,variable,month,L 22.3 N° DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,L 22.3 N° DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
PORTACHUELO,vih,l 22.3        n de personas con prueba rapida,2012-12-01,15,43,58
POSTRER VALLE,vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,1,1
POTOSI,vih,l 22.3        n de personas con prueba rapida,2012-12-01,41,189,230
PRESTO,vih,l 22.3        n de personas con prueba rapida,2012-12-01,1,2,3
PUCARANI,vih,l 22.3        n de personas con prueba rapida,2012-12-01,20,53,73
PUERTO GONZALO MORENO,vih,l 22.3        n de personas con prueba rapida,2012-12-01,5,32,37
PUERTO QUIJARRO,vih,l 22.3        n de personas con prueba rapida,2012-12-01,48,42,90
PUERTO RICO,vih,l 22.3        n de personas con prueba rapida,2012-12-01,12,44,56
PUERTO SUAREZ,vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,36,36
PUERTO VILLARROEL,vih,l 22.3        n de personas con prueba rapida,2012-12-01,11,245,256
PUNATA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,27,125,152
QUIME,vih,l 22.3        n de personas con prueba rapida,2012-12-01,61,25,86
REYES,vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,5,5
RIBERALTA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,1,47,48
RURRENABAQUE,vih,l 22.3        n de personas con prueba rapida,2012-12-01,5,36,41
SACABA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,13,204,217
SAN BUENA VENTURA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,1,1
SAN CARLOS,vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,10,10
SAN IGNACIO,vih,l 22.3        n de personas con prueba rapida,2012-12-01,9,30,39
SAN IGNACIO DE VELASCO,vih,l 22.3        n de personas con prueba rapida,2012-12-01,43,139,182
SAN JAVIER(STC),vih,l 22.3        n de personas con prueba rapida,2012-12-01,2,31,33
SAN JOSE DE CHIQUITOS,vih,l 22.3        n de personas con prueba rapida,2012-12-01,261,164,425
SAN JUAN DE YAPACANI,vih,l 22.3        n de personas con prueba rapida,2012-12-01,28,21,49
SAN JULIAN,vih,l 22.3        n de personas con prueba rapida,2012-12-01,7,55,62
SAN LORENZO(PND),vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,8,8
SAN LORENZO(TJA),vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,1,1
SAN LUCAS,vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,1,1
SAN PEDRO,vih,l 22.3        n de personas con prueba rapida,2012-12-01,2,16,18
SAN RAFAEL,vih,l 22.3        n de personas con prueba rapida,2012-12-01,52,36,88
SANTA ANA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,2,1,3
SANTA CRUZ DE LA SIERRA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,131,561,692
SANTIAGO DE MACHACA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,1,2,3
SENA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,11,11
SHINAOTA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,15,7,22
SICA SICA (VILLA AROMA),vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,4,4
SOPACHUY,vih,l 22.3        n de personas con prueba rapida,2012-12-01,8,27,35
SUCRE,vih,l 22.3        n de personas con prueba rapida,2012-12-01,142,301,443
TACOPAYA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,1,10,11
TAPACARI,vih,l 22.3        n de personas con prueba rapida,2012-12-01,3,20,23
TARABUCO,vih,l 22.3        n de personas con prueba rapida,2012-12-01,14,3,17
TARIJA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,138,155,293
TARVITA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,2,7,9
TEOPONTE,vih,l 22.3        n de personas con prueba rapida,2012-12-01,8,10,18
TIAWANACU,vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,34,34
TIPUANI,vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,2,2
TOLATA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,1,6,7
TOLEDO,vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,1,1
TOMINA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,2,0,2
TOTORA(ORR),vih,l 22.3        n de personas con prueba rapida,2012-12-01,1,2,3
TRINIDAD,vih,l 22.3        n de personas con prueba rapida,2012-12-01,50,92,142
TUPIZA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,2,9,11
UNCIA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,1,1
URUBICHA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,24,24,48
UYUNI,vih,l 22.3        n de personas con prueba rapida,2012-12-01,1,12,13
VALLEGRANDE,vih,l 22.3        n de personas con prueba rapida,2012-12-01,1,36,37
VIACHA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,2,25,27
VILLA CHARCAS,vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,2,2
VILLA MONTES,vih,l 22.3        n de personas con prueba rapida,2012-12-01,13,16,29
VILLA SERRANO,vih,l 22.3        n de personas con prueba rapida,2012-12-01,38,57,95
VILLA TUNARI,vih,l 22.3        n de personas con prueba rapida,2012-12-01,9,21,30
VILLA VACA GUZMAN (MUYUPAMPA),vih,l 22.3        n de personas con prueba rapida,2012-12-01,2,2,4
VILLAZON,vih,l 22.3        n de personas con prueba rapida,2012-12-01,24,69,93
WARNES,vih,l 22.3        n de personas con prueba rapida,2012-12-01,286,209,495
YACUIBA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,36,115,151
YAMPARAEZ,vih,l 22.3        n de personas con prueba rapida,2012-12-01,1,0,1
YUNCHARA,vih,l 22.3        n de personas con prueba rapida,2012-12-01,0,1,1
