municipality,group,variable,month,Controles repetidos en niños menores de 2 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
TINGUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,126,126,126,252
TIPUANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,123,123,83,206
TIQUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,32,32,27,59
TIRAQUE (CBBA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,109,109,79,188
TITO YUPANQUI (PARQUIPUJIO),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,10,10,15,25
TOCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,13,13,6,19
TODOS SANTOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,1,1,0,1
TOLATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,12,12,7,19
TOLEDO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,26,26,19,45
TOMAVE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,54,54,40,94
TORO TORO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,181,181,161,342
TOTORA(CBBA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,61,61,63,124
TOTORA(ORR),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,19,19,13,32
TRIGAL,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,19,19,16,35
TRINIDAD,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,370,370,342,712
TUPIZA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,342,342,358,700
TURCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,16,16,22,38
UMALA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,20,20,20,40
UNCIA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,82,82,55,137
URIONDO (A. CONCEPCION),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,167,167,153,320
UYUNI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,110,110,108,218
VACAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,73,73,70,143
VALLEGRANDE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,159,159,135,294
VIACHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,190,190,157,347
VILA VILA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,5,5,6,11
VILLA MONTES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,232,232,211,443
VILLA NUEVA (LOMA ALTA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,19,19,21,40
VILLA RIVERO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,12,12,32,44
VILLA TUNARI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,267,267,209,476
VILLAZON,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,375,375,317,692
VINTO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,128,128,80,208
VITICHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,118,118,127,245
WALDO BALLIVIAN,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,6,6,9,15
WARNES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,367,367,355,722
YACO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,49,49,63,112
YACUIBA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,472,472,456,928
YANACACHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,22,22,36,58
YAPACANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,547,547,502,1049
YOCALLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,35,35,26,61
YUNCHARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-01-01,49,49,49,98
ACACIO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,121,121,120,241
ACHACACHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,327,327,312,639
ACHOCALLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,57,57,63,120
AIQUILE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,96,96,78,174
ALALAY,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,25,25,12,37
ALCALA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,56,56,55,111
ANCORAIMES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,84,84,71,155
ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,18,18,19,37
ANTEQUERA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,18,18,16,34
ANZALDO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,5,5,8,13
APOLO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,125,125,107,232
ARAMPAMPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,64,64,51,115
ARANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,19,19,25,44
ARBIETO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,28,28,16,44
ARQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,82,82,97,179
ASCENCION DE GUARAYOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,98,98,82,180
ATOCHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,122,122,124,246
AUCAPATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,39,39,33,72
AYATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,91,91,66,157
AYO AYO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,57,57,40,97
AYOPAYA (V. DE INDEPENDENCIA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,195,195,161,356
AZURDUY,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,204,204,164,368
BATALLAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,104,104,99,203
BAURES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,35,35,44,79
BELEN DE ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,6,6,6,12
BELEN DE URMIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,14,14,9,23
BELLA FLOR,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,33,33,35,68
BERMEJO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,40,40,43,83
BETANZOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,231,231,236,467
BOLIVAR,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,59,59,69,128
BOLPEBRA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,19,19,17,36
BOYUIBE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,38,38,20,58
BUENA VISTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,190,190,134,324
CABEZAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,167,167,157,324
CAIROMA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,166,166,151,317
"CAIZA ""D""",nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,71,71,58,129
CALACOTO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,24,24,22,46
CALAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,179,179,158,337
CAMARGO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,155,155,203,358
CAMATAQUI (C. VILLA ABECIA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,23,23,23,46
CAMIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,313,313,280,593
CAPINOTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,52,52,60,112
CAQUIAVIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,55,55,53,108
CARACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,114,114,113,227
CARANAVI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,504,504,439,943
CARAPARI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,115,115,102,217
CARIPUYO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,84,84,81,165
CARMEN RIVERO TORREZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,28,28,25,53
CATACORA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,5,5,1,6
CHACARILLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,20,20,17,37
CHALLAPATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,181,181,185,366
CHAQUI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,64,64,45,109
CHARAGUA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,262,262,254,516
CHARAÑA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,12,12,9,21
CHAYANTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,133,133,104,237
CHIMORE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,36,36,28,64
CHIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,13,13,12,25
CHOQUE COTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,3,3,9,12
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,62,62,60,122
CHUMA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,73,73,63,136
CLIZA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,32,32,18,50
COBIJA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,310,310,276,586
COCHABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,1473,1473,1338,2811
COIPASA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,0,0,2,2
COLCAPIRHUA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,75,75,102,177
"COLCHA ""K""",nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,68,68,108,176
COLLANA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,13,13,17,30
COLOMI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,54,54,50,104
COLPA BELGICA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,48,48,38,86
COLQUECHACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,292,292,296,588
COLQUENCHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,70,70,54,124
COLQUIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,105,105,101,206
COMANCHE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,19,19,14,33
COMARAPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,115,115,146,261
COMBAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,15,15,5,20
CONCEPCION,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,114,114,100,214
COPACABANA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,118,118,104,222
CORIPATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,116,116,80,196
CORO CORO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,75,75,60,135
COROICO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,67,67,48,115
CORQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,36,36,23,59
COTAGAITA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,225,225,213,438
COTOCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,213,213,185,398
CUATRO CAÑADAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,70,70,55,125
CUCHUMUELA (V. G. VILLARROEL),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,37,37,15,52
CUEVO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,28,28,64,92
CULPINA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,230,230,204,434
CURAHUARA DE CARANGAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,28,28,29,57
CURVA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,20,20,20,40
DESAGUADERO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,20,20,17,37
EL ALTO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,3134,3134,2522,5656
EL CHORO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,14,14,10,24
EL PUENTE(STC),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,4,4,4,8
EL PUENTE(TJA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,67,67,75,142
EL TORNO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,190,190,171,361
EL VILLAR,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,81,81,80,161
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,209,209,159,368
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,104,104,89,193
ESCARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,1,1,2,3
EUCALIPTUS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,31,31,28,59
EUREKA (SANTOS MERCADO),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,1,1,3,4
EXALTACION,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,32,32,22,54
FERNANDEZ ALONSO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,102,102,107,209
FILADELFIA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,27,27,28,55
GENERAL SAAVEDRA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,134,134,95,229
GRAL. J.J. PEREZ (CHARAZANI),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,97,97,96,193
GUANAY,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,108,108,91,199
GUAQUI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,34,34,30,64
GUAYARAMERIN,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,390,390,310,700
GUTIERREZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,175,175,176,351
HUACARETA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-02-01,85,85,70,155
