municipality,group,variable,month,Controles nuevos en niños de 2 años a < de 5 a NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
GUAQUI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,0,0,1,1
GUAYARAMERIN,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,145,145,119,264
GUTIERREZ,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,2,2,0,2
HUACARETA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,7,7,9,16
HUANUNI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,20,20,19,39
HUARACAJE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,0,0,2,2
HUAYLLAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,2,2,2,4
ICHOCA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,0,0,1,1
ICLA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,0,0,1,1
INCAHUASI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,107,107,118,225
INGAVI (HUMAITA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,2,2,2,4
INQUISIVI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,3,3,7,10
IRUPANA (VILLA DE LANZA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,6,6,7,13
IXIAMAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,7,7,4,11
JESUS DE MACHACA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,5,5,3,8
LA ASUNTA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,19,19,16,35
LA GUARDIA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,21,21,21,42
LA PAZ,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,973,973,933,1906
LAGUNILLAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,0,0,1,1
LAJA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,2,2,4,6
LLALLAGUA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,61,61,42,103
LORETO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,11,11,9,20
LURIBAY,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,8,8,15,23
MACHACAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,1,1,0,1
MACHARETI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,2,2,1,3
MALLA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,1,1,3,4
MAPIRI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,3,3,5,8
MECAPACA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,16,16,14,30
MINEROS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,19,19,9,28
MIZQUE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,12,12,21,33
MOCOMOCO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,5,5,4,9
MOJOCOYA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,1,1,0,1
MONTEAGUDO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,37,37,36,73
MONTERO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,67,67,57,124
MORO MORO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,4,4,0,4
MOROCHATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,76,76,73,149
NUEVO MANOA (NUEVA ESPERANZA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,17,17,15,32
OCURI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,28,28,33,61
OKINAWA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,4,4,2,6
OMEREQUE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,6,6,5,11
ORURO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,164,164,143,307
PADCAYA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,8,8,15,23
PADILLA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,0,0,1,1
PAILON,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,2,2,0,2
PALCA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,5,5,8,13
PALOS BLANCOS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,7,7,6,13
PASORAPA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,4,4,2,6
PATACAMAYA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,8,8,6,14
PAZÑA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,1,1,0,1
PELECHUCO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,1,1,2,3
POCOATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,7,7,9,16
POCONA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,49,49,35,84
POJO (CBBA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,1,1,7,8
POOPO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,0,0,2,2
PORCO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,0,0,1,1
POROMA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,2,2,1,3
PORONGO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,4,4,2,6
PORTACHUELO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,9,9,8,17
PORVENIR,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,26,26,23,49
POTOSI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,86,86,69,155
PUCARA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,2,2,0,2
PUCARANI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,26,26,35,61
PUERTO ACOSTA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,2,2,2,4
PUERTO CARABUCO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,1,1,3,4
PUERTO GONZALO MORENO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,4,4,3,7
PUERTO PEREZ,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,20,20,21,41
PUERTO QUIJARRO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,76,76,79,155
PUERTO RICO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,9,9,9,18
PUERTO SILES,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,9,9,9,18
PUERTO SUAREZ,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,30,30,31,61
PUERTO VILLARROEL,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,36,36,30,66
PUNA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,33,33,27,60
PUNATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,52,52,55,107
QUILLACOLLO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,308,308,274,582
QUIME,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,1,1,0,1
QUIRUSILLAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,1,1,0,1
REYES,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,6,6,8,14
RIBERALTA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,330,330,287,617
ROBORE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,35,35,40,75
RURRENABAQUE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,2,2,0,2
SABAYA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,2,2,1,3
SACABA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,143,143,164,307
SACABAMBA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,22,22,12,34
SACACA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,7,7,14,21
SAIPINA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,7,7,1,8
SALINAS DE GARCI MENDOZA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,2,2,0,2
SAMAIPATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,6,6,2,8
SAN ANDRES,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,14,14,11,25
SAN ANDRES DE MACHACA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,1,1,0,1
SAN BENITO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,21,21,33,54
SAN BORJA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,2,2,1,3
SAN BUENA VENTURA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,52,52,61,113
SAN IGNACIO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,23,23,25,48
SAN IGNACIO DE VELASCO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,50,50,35,85
SAN JAVIER(BNI),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,7,7,9,16
SAN JAVIER(STC),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,3,3,2,5
SAN JOAQUIN,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,22,22,26,48
SAN JUAN DE YAPACANI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,9,9,15,24
SAN JULIAN,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,66,66,66,132
SAN LORENZO(TJA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,18,18,23,41
SAN LUCAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,6,6,5,11
SAN MATIAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,4,4,11,15
SAN MIGUEL DE VELASCO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,4,4,9,13
SAN PEDRO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,19,19,18,37
SAN PEDRO DE BUENA VISTA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,2,2,2,4
SAN PEDRO DE TIQUINA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,2,2,1,3
SAN PEDRO(PND),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,3,3,7,10
SAN RAFAEL,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,2,2,0,2
SAN RAMON,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,4,4,1,5
SANTA ANA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,7,7,7,14
SANTA CRUZ DE LA SIERRA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,1057,1057,1077,2134
SANTA ROSA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,2,2,2,4
SANTA ROSA DEL SARA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,0,0,2,2
SANTIAGO DE HUARI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,2,2,1,3
SANTIAGO DE MACHACA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,0,0,1,1
SANTIVAÑES,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,1,1,1,2
SANTUARIO DE QUILLACAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,0,0,3,3
SAPAHAQUI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,0,0,1,1
SENA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,34,34,38,72
SICA SICA (VILLA AROMA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,2,2,2,4
SICAYA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,2,2,1,3
SIPE SIPE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,211,211,190,401
SORACACHI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,8,8,3,11
SORATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,27,27,13,40
SUCRE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,174,174,174,348
TACACHI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,1,1,5,6
TACOBAMBA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,0,0,1,1
TACOPAYA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,1,1,1,2
TAPACARI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,50,50,48,98
TARABUCO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,2,2,0,2
TARACO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,1,1,1,2
TARATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,13,13,16,29
TARIJA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,269,269,316,585
TARVITA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,21,21,16,37
TEOPONTE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,5,5,1,6
TINGUIPAYA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,43,43,34,77
TIPUANI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,6,6,6,12
TIQUIPAYA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,164,164,106,270
TIRAQUE (CBBA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,94,94,84,178
TITO YUPANQUI (PARQUIPUJIO),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,1,1,0,1
TOCO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,8,8,20,28
TOLATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,11,11,14,25
TOMINA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,0,0,1,1
TORO TORO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,2,2,2,4
TOTORA(CBBA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,11,11,13,24
TOTORA(ORR),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,7,7,8,15
TRIGAL,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,1,1,1,2
TRINIDAD,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,341,341,239,580
TUPIZA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,10,10,11,21
TURCO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,5,5,8,13
UNCIA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,6,6,9,15
URUBICHA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,2,2,1,3
VACAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,4,4,5,9
VALLEGRANDE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,18,18,22,40
VIACHA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,61,61,62,123
VILA VILA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,3,3,1,4
VILLA MONTES,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,17,17,28,45
VILLA NUEVA (LOMA ALTA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,3,3,2,5
VILLA RIVERO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,3,3,4,7
VILLA TUNARI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,235,235,211,446
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,22,22,28,50
VILLAZON,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,1,1,1,2
VINTO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,19,19,27,46
WARNES,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,54,54,54,108
YACO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,1,1,4,5
YACUIBA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,187,187,142,329
YANACACHI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,1,1,4,5
YOTALA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,1,1,0,1
YUNCHARA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-10-01,23,23,15,38
ACACIO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-11-01,0,0,1,1
ACHACACHI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-11-01,95,95,114,209
ACHOCALLA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-11-01,21,21,15,36
AIQUILE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-11-01,45,45,33,78
ALCALA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-11-01,0,0,1,1
ANCORAIMES,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-11-01,1,1,3,4
ANDAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-11-01,1,1,2,3
ANZALDO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-11-01,53,53,54,107
APOLO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-11-01,11,11,37,48
ARAMPAMPA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-11-01,0,0,3,3
ARANI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-11-01,10,10,9,19
ARBIETO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2006-11-01,6,6,8,14
